ID,outText,outMA,source,PDF,Authors,Author Full Names,Article Title,ID2,Year,studytype,design,datayear,protection type,MPAname,MPAage,Age,MPAcreation,MPAprotection,FPAsize,MPAsize,Size,enforcement,governance,country,climate,continent,ocean,ecosystem,subgroup,socioeco,taxon,species,target,predator,fishery,inMPA,stakeholder,mechanism,indicator,DataOrigin,direction,quantitative,unit,errortype,BeforeMPAvalue,BeforeMPAsample,BeforeMPAerror,BeforeMPA_SD,BeforeControlvalue,BeforeControlsample,BeforeControlerror,BeforeControl_SD,AfterMPAvalue,AfterMPA_samplesize,AfterMPAerror,AfterMPA_SD,AfterControlvalue,AfterControl_samplesize,AfterControlerror,AfterControl_SD,ei,vei,comment
452,in,out,WoS,yes,"Campbell, SJ; Kartawijaya, T; Yulianto, I; Prasetia, R; Clifton, J","Campbell, Stuart J.; Kartawijaya, Tasrif; Yulianto, Irfan; Prasetia, Rian; Clifton, Julian","Co-management approaches and incentives improve management effectiveness in the Karimunjawa National Park, Indonesia",199,2013,field,perception,2010,MPA,Karimunjawa,24,old,1986,moderately-highly,165.15,1101,large,no,state,Indonesia,tropical,Asia,South China Sea,,,social,NA,,,,,,coastal community,learning,environmental awareness,p78,positive,no,description of study,,,,,,,,,,,,,,,,,,,,
177,in,out,WoS,yes,"Eriksson, B; Johansson, F; Blicharska, M","Eriksson, Bjorn; Johansson, Frank; Blicharska, Malgorzata",Socio-economic impacts of marine conservation efforts in three Indonesian fishing communities,200,2019,field,perception,2016,MPA,Komodo,36,old,1980,highly,354,1180,large,yes,state,Indonesia,tropical,Asia,South China Sea,NA,,social,NA,,,,,,fishery,agency,user rights,paragraph 3.2,negative,no,interview outcome (access to fishing grounds),,,,,,,,,,,,,,,,,,,,
177,in,out,WoS,yes,"Eriksson, B; Johansson, F; Blicharska, M","Eriksson, Bjorn; Johansson, Frank; Blicharska, Malgorzata",Socio-economic impacts of marine conservation efforts in three Indonesian fishing communities,200,2019,field,perception,2016,MPA,Komodo,36,old,1980,highly,354,1180,large,yes,state,Indonesia,tropical,Asia,South China Sea,NA,,social,NA,,,,,,fishery,assets,costs,paragraph 3.2,negative,no,"""increases in fuel costs""",,,,,,,,,,,,,,,,,,,,
177,in,out,WoS,yes,"Eriksson, B; Johansson, F; Blicharska, M","Eriksson, Bjorn; Johansson, Frank; Blicharska, Malgorzata",Socio-economic impacts of marine conservation efforts in three Indonesian fishing communities,200,2019,field,perception,2016,MPA,Komodo,36,old,1980,highly,354,1180,large,yes,state,Indonesia,tropical,Asia,South China Sea,NA,,social,NA,,,,,,fishery,assets,income,table 4,negative,yes,% interviewees,,,,,,,,,,,,,,,,,,,,indicator not suitable for MA
177,in,out,WoS,yes,"Eriksson, B; Johansson, F; Blicharska, M","Eriksson, Bjorn; Johansson, Frank; Blicharska, Malgorzata",Socio-economic impacts of marine conservation efforts in three Indonesian fishing communities,200,2019,field,perception,2016,MPA,Nusa Penida,6,medium,2010,NA,NA,200,large,yes,,Indonesia,tropical,Asia,South China Sea,NA,,social,NA,,,,,,fishery,assets,income,table 4,neutral,yes,% interviewees,,,,,,,,,,,,,,,,,,,,indicator not suitable for MA
177,in,out,WoS,yes,"Eriksson, B; Johansson, F; Blicharska, M","Eriksson, Bjorn; Johansson, Frank; Blicharska, Malgorzata",Socio-economic impacts of marine conservation efforts in three Indonesian fishing communities,200,2019,field,perception,2016,MPA,Tanjung Luar,2,young,2014,PPA,NA,NA,NA,yes,NA,Indonesia,tropical,Asia,South China Sea,NA,,social,NA,,,,,,fishery,assets,income,table 4,negative,yes,% interviewees,,,,,,,,,,,,,,,,,,7,,indicator not suitable for MA
177,in,out,WoS,yes,"Eriksson, B; Johansson, F; Blicharska, M","Eriksson, Bjorn; Johansson, Frank; Blicharska, Malgorzata",Socio-economic impacts of marine conservation efforts in three Indonesian fishing communities,200,2019,field,perception,2016,MPA,Komodo,36,old,1980,highly,354,1180,large,yes,state,Indonesia,tropical,Asia,South China Sea,NA,,social,NA,,,,,,coastal community,flexibility,alternative livelihoods,table 4,negative,yes,% interviewees,,,,,,,,,,,,,,,,,,,,no variance
177,in,out,WoS,yes,"Eriksson, B; Johansson, F; Blicharska, M","Eriksson, Bjorn; Johansson, Frank; Blicharska, Malgorzata",Socio-economic impacts of marine conservation efforts in three Indonesian fishing communities,200,2019,field,perception,2016,MPA,Nusa Penida,6,medium,2010,NA,NA,200,large,yes,NA,Indonesia,tropical,Asia,South China Sea,NA,,social,NA,,,,,,coastal community,flexibility,alternative livelihoods,table 4,positive,yes,% interviewees,,,,,,,,,,,,,,,,,,,,no variance
177,in,out,WoS,yes,"Eriksson, B; Johansson, F; Blicharska, M","Eriksson, Bjorn; Johansson, Frank; Blicharska, Malgorzata",Socio-economic impacts of marine conservation efforts in three Indonesian fishing communities,200,2019,field,perception,2016,MPA,Tanjung Luar,2,young,2014,PPA,NA,NA,NA,yes,NA,Indonesia,tropical,Asia,South China Sea,NA,,social,NA,,,,,,coastal community,flexibility,alternative livelihoods,table 4,negative,yes,% interviewees,,,,,,,,,,,,,,,,,,,,no variance
177,in,out,WoS,yes,"Eriksson, B; Johansson, F; Blicharska, M","Eriksson, Bjorn; Johansson, Frank; Blicharska, Malgorzata",Socio-economic impacts of marine conservation efforts in three Indonesian fishing communities,200,2019,field,perception,2016,MPA,Komodo,36,old,1980,highly,354,1180,large,yes,state,Indonesia,tropical,Asia,South China Sea,NA,,social,NA,,,,,,coastal community,learning,MPA knowledge,table 4,neutral,yes,% interviewees,,,,,,,,,,,,,,,,,,10,,
177,in,out,WoS,yes,"Eriksson, B; Johansson, F; Blicharska, M","Eriksson, Bjorn; Johansson, Frank; Blicharska, Malgorzata",Socio-economic impacts of marine conservation efforts in three Indonesian fishing communities,200,2019,field,perception,2016,MPA,Nusa Penida,6,medium,2010,NA,NA,200,large,yes,,Indonesia,tropical,Asia,South China Sea,NA,,social,NA,,,,,,coastal community,learning,MPA knowledge,table 4,positive,yes,% interviewees,,,,,,,,,,,,,,,,,,43,,
177,in,out,WoS,yes,"Eriksson, B; Johansson, F; Blicharska, M","Eriksson, Bjorn; Johansson, Frank; Blicharska, Malgorzata",Socio-economic impacts of marine conservation efforts in three Indonesian fishing communities,200,2019,field,perception,2016,MPA,Tanjung Luar,2,young,2014,PPA,NA,NA,NA,yes,NA,Indonesia,tropical,Asia,South China Sea,NA,,social,NA,,,,,,coastal community,learning,MPA knowledge,table 4,positive,yes,% interviewees,,,,,,,,,,,,,,,,,,,,
177,in,out,WoS,yes,"Eriksson, B; Johansson, F; Blicharska, M","Eriksson, Bjorn; Johansson, Frank; Blicharska, Malgorzata",Socio-economic impacts of marine conservation efforts in three Indonesian fishing communities,200,2019,field,perception,2016,MPA,Komodo,36,old,1980,highly,354,1180,large,yes,state,Indonesia,tropical,Asia,South China Sea,NA,,social,NA,,,,,,,social organization,cohesion,table 4,negative,yes,Relationship with conservation authorities,,,,,,,,,,,,,,,,,,,,
177,in,out,WoS,yes,"Eriksson, B; Johansson, F; Blicharska, M","Eriksson, Bjorn; Johansson, Frank; Blicharska, Malgorzata",Socio-economic impacts of marine conservation efforts in three Indonesian fishing communities,200,2019,field,perception,2016,MPA,Nusa Penida,6,medium,2010,NA,NA,200,large,yes,,Indonesia,tropical,Asia,South China Sea,NA,,social,NA,,,,,,,social organization,cohesion,table 4,positive,yes,Relationship with conservation authorities,,,,,,,,,,,,,,,,,,,,
177,in,out,WoS,yes,"Eriksson, B; Johansson, F; Blicharska, M","Eriksson, Bjorn; Johansson, Frank; Blicharska, Malgorzata",Socio-economic impacts of marine conservation efforts in three Indonesian fishing communities,200,2019,field,perception,2016,MPA,Tanjung Luar,2,young,2014,PPA,NA,NA,NA,yes,NA,Indonesia,tropical,Asia,South China Sea,NA,,social,NA,,,,,,,social organization,cohesion,table 4,negative,yes,Relationship with conservation authorities,,,,,,,,,,,,,,,,,,,,
478,in,out,WoS,yes,"Rees, SE; Attrill, MJ; Austen, MC; Mangi, SC; Rodwell, LD","Rees, Sian E.; Attrill, Martin J.; Austen, Melanie C.; Mangi, Stephen C.; Rodwell, Lynda D.",A thematic cost-benefit analysis of a marine protected area,201,2013,field,perception,2010,MPA,Lyme Bay,2,young,2008,moderate,0,206,large,NA,state,Great Britain,temperate,Europe,English Channel,rocky reef,,social,NA,,,,industrial,,fishery,agency,user rights,paragraph 4.2.1,negative,no,displacement,,,,,,,,,,,,,,,,,,,,
478,in,out,WoS,yes,"Rees, SE; Attrill, MJ; Austen, MC; Mangi, SC; Rodwell, LD","Rees, Sian E.; Attrill, Martin J.; Austen, Melanie C.; Mangi, Stephen C.; Rodwell, Lynda D.",A thematic cost-benefit analysis of a marine protected area,201,2013,field,perception,2010,MPA,Lyme Bay,2,young,2008,moderate,0,206,large,NA,state,Great Britain,temperate,Europe,English Channel,rocky reef,,social,NA,,,,small-scale,,fishery,assets,income,figure 3,positive,yes,% interviewees,,,,,,,,,,,,,,,,,,,,
478,in,out,WoS,yes,"Rees, SE; Attrill, MJ; Austen, MC; Mangi, SC; Rodwell, LD","Rees, Sian E.; Attrill, Martin J.; Austen, Melanie C.; Mangi, Stephen C.; Rodwell, Lynda D.",A thematic cost-benefit analysis of a marine protected area,201,2013,field,perception,2010,MPA,Lyme Bay,2,young,2008,moderate,0,206,large,NA,state,Great Britain,temperate,Europe,English Channel,rocky reef,,social,NA,,,,industrial,,fishery,assets,income,figure 3,negative,yes,% interviewees,,,,,,,,,,,,,,,,,,,,
478,in,out,WoS,yes,"Rees, SE; Attrill, MJ; Austen, MC; Mangi, SC; Rodwell, LD","Rees, Sian E.; Attrill, Martin J.; Austen, Melanie C.; Mangi, Stephen C.; Rodwell, Lynda D.",A thematic cost-benefit analysis of a marine protected area,201,2013,field,perception,2010,MPA,Lyme Bay,2,young,2008,moderate,0,206,large,NA,state,Great Britain,temperate,Europe,English Channel,rocky reef,,social,NA,,,,,,tourism,assets,income,figure 3,positive,yes,% interviewees,,,,,,,,,,,,,,,,,,,,
478,in,out,WoS,yes,"Rees, SE; Attrill, MJ; Austen, MC; Mangi, SC; Rodwell, LD","Rees, Sian E.; Attrill, Martin J.; Austen, Melanie C.; Mangi, Stephen C.; Rodwell, Lynda D.",A thematic cost-benefit analysis of a marine protected area,201,2013,field,perception,2010,MPA,Lyme Bay,2,young,2008,moderate,0,206,large,NA,state,Great Britain,temperate,Europe,English Channel,rocky reef,,social,NA,,,,mix,,fishery,social organization,conflict,paragraph 4.2.3,negative,no,between excluded (mobile gear) and non excluded (static gear) fisher,,,,,,,,,,,,,,,,,,,,
667,in,out,WoS,yes,"Oracion, EG; Miller, ML; Christie, P","Oracion, EG; Miller, ML; Christie, P","Marine protected areas for whom? Fisheries, tourism, and solidarity in a Philippine community",202,2005,field,perception,2002,MPA,Mabini,11,old,1991,NA,NA,NA,NA,no,state,Phillipines,tropical,Asia,South China Sea,coral reef,,social,invertebrates,,,,,,fishery,agency,user rights,table 3,neutral,yes,score 1 to 5 (MPA access),,,,,,,,,,,,,,,,,,,,
667,in,out,WoS,yes,"Oracion, EG; Miller, ML; Christie, P","Oracion, EG; Miller, ML; Christie, P","Marine protected areas for whom? Fisheries, tourism, and solidarity in a Philippine community",202,2005,field,perception,2002,MPA,Mabini,11,old,1991,NA,NA,NA,NA,no,state,Phillipines,tropical,Asia,South China Sea,coral reef,,social,invertebrates,,,,,,tourism,agency,user rights,table 3,positive,yes,score 1 to 5 (MPA access),,,,,,,,,,,,,,,,,,,,
667,in,out,WoS,yes,"Oracion, EG; Miller, ML; Christie, P","Oracion, EG; Miller, ML; Christie, P","Marine protected areas for whom? Fisheries, tourism, and solidarity in a Philippine community",202,2005,field,perception,2002,MPA,Mabini,11,old,1991,NA,NA,NA,NA,no,state,Phillipines,tropical,Asia,South China Sea,coral reef,,social,invertebrates,,,,,,mix,learning,MPA knowledge,table 1,neutral,yes,% interviewees,,,,,,,,,,,,,,,,,,,,
667,in,out,WoS,yes,"Oracion, EG; Miller, ML; Christie, P","Oracion, EG; Miller, ML; Christie, P","Marine protected areas for whom? Fisheries, tourism, and solidarity in a Philippine community",202,2005,field,perception,2002,MPA,Mabini,11,old,1991,NA,NA,NA,NA,no,state,Phillipines,tropical,Asia,South China Sea,coral reef,,social,invertebrates,,,,,,mix,social organization,conflict,paragraph 4.5,negative,no,between fishery and tourism,,,,,,,,,,,,,,,,,,,,
396,in,out,WoS,yes,"Moshy, VH; Bryceson, I; Mwaipopo, R","Moshy, Victoria; Bryceson, Ian; Mwaipopo, Rosemarie","Social-ecological Changes, Livelihoods and Resilience Among Fishing Communities in Mafia Island Marine Park, Tanzania",203,2015,field,perception,,MPA,Mafia Island,16,old,2000,NA,7,882,large,yes,co-managed,Tanzania,tropical,Africa,Indian Ocean,coral reef,,social,invertebrates,,,,,,fishery,agency,user rights,"paragraph ""Changes in conservation strategies""",negative,no,reduced fishing grounds,,,,,,,,,,,,,,,,,,,,
396,in,out,WoS,yes,"Moshy, VH; Bryceson, I; Mwaipopo, R","Moshy, Victoria; Bryceson, Ian; Mwaipopo, Rosemarie","Social-ecological Changes, Livelihoods and Resilience Among Fishing Communities in Mafia Island Marine Park, Tanzania",203,2015,field,perception,,MPA,Mafia Island,16,old,2000,NA,7,882,large,yes,co-managed,Tanzania,tropical,Africa,Indian Ocean,coral reef,,social,invertebrates,,,,,,coastal community,agency,participation,"paragraph ""Changes in conservation strategies""",neutral,no,anecdotal,,,,,,,,,,,,,,,,,,,,
396,in,out,WoS,yes,"Moshy, VH; Bryceson, I; Mwaipopo, R","Moshy, Victoria; Bryceson, Ian; Mwaipopo, Rosemarie","Social-ecological Changes, Livelihoods and Resilience Among Fishing Communities in Mafia Island Marine Park, Tanzania",203,2015,field,perception,,MPA,Mafia Island,16,old,2000,NA,7,882,large,yes,co-managed,Tanzania,tropical,Africa,Indian Ocean,coral reef,,social,invertebrates,,,,,,fishery,assets,income,"paragraph ""Changes in conservation strategies""",negative,no,"""rhetorical, authoritarianand violent operations""",,,,,,,,,,,,,,,,,,,,
396,in,out,WoS,yes,"Moshy, VH; Bryceson, I; Mwaipopo, R","Moshy, Victoria; Bryceson, Ian; Mwaipopo, Rosemarie","Social-ecological Changes, Livelihoods and Resilience Among Fishing Communities in Mafia Island Marine Park, Tanzania",203,2015,field,perception,,MPA,Mafia Island,16,old,2000,NA,7,882,large,yes,co-managed,Tanzania,tropical,Africa,Indian Ocean,coral reef,,social,invertebrates,,,,,,coastal community,flexibility,alternative livelihoods,"paragraph ""Changes in conservation strategies""",positive,no,anecdotal,,,,,,,,,,,,,,,,,,,,
396,in,out,WoS,yes,"Moshy, VH; Bryceson, I; Mwaipopo, R","Moshy, Victoria; Bryceson, Ian; Mwaipopo, Rosemarie","Social-ecological Changes, Livelihoods and Resilience Among Fishing Communities in Mafia Island Marine Park, Tanzania",203,2015,field,perception,,MPA,Mafia Island,16,old,2000,NA,7,882,large,yes,co-managed,Tanzania,tropical,Africa,Indian Ocean,coral reef,,social,invertebrates,,,,,,coastal community,food security,cpue,"paragraph ""Changes in conservation strategies""",negative,no,"""decreased fish catch""",,,,,,,,,,,,,,,,,,,,
396,in,out,WoS,yes,"Moshy, VH; Bryceson, I; Mwaipopo, R","Moshy, Victoria; Bryceson, Ian; Mwaipopo, Rosemarie","Social-ecological Changes, Livelihoods and Resilience Among Fishing Communities in Mafia Island Marine Park, Tanzania",203,2015,field,perception,,MPA,Mafia Island,16,old,2000,NA,7,882,large,yes,co-managed,Tanzania,tropical,Africa,Indian Ocean,coral reef,,social,invertebrates,,,,,,coastal community,food security,local food security,table 2 ,negative,yes,"nb meals, fish protein…",,,,,,,,,,,,,,,,,,,,
396,in,out,WoS,yes,"Moshy, VH; Bryceson, I; Mwaipopo, R","Moshy, Victoria; Bryceson, Ian; Mwaipopo, Rosemarie","Social-ecological Changes, Livelihoods and Resilience Among Fishing Communities in Mafia Island Marine Park, Tanzania",203,2015,field,perception,,MPA,Mafia Island,16,old,2000,NA,7,882,large,yes,co-managed,Tanzania,tropical,Africa,Indian Ocean,coral reef,,social,invertebrates,,,,,,,learning,research programs,"paragraph ""Changes in conservation strategies""",positive,no,"""promoted research""",,,,,,,,,,,,,,,,,,,,
396,in,out,WoS,yes,"Moshy, VH; Bryceson, I; Mwaipopo, R","Moshy, Victoria; Bryceson, Ian; Mwaipopo, Rosemarie","Social-ecological Changes, Livelihoods and Resilience Among Fishing Communities in Mafia Island Marine Park, Tanzania",203,2015,field,perception,,MPA,Mafia Island,16,old,2000,NA,7,882,large,yes,co-managed,Tanzania,tropical,Africa,Indian Ocean,coral reef,,social,invertebrates,,,,,,coastal community,learning,environmental awareness,"paragraph ""Changes in conservation strategies""",positive,no,"""environmental education""",,,,,,,,,,,,,,,,,,,,
396,in,out,WoS,yes,"Moshy, VH; Bryceson, I; Mwaipopo, R","Moshy, Victoria; Bryceson, Ian; Mwaipopo, Rosemarie","Social-ecological Changes, Livelihoods and Resilience Among Fishing Communities in Mafia Island Marine Park, Tanzania",203,2015,field,perception,,MPA,Mafia Island,16,old,2000,NA,7,882,large,yes,co-managed,Tanzania,tropical,Africa,Indian Ocean,coral reef,,social,invertebrates,,,,,,coastal community,social organization,conflict,"paragraph ""Changes in conservation strategies""",negative,no,physical violence between inhabitants and MPA patrolls,,,,,,,,,,,,,,,,,,,,
436,in,out,WoS,yes,"Kincaid, KB; Rose, G; Mahudi, H","Kincaid, Kate Barley; Rose, George; Mahudi, Humphrey","Fishers' perception of a multiple-use marine protected area: Why communities and gear users differ at Mafia Island, Tanzania",204,2014,field,perception,2012,MPA,Mafia Island,12,old,2000,NA,7,882,large,yes,co-managed,Tanzania,tropical,Africa,Indian Ocean,coral reef,,social,invertebrates,,,,small-scale,,fishery,agency,participation,table 6 (involved in the management plan),positive,yes,% interviewees,,,,,,,,,,,,,,,,,,,,
436,in,out,WoS,yes,"Kincaid, KB; Rose, G; Mahudi, H","Kincaid, Kate Barley; Rose, George; Mahudi, Humphrey","Fishers' perception of a multiple-use marine protected area: Why communities and gear users differ at Mafia Island, Tanzania",204,2014,field,perception,2012,MPA,Mafia Island,12,old,2000,NA,7,882,large,yes,co-managed,Tanzania,tropical,Africa,Indian Ocean,coral reef,,social,invertebrates,,,,small-scale,,fishery,flexibility,alternative livelihoods,table 5,neutral,no,overall outcome interviews,,,,,,,,,,,,,,,,,,,,
436,in,out,WoS,yes,"Kincaid, KB; Rose, G; Mahudi, H","Kincaid, Kate Barley; Rose, George; Mahudi, Humphrey","Fishers' perception of a multiple-use marine protected area: Why communities and gear users differ at Mafia Island, Tanzania",204,2014,field,perception,2012,MPA,Mafia Island,12,old,2000,NA,7,882,large,yes,co-managed,Tanzania,tropical,Africa,Indian Ocean,coral reef,,social,invertebrates,,,,small-scale,,fishery,food security,cpue,table 6 (increased catches),neutral,yes,% interviewees,,,,,,,,,,,,,,,,,,,,
302,in,out,WoS,yes,"Kotowicz, DM; Richmond, L; Hospital, J","Kotowicz, Dawn M.; Richmond, Laurie; Hospital, Justin","Exploring Public Knowledge, Attitudes, and Perceptions of the Marianas Trench Marine National Monument",205,2017,field,perception,2012,MPA,Marianas Trench,3,young,2009,moderately-weakly,0,246608,large,NA,state,USA,tropical,Asia,West Pacific,mix,,social,mix,,,,NA,,coastal community,agency,consultation,p9-10,neutral,yes,% interviewees,,,,,,,,,,,,,,,,,,,,
302,in,out,WoS,yes,"Kotowicz, DM; Richmond, L; Hospital, J","Kotowicz, Dawn M.; Richmond, Laurie; Hospital, Justin","Exploring Public Knowledge, Attitudes, and Perceptions of the Marianas Trench Marine National Monument",205,2017,field,perception,2012,MPA,Marianas Trench,3,young,2009,moderately-weakly,0,246608,large,NA,state,USA,tropical,Asia,West Pacific,mix,,social,mix,,,,NA,,coastal community,learning,MPA knowledge,p9,neutral,yes,% interviewees,,,,,,,,,,,,,,,,,,,,
408,in,out,WoS,yes,"Fernandez-Vidal, D; Muino, R","Fernandez-Vidal, Duarte; Muino, Ramon",Fact or fiction? Assessing governance and co-management of Marine Reserves of Fishing Interest in Cedeira and Lira (NW Spain),206,2014,field,perception,2011,MPA,Minarzos,4,young,2007,moderately-weakly,1.4,20.74,medium,no,community-based,Spain,temperate,Europe,North East Atlantic,NA,,social,NA,,,,NA,,fishery,agency,decision making,conclusion,neutral,no,overall outcome of study,,,,,,,,,,,,,,,,,,,,
408,in,out,WoS,yes,"Fernandez-Vidal, D; Muino, R","Fernandez-Vidal, Duarte; Muino, Ramon",Fact or fiction? Assessing governance and co-management of Marine Reserves of Fishing Interest in Cedeira and Lira (NW Spain),206,2014,field,perception,2011,MPA,Minarzos,4,young,2007,moderately-weakly,1.4,20.74,medium,no,community-based,Spain,temperate,Europe,North East Atlantic,NA,,social,NA,,,,NA,,fishery,learning,research programs,p19,positive,no,monitoring programs,,,,,,,,,,,,,,,,,,,,
454,in,out,WoS,yes,"de Oliveira, LP","de Oliveira, Lucia Perez",Fishers as advocates of marine protected areas: a case study from Galicia (NW Spain),207,2013,field,perception,2011,MPA,Minarzos,4,young,2007,moderately-weakly,1.4,20.74,medium,no,community-based,Spain,temperate,Europe,North East Atlantic,NA,,social,NA,,,,artisanal,,fishery,agency,participation,Section 6.5,positive,no,perception,,,,,,,,,,,,,,,,,,,,
454,in,out,WoS,yes,"de Oliveira, LP","de Oliveira, Lucia Perez",Fishers as advocates of marine protected areas: a case study from Galicia (NW Spain),207,2013,field,perception,2011,MPA,Minarzos,4,young,2007,moderately-weakly,1.4,20.74,medium,no,community-based,Spain,temperate,Europe,North East Atlantic,NA,,social,NA,,,,artisanal,,fishery,food security,cpue,Section 6.1.1,positive,no,perception,,,,,,,,,,,,,,,,,,,,
454,in,out,WoS,yes,"de Oliveira, LP","de Oliveira, Lucia Perez",Fishers as advocates of marine protected areas: a case study from Galicia (NW Spain),207,2013,field,perception,2011,MPA,Minarzos,4,young,2007,moderately-weakly,1.4,20.74,medium,no,community-based,Spain,temperate,Europe,North East Atlantic,NA,,social,NA,,,,,,coastal community,learning,environmental awareness,table 1,positive,no,perception,,,,,,,,,,,,,,,,,,,,
47,in,out,WoS,yes,"Mason, ET; Kellum, AN; Chiu, JA; Waltz, GT; Murray, S; Wendt, DE; Starr, RM; Semmens, BX","Mason, Erica T.; Kellum, Allison N.; Chiu, Jennifer A.; Waltz, Grant T.; Murray, Samantha; Wendt, Dean E.; Starr, Richard M.; Semmens, Brice X.",Long-term participation in collaborative fisheries research improves angler opinions on marine protected areas,208,2020,field,perception,2018,MPA,mix,mix,NA,mix,mix,mix,mix,NA,NA,state,USA,temperate,North America,North East Pacific,mix,,social,mix,,,,,,coastal community,agency,participation,text,positive,no,citizen research program,,,,,,,,,,,,,,,,,,,,
105,in,out,WoS,yes,"McDonald, G; Wilson, M; Verissimo, D; Twohey, R; Clemence, M; Apistar, D; Box, S; Butler, P; Cadiz, FC; Campbell, SJ; Cox, C; Effron, M; Gaines, S; Jakub, R; Mancao, RH; Rojas, PT; Tirona, RS; Vianna, G","McDonald, Gavin; Wilson, Molly; Verissimo, Diogo; Twohey, Rebecca; Clemence, Michaela; Apistar, Dean; Box, Stephen; Butler, Paul; Cesar Cadiz, Fel; Campbell, Stuart J.; Cox, Courtney; Effron, Micah; Gaines, Steve; Jakub, Raymond; Mancao, Roquelito H.; Rojas, Pablo T.; Sanchez Tirona, Rocky; Vianna, Gabriel",Catalyzing sustainable fisheries management through behavior change interventions,209,2020,field,BA,2017,MPA,mix,2,young,2015,fully,mix,mix,NA,mix,community-based,Brazil,subtropical,South America,South West Atlantic,mix,,social,mix,,,,,,coastal community,agency,participation,figure 3,positive,yes,management participation,,,,,,,,,,,,,,,,,,,,
105,in,out,WoS,yes,"McDonald, G; Wilson, M; Verissimo, D; Twohey, R; Clemence, M; Apistar, D; Box, S; Butler, P; Cadiz, FC; Campbell, SJ; Cox, C; Effron, M; Gaines, S; Jakub, R; Mancao, RH; Rojas, PT; Tirona, RS; Vianna, G","McDonald, Gavin; Wilson, Molly; Verissimo, Diogo; Twohey, Rebecca; Clemence, Michaela; Apistar, Dean; Box, Stephen; Butler, Paul; Cesar Cadiz, Fel; Campbell, Stuart J.; Cox, Courtney; Effron, Micah; Gaines, Steve; Jakub, Raymond; Mancao, Roquelito H.; Rojas, Pablo T.; Sanchez Tirona, Rocky; Vianna, Gabriel",Catalyzing sustainable fisheries management through behavior change interventions,209,2020,field,BA,2017,MPA,mix,2,young,2015,fully,mix,mix,NA,mix,community-based,Indonesia,tropical,Asia,South West Atlantic,mix,,social,mix,,,,,,coastal community,agency,participation,figure 3,positive,yes,management participation,,,,,,,,,,,,,,,,,,,,
105,in,out,WoS,yes,"McDonald, G; Wilson, M; Verissimo, D; Twohey, R; Clemence, M; Apistar, D; Box, S; Butler, P; Cadiz, FC; Campbell, SJ; Cox, C; Effron, M; Gaines, S; Jakub, R; Mancao, RH; Rojas, PT; Tirona, RS; Vianna, G","McDonald, Gavin; Wilson, Molly; Verissimo, Diogo; Twohey, Rebecca; Clemence, Michaela; Apistar, Dean; Box, Stephen; Butler, Paul; Cesar Cadiz, Fel; Campbell, Stuart J.; Cox, Courtney; Effron, Micah; Gaines, Steve; Jakub, Raymond; Mancao, Roquelito H.; Rojas, Pablo T.; Sanchez Tirona, Rocky; Vianna, Gabriel",Catalyzing sustainable fisheries management through behavior change interventions,209,2020,field,BA,2017,MPA,mix,2,young,2015,fully,mix,mix,NA,mix,community-based,Phillipines,tropical,Asia,South West Atlantic,mix,,social,mix,,,,,,coastal community,agency,participation,figure 3,positive,yes,management participation,,,,,,,,,,,,,,,,,,,,
105,in,out,WoS,yes,"McDonald, G; Wilson, M; Verissimo, D; Twohey, R; Clemence, M; Apistar, D; Box, S; Butler, P; Cadiz, FC; Campbell, SJ; Cox, C; Effron, M; Gaines, S; Jakub, R; Mancao, RH; Rojas, PT; Tirona, RS; Vianna, G","McDonald, Gavin; Wilson, Molly; Verissimo, Diogo; Twohey, Rebecca; Clemence, Michaela; Apistar, Dean; Box, Stephen; Butler, Paul; Cesar Cadiz, Fel; Campbell, Stuart J.; Cox, Courtney; Effron, Micah; Gaines, Steve; Jakub, Raymond; Mancao, Roquelito H.; Rojas, Pablo T.; Sanchez Tirona, Rocky; Vianna, Gabriel",Catalyzing sustainable fisheries management through behavior change interventions,209,2020,field,BA,2017,MPA,mix,2,young,2015,fully,mix,mix,NA,mix,community-based,Indonesia,tropical,Asia,South West Atlantic,mix,,social,mix,,,,,,fishery,assets,costs,figure 3,neutral,yes,effect size,,,,,,,,,,,,,,,,,,,,
105,in,out,WoS,yes,"McDonald, G; Wilson, M; Verissimo, D; Twohey, R; Clemence, M; Apistar, D; Box, S; Butler, P; Cadiz, FC; Campbell, SJ; Cox, C; Effron, M; Gaines, S; Jakub, R; Mancao, RH; Rojas, PT; Tirona, RS; Vianna, G","McDonald, Gavin; Wilson, Molly; Verissimo, Diogo; Twohey, Rebecca; Clemence, Michaela; Apistar, Dean; Box, Stephen; Butler, Paul; Cesar Cadiz, Fel; Campbell, Stuart J.; Cox, Courtney; Effron, Micah; Gaines, Steve; Jakub, Raymond; Mancao, Roquelito H.; Rojas, Pablo T.; Sanchez Tirona, Rocky; Vianna, Gabriel",Catalyzing sustainable fisheries management through behavior change interventions,209,2020,field,BA,2017,MPA,mix,2,young,2015,fully,mix,mix,NA,mix,community-based,Brazil,subtropical,South America,South West Atlantic,mix,,social,mix,,,,,,coastal community,assets,material assets,figure 3,neutral,yes,effect size (household assets),,,,,,,,,,,,,,,,,,,,
