ID,OUTabstract,OUTtext,outMA,source,PDF,Publication Type,Authors,Author Full Names,Article Title,Source Title,Conference Title,Abstract,"Times Cited, All Databases",Year,DOI,UT (Unique WOS ID),studytype,design,datayear,protection type,MPAname,MPAage,Age,MPAcreation,MPAprotection,MPAindex,FPAsize,MPAsize,Size,enforcement,governance,country,climate,continent,ocean,ecosystem,subgroup,socioeco,taxon,species,target,predator,fishery,inMPA,stakeholder,mechanism,outcome,indicator,direction,quantitative,unit,DataOrigin,errortype,errortrans,valueMPAB,errorMPAB,sampleMPAB,valueMPAA,errorMPAA,sampleMPAA,valuecontrolA,errorcontrolA,samplecontrolA,valuecontrolB,errorcontrolB,samplecontrolB,ei,SEei,SDei,vei,ntotal,comment,OUTabstract,OUTtext
597,in,out,,WoS,yes,J,"Singleton, S","Singleton, Sara","Native People and Planning for Marine Protected Areas: How Stakeholder Processes Fail to Address Conflicts in Complex, Real-World Environments",COASTAL MANAGEMENT,,"Serious declines in fisheries around the world and marked deterioration in the overall health of marine ecosystems have been attracting great concern among scientists, environmentalists, and fishermen for more than a decade. Many marine ecologists and fisheries biologists have embraced marine protected areas (MPAs) as an appropriate policy prescription. Consistent with nearly all current environmental planning initiatives, collaborative stakeholder processes are the preferred method of designating and implementing MPAs. There are several problems with the way this model is conceptualized and operationalized, particularly as it pertains to aboriginal people: (1) proponents of MPAs and other marine conservation initiatives often focus on aggregate costs/benefits, without regard to distributive inequalities; (2) the prevailing assumption that all relevant stakeholders can be jointly incorporated into a collaborative process is misleading, given that there are significant differences in legal rights and other political capacities among the various stakeholders; (3) political institutions have a significant role in creating the different status of stakeholder groups, and thus shaping their interests, goals, capacities, and strategies. Two cases-MPA planning efforts in Washington State and in British Columbia-will be used to illustrate the argument, and in each case, I focus on how aboriginal groups are incorporated into both the immediate planning processes and the larger polity, and how a careful consideration of these factors and the effects they have on the groups' capacities to affect outcomes deepens our understanding of MPA design, implementation, and management.",29,2009,10.1080/08920750902954072,WOS:000272768500003,field,,,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,agency,,involvement,,,,,,,,,,,,,,,,,,,,,,,,,,typology and concepts
76,in,in,,WoS,yes,J,"Katikiro, RE","Katikiro, Robert Eliakim",The role of local institutions in governance of MPAs,MARINE POLICY,,"In recent years, marine protected areas (MPAs) have been perceived as a major tool to enhance marine conservation. The range of institutional approaches as well as the range of goals in defining and managing MPAs generates a diversity of ecological, social and economic outcomes. Using Tanzania as a case study, this paper examines the role of village liaison committees (VLCs) as an institutional approach to MPA management in addressing socio-ecological objectives. The main research question is how VLCs affect the success of biodiversity conservation and resource management objectives. Six VLCs from one of the three marine parks in Tanzania were randomly selected for this study. Data was collected through household interviews, key informants interviews, and focus group discussions with selected members of each of the VLCs chosen, and from MPA managers, village leaders, marine resource users, members of NGOs and researchers. The data collected was triangulated with secondary sources from published materials and with information generated during participant observation. The findings show that during the beginning of establishment of the park VLCs mobilised much greater participation and were viewed as effective conduits to MPA activities. However, the active participation of individual members within VLCs decreased with time due to unforeseen outcomes of marine conservation. Over 70% of survey respondents reported that the active role of VLCs to support the park activities has decreased significantly. This study demonstrates how institutional approaches in MPA governance are often poorly translated and adapted to fit the local context they are introduced to.",0,2020,10.1016/j.marpol.2020.103906,WOS:000541263200020,field,perception,2017,MPA,Mnazi Bay Ruvuma ,17,old,2000,NA,NA,NA,430,large,NA,co-managed,Tanzania,tropical,Africa,Indian Ocean,mix,NA,NA,NA,NA,NA,NA,,,coastal community,agency,,decision making,negative,no,"""communities perceived that their responsibilities in marine resource management had been taken away from them and given to the marine park""",text,,,,,,,,,,,,,,,,,,,,,,
599,in,out,,WoS,no,J,"Powell, RB; Cuschnir, A; Peiris, P","Powell, Robert B.; Cuschnir, Ariel; Peiris, Prakash","Overcoming Governance and Institutional Barriers to Integrated Coastal Zone, Marine Protected Area, and Tourism Management in Sri Lanka",COASTAL MANAGEMENT,,"One of the major barriers to addressing complex social-ecological issues through integrated coastal management (ICM) is a lack of intergovernmental coordination and cooperation (horizontal and vertical fragmentation). This article describes an effort to overcome the barriers to ICM in Sri Lanka by fostering intergovernmental collaboration and initiating adaptive governance to restore one town, Hikkaduwa, and its associated marine protected area (MPA) and coastal zone habitats. Administrators from 12 national and local governmental agencies that are responsible for aspects of coastal management in the town of Hikkaduwa participated in a series of formal and informal workshops and a week-long tour of ICM projects in the Philippines. Outcomes demonstrate that these informal and formal meetings, workshops, and travel experiences fostered trust, social capital, and attitudinal organizational commitment (AOC). The experiences motivated members to overcome vertical and horizontal governance fragmentation through the formation of an independent intergovernmental committee for the restoration of Hikkaduwa into a sustainable and resilient community. ICM activities undertaken by the newly formed organization suggest that internal leadership capacity, effective local-national partnerships, explicitly linked ecological-economic projects, and long-term commitment are necessary conditions for success. Overall, attainment of sustainability and resilience through successful ICM should be thought of as a journey and not a destination.",24,2009,10.1080/08920750903194272,WOS:000272768700008,field,,,LMMA,,,,,,,,,,,,,,,,,,,,,,,,,,agency,,governance,,,,,,,,,,,,,,,,,,,,,,,,,,just describes workshop sessions
600,in,out,,WoS,yes,J,"Rodriguez-Quiroz, G; Aragon-Noriega, EA; Ortega-Rubio, A","Rodriguez-Quiroz, Gerardo; Alberto Aragon-Noriega, E.; Ortega-Rubio, Alfredo",ARTISANAL SHRIMP FISHING IN THE BIOSPHERE RESERVE OF THE UPPER GULF OF CALIFORNIA,CRUSTACEANA,,"Shrimp is the most important marine resource for the three communities of the Upper Gulf of California (UGC): San Felipe in the state of Baja California, and Golfo de Santa Clara and Puerto Penasco in the state of Sonora. This fishery generates 80% of the profits in the region. A fishery tendency analysis was made from 1996 to 2007 in the UGC. For the first time, this fishery analysis showed that the Biosphere Reserve and the recently declared Vaquita Refuge Area are important grounds for artisanal fishing. The CPUE and total catches used to describe the fishing effort in the area, could be used to establish any further relationship between shrimp population and environmental variables, because of their high correlation coefficient (0.85). Shrimp capture in the marine protected areas has maintained a continuous level of production with economic incentives, making it attractive to fishermen despite recent restrictions on their activities. As shrimp vessels reduce in number, small boats gradually increase in number and productivity, maintaining high incomes from the fishery. A detailed interdisciplinary study of the fishing effort in the UGC must be conducted, because of the endangered species found in this area, which require adequate management for their conservation without compromising the welfare of the fishermen.",3,2009,10.1163/156854009X463865,WOS:000272203600001,field,,,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,food security,,catch,,,,,,,,,,,,,,,,,,,,,,,,not MPA impact (assesses the importance of the MPA area for the fishing fleet),,
601,out,out,,WoS,no,J,"Cinner, JE","Cinner, J. E.",Poverty and the use of destructive fishing gear near east African marine protected areas,ENVIRONMENTAL CONSERVATION,,"Poverty may be an important influence on the exploitation of marine resources in tropical developing countries. A number of studies have hypothesized that destructive fishing gears, which can degrade habitat, capture high proportions of juvenile fish and ultimately lead to reduced yields, are primarily used by the poorer segments of society. However, few studies have empirically tested this relationship. This paper examines relationships between the use of destructive seine nets and thirteen socioeconomic conditions in communities adjacent to three peri-urban marine protected areas in east Africa. Fishers using destructive gears were younger, less likely to have capital invested in the fishery, had lower fortnightly expenditures and were poorer in two multivariate indices of material style of life. Based on the two multivariate material style of life indices, a binary logistic regression model classified whether fishers used destructive gears with almost 70% accuracy. These findings are broadly consistent with the literature on poverty traps, which are situations in which the poor are unable to mobilize the resources required to overcome low-income situations and consequently engage in behaviour that may reinforce their own poverty. Managers aiming to reduce destructive gear use may need to partner with civil society and donors to help break poverty traps.",52,2009,10.1017/S0376892910000123,WOS:000280607900007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not MPA impact,
602,out,out,,WoS,no,J,"Walker, BLE; Robinson, MA","Walker, Barbara Louise Endemano; Robinson, Michael A.","Economic development, marine protected areas and gendered access to fishing resources in a Polynesian lagoon",GENDER PLACE AND CULTURE,,"This study examines the potential socio-spatial impacts of a new series of marine protected areas (MPAs) on fishers in Moorea, French Polynesia. The establishment of the MPAs is contextualized within recent and historical processes of economic development and theories of women in development and gender, culture and development. Seventy adults from three neighborhoods in Moorea were interviewed. Analysis of the data provides new information about the characteristics of fishing in Moorea. Unlike most fishing cultures and communities throughout the Pacific Islands, men and women in Moorea have similar, as opposed to segregated, spatial patterns of fishing activities and fishing methods. The study also points out the potential negative impacts of the MPAs on both men and women, particularly younger and lower-income fishers.",30,2009,10.1080/09663690903003983,WOS:000269670600007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,potential future impacts of MPAs,
176,in,in,,WoS,yes,J,"Kamat, VR","Kamat, Vinay R.",Dynamite Fishing in a Marine Protected Area in Tanzania: Why Youth Perceptions Matter,COASTAL MANAGEMENT,,"Young men in coastal Tanzania are often blamed for damaging marine habitats by engaging in unsustainable and destructive fishing practices, including dynamite fishing, but their perceptions have not been sufficiently documented. While marine scientists, international environmental NGOs, and activists have called attention to the destructive fishing practices' devastating impacts, insights into the contextual factors that motivate those who engage in dynamite fishing are limited. Additionally, risk perceptions and concerns regarding the environmental impact and dangers of dynamite fishing among the youth are also understudied. This paper provides ethnographic insights into the historical and contextual factors underlying dynamite fishing in rural coastal Mtwara. It draws on ethnographic data gathered through participant observation, focus group discussions and in-depth interviews with residents from two neighboring coastal villages - one located inside a marine protected area (MPA), and another located outside the MPA's boundary. The paper first examines the views of elderly men and women to provide the historical context of dynamite fishing in coastal Mtwara. It then juxtaposes youth perceptions regarding marine conservation and dynamite fishing in the two villages, vis-a-vis ongoing efforts to curb destructive fishing practices and to enhance marine biodiversity and ecotourism in the region. Results of the study reveal that unresolved tensions between the MPA authorities and local fishers surrounding enforcement practices and unfulfilled gear-exchange-related promises, and allegations of poor governance, are important contextual factors in the persistence of dynamite fishing. The paper concludes by articulating possible remedial measures to mitigate the tensions between youth concerns about their livelihoods, and the goals of marine biodiversity conservation as a way forward in preventing dynamite fishing.",2,2019,10.1080/08920753.2019.1619902,WOS:000472346100001,field,perception,2017,MPA,Mnazi Bay Ruvuma ,17,old,2000,NA,NA,NA,430,large,NA,co-managed,Tanzania,tropical,Africa,Indian Ocean,mix,NA,NA,NA,NA,NA,NA,artisanal,,fishery,social organization,,conflict,negative,no,between fishermen and MPA managers,text,,,,,,,,,,,,,,,,,,,,,,
329,in,in,,WoS,yes,J,"Katikiro, RE","Katikiro, Robert E.",Improving alternative livelihood interventions in marine protected areas: A case study in Tanzania,MARINE POLICY,,"Alternative livelihood programmes are often used in multipleuse marine protected areas as incentives, compensation for lost opportunities, or as intervention strategies for poverty alleviation. Yet little is known about their impacts on biodiversity conservation and the well-being of the targeted communities. This study focuses primarily on alternative livelihood projects undertaken among selected groups of individuals, in six villages, located in the Mnazi Bay-Ruvuma Estuary Marine Park (MBREMP), Mtwara district, southern Tanzania. The aim was to investigate how the processes involved in the implementation of these new livelihood activities contributed to the expected outcomes of providing good returns to reduce community's dependency on the sea and improve conservation. Data were collected through focus group discussions with selected members of local community, who actively took part in the projects; key informant interviews with conservation personnel and district fisheries officials; questionnaire surveys of a random sample of project beneficiary households; and a review of pertinent documents. The overwhelming majority of survey respondents (90%) reported that the projects were allocated inappropriately. Interviews and focus groups further revealed that the purpose of alternative projects was not sufficiently clear and that many beneficiaries perceived that these projects were initiated simply to comply with the MBREMP regulations. Overall, 70% of survey respondents stated that the project activities could not compete with the income gained from fisheries. An analysis of documents further revealed that almost all projects began to flounder when funding from the MBREMP came to an end. This was because they were not supported beyond the pilot phase and, thereafter, insufficient revenue was generated to maintain running costs. Improved targeting and design of livelihood interventions will ensure that the projects achieve the goals of providing alternatives for fishers, increasing well-being and improving biodiversity conservation. (C) 2016 Elsevier Ltd. All rights reserved.",17,2016,10.1016/j.marpol.2016.04.025,WOS:000379371500003,field,perception,2010,MPA,Mnazi Bay Ruvuma ,10,medium,2000,NA,NA,NA,430,large,NA,co-managed,Tanzania,tropical,Africa,Indian Ocean,mix,NA,NA,NA,NA,NA,NA,,,coastal community,information,local,MPA knowledge,neutral,no,overall outcome of interviews,text,,,,,,,,,,,,,,,,,,,,,,
329,in,in,,WoS,yes,J,"Katikiro, RE","Katikiro, Robert E.",Improving alternative livelihood interventions in marine protected areas: A case study in Tanzania,MARINE POLICY,,"Alternative livelihood programmes are often used in multipleuse marine protected areas as incentives, compensation for lost opportunities, or as intervention strategies for poverty alleviation. Yet little is known about their impacts on biodiversity conservation and the well-being of the targeted communities. This study focuses primarily on alternative livelihood projects undertaken among selected groups of individuals, in six villages, located in the Mnazi Bay-Ruvuma Estuary Marine Park (MBREMP), Mtwara district, southern Tanzania. The aim was to investigate how the processes involved in the implementation of these new livelihood activities contributed to the expected outcomes of providing good returns to reduce community's dependency on the sea and improve conservation. Data were collected through focus group discussions with selected members of local community, who actively took part in the projects; key informant interviews with conservation personnel and district fisheries officials; questionnaire surveys of a random sample of project beneficiary households; and a review of pertinent documents. The overwhelming majority of survey respondents (90%) reported that the projects were allocated inappropriately. Interviews and focus groups further revealed that the purpose of alternative projects was not sufficiently clear and that many beneficiaries perceived that these projects were initiated simply to comply with the MBREMP regulations. Overall, 70% of survey respondents stated that the project activities could not compete with the income gained from fisheries. An analysis of documents further revealed that almost all projects began to flounder when funding from the MBREMP came to an end. This was because they were not supported beyond the pilot phase and, thereafter, insufficient revenue was generated to maintain running costs. Improved targeting and design of livelihood interventions will ensure that the projects achieve the goals of providing alternatives for fishers, increasing well-being and improving biodiversity conservation. (C) 2016 Elsevier Ltd. All rights reserved.",17,2016,10.1016/j.marpol.2016.04.025,WOS:000379371500003,field,perception,2010,MPA,Mnazi Bay Ruvuma ,10,medium,2000,NA,NA,NA,430,large,NA,co-managed,Tanzania,tropical,Africa,Indian Ocean,mix,NA,NA,NA,NA,NA,NA,,,coastal community,flexibility,NA,alternative livelihoods,ambiguous,no,"existence of alternative livelihood training programs, but locals dissatisfied with them",text,,,,,,,,,,,,,,,,,,,,,,
628,in,in,,WoS,yes,J,"Roncin, N; Alban, F; Charbonnel, E; Crec'hriou, R; Modino, RD; Culioli, JM; Dimech, M; Goni, R; Guala, I; Higgins, R; Lavisse, E; Le Direach, L; Luna, B; Marcos, C; Maynou, F; Pascual-Fernandez, JJ; Person, J; Smith, P; Stobart, B; Szelianszky, E; Valle, C; Vaselli, S; Boncoeur, J","Roncin, Nicolas; Alban, Frederique; Charbonnel, Eric; Crec'hriou, Romain; Modino, Raquel de la Cruz; Culioli, Jean-Michel; Dimech, Mark; Goni, Raquel; Guala, Ivan; Higgins, Ruth; Lavisse, Elodie; Le Direach, Laurence; Luna, Beatriz; Marcos, Concepcion; Maynou, Francesc; Pascual-Fernandez, Jose J.; Person, Jeremy; Smith, Philip; Stobart, Ben; Szelianszky, Emese; Valle, Carlos; Vaselli, Stefano; Boncoeur, Jean",Uses of ecosystem services provided by MPAs: How much do they impact the local economy? A southern Europe perspective,JOURNAL FOR NATURE CONSERVATION,,"This paper addresses the problem of measuring the local economic impact of marine protected areas (MPAs). It relies on a broad socio-economic field survey covering 12 case studies in southern Europe, and focusing on two major uses of MPA ecosystem services: fishing and scuba-diving. The impact of these uses on the local economic system is expressed in terms of incomes and jobs, and the methodology relies on a distinction between users transforming ecosystem services into commodities, and users consuming ecosystem services for recreational purposes. Assessment results show a variety of situations, from MPAs where commercial fishing is the major economic stake, to MPAs where recreational activities have a dominant economic rote. However, available information concerning the number of recreational users and visitors, on one side, and the number and characteristics of commercial fishing boats, on the other side, suggest that the second situation is more representative of the area under study than the former one. Due to the tack of baseline, the question of sorting out the reserve effect from the site effect is addressed with the help of survey results concerning perceptions and attitudes of users. As regards divers and diving operators, answers to the survey suggest that the reserve effect plays an important role in the attractiveness of the area, Results are not so clear in the case of fishers, an ambiguity reflecting the uncertainty of the spill-over effects expected from marine reserves on fishing grounds, (c) 2008 Elsevier GmbH. All rights reserved.",30,2008,10.1016/j.jnc.2008.09.006,WOS:000262208400005,field,BA,2006,MPA,Monte da Guia,26,old,1980,NA,NA,0.1,4.43,medium,NA,state,Portugal,temperate,Europe,Atlantic,NA,,,,,,,recreational,,fishery,assets,economic,employment,positive,yes,added full time employment,table 4,,,,,,,,,,,,,,,,,,,,,,
598,in,in,,WoS,yes,J,"Lucas, EY; Kirit, R","Lucas, E. Y.; Kirit, R.","Fisheries-Marine Protected Area-Tourism Interactions in Moalboal, Cebu, Philippines",COASTAL MANAGEMENT,,"The development of Integrated Coastal Management (ICM) in the Philippines has been underway for more than 30 years. As coastal communities continue to face dwindling resources from both the land and sea, marine protected areas (MPAs) have been regularly utilized as a community-based marine conservation tool. Recently, marine tourism has begun to exert influence as a driver utilized by local communities to promote the establishment of MPAs. Revenue generated through user-fee systems has begun to influence and shape broker-local-tourist (BLT) interactions in Moalboal, Cebu, Philippines. In this article, an account of the social dynamics surrounding MPAs is presented, sources of tension are identified, and recommendations proposed.",11,2009,10.1080/08920750903218014,WOS:000272768500006,field,perception,,MPA,Moalboal,mix,NA,mix,fully,,mix,mix,NA,NA,community-based,Phillipines,tropical,Asia,South China Sea,coral reef,,,,,,,,,coastal community,social organization,,conflict,negative,no,tensions between stakeholders from MPA regulations,Discussion section,,,,,,,,,,,,,,,,,,,,,,
431,in,in,,WoS,yes,J,"Cinner, JE; Daw, T; Huchery, C; Thoya, P; Wamukota, A; Cedras, M; Abunge, C","Cinner, Joshua E.; Daw, Tim; Huchery, Cindy; Thoya, Pascal; Wamukota, Andrew; Cedras, Maria; Abunge, Caroline",Winners and Losers in Marine Conservation: Fishers' Displacement and Livelihood Benefits from Marine Reserves,SOCIETY & NATURAL RESOURCES,,"Marine reserves can create both benefits and costs to fishers. This article explores the perceptions of fishers in Kenya and Seychelles about displacement, spillover, and overall impacts of local marine reserves on their livelihoods. We test whether these perceptions are different among fishers from different geographic and socioeconomic conditions. Sixty-six percent of fishers had been displaced from marine reserves or coastal development and 90% believed they had caught fishes that spilled over from marine reserves. Poorer fishers in Kenya were both displaced from, and also felt like they benefited from, marine reserves. This highlights how people's experiences with marine reserves, both positive and negative, are affected by a range of social considerations that may not be incorporated in typical evaluations of ecological and economic marine reserve success.",34,2014,10.1080/08941920.2014.918229,WOS:000340453700007,field,perception,2012,MPA,Mombasa,21,old,1991,fully,,10,10,medium,NA,community-based,Seychelles,tropical,Africa,Indian Ocean,coral reef,,,,,,,,,coastal community,agency,,user rights,negative,yes,% respondents displaced,Figure 1,,,,,,,,,,,,,,,,,,,,,,
431,in,in,out,WoS,yes,J,"Cinner, JE; Daw, T; Huchery, C; Thoya, P; Wamukota, A; Cedras, M; Abunge, C","Cinner, Joshua E.; Daw, Tim; Huchery, Cindy; Thoya, Pascal; Wamukota, Andrew; Cedras, Maria; Abunge, Caroline",Winners and Losers in Marine Conservation: Fishers' Displacement and Livelihood Benefits from Marine Reserves,SOCIETY & NATURAL RESOURCES,,"Marine reserves can create both benefits and costs to fishers. This article explores the perceptions of fishers in Kenya and Seychelles about displacement, spillover, and overall impacts of local marine reserves on their livelihoods. We test whether these perceptions are different among fishers from different geographic and socioeconomic conditions. Sixty-six percent of fishers had been displaced from marine reserves or coastal development and 90% believed they had caught fishes that spilled over from marine reserves. Poorer fishers in Kenya were both displaced from, and also felt like they benefited from, marine reserves. This highlights how people's experiences with marine reserves, both positive and negative, are affected by a range of social considerations that may not be incorporated in typical evaluations of ecological and economic marine reserve success.",34,2014,10.1080/08941920.2014.918229,WOS:000340453700007,field,perception,2012,MPA,Mombasa,21,old,1991,fully,,10,10,medium,NA,community-based,Seychelles,tropical,Africa,Indian Ocean,coral reef,,,,,,,artisanal,,fishery,food security,global,cpue,negative,yes,% interviewees,Figure 1,,,,,,,,,,,,,,,,,,,,indicator not suitable for MA,,
431,in,in,out,WoS,yes,J,"Cinner, JE; Daw, T; Huchery, C; Thoya, P; Wamukota, A; Cedras, M; Abunge, C","Cinner, Joshua E.; Daw, Tim; Huchery, Cindy; Thoya, Pascal; Wamukota, Andrew; Cedras, Maria; Abunge, Caroline",Winners and Losers in Marine Conservation: Fishers' Displacement and Livelihood Benefits from Marine Reserves,SOCIETY & NATURAL RESOURCES,,"Marine reserves can create both benefits and costs to fishers. This article explores the perceptions of fishers in Kenya and Seychelles about displacement, spillover, and overall impacts of local marine reserves on their livelihoods. We test whether these perceptions are different among fishers from different geographic and socioeconomic conditions. Sixty-six percent of fishers had been displaced from marine reserves or coastal development and 90% believed they had caught fishes that spilled over from marine reserves. Poorer fishers in Kenya were both displaced from, and also felt like they benefited from, marine reserves. This highlights how people's experiences with marine reserves, both positive and negative, are affected by a range of social considerations that may not be incorporated in typical evaluations of ecological and economic marine reserve success.",34,2014,10.1080/08941920.2014.918229,WOS:000340453700007,field,perception,2012,MPA,Mombasa,21,old,1991,fully,,10,10,medium,NA,community-based,Seychelles,tropical,Africa,Indian Ocean,coral reef,,,,,,,,,coastal community,assets,economic,income,negative,yes,% interviewees (livelihood),Figure 1,,,,,,,,,,,,,,,,,,,,,,
605,out,out,,WoS,no,J,"Pedersen, SA; Fock, H; Krause, J; Pusch, C; Sell, AL; Bottcher, U; Rogers, SI; Skold, M; Skov, H; Podolska, M; Piet, GJ; Rice, JC","Pedersen, Soren Anker; Fock, Heino; Krause, Jochen; Pusch, Christian; Sell, Anne L.; Boettcher, Uwe; Rogers, Stuart I.; Skold, Mattias; Skov, Henrik; Podolska, Magdalena; Piet, Gerjan J.; Rice, Jake C.",Natura 2000 sites and fisheries in German offshore waters,ICES JOURNAL OF MARINE SCIENCE,European Symposium on Marine Protected Areas as a Tool for Fisheries Management and Ecosytem Conservation,"The principal objective of sites selected as part of Natura 2000 is to achieve or maintain a favourable conservation status of habitats and species named in the EU Birds and Habitats directives. In the German exclusive economic zone, the habitat types protected by this legislation are sandbanks and reefs; protected species include marine mammals, seabirds, and specific migratory fish species. The ICES project Environmentally Sound Fishery Management in Protected Areas (EMPAS) aims to answer two questions: (i) To what extent do specific fishing activities significantly threaten attainment of the conservation objectives of the Natura 2000 sites? (ii) What management measures would reduce these conflicts and how effective would they be at helping to ensure the favourable condition of these sites? Assessments of fishing impacts on Natura 2000 sites require basic data on the conservation status of individual habitats and species, as well as data for fine-scale distributions of ongoing fishing activities. This paper describes and discusses the process used by the EMPAS project in developing fishery-management plans for each Natura 2000 site in German offshore waters.",47,2009,10.1093/icesjms/fsn193,WOS:000262331500019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,design/recommendation,
606,out,out,,WoS,no,J,"Marshall, N; Marshall, P; Abdulla, A","Marshall, Nadine; Marshall, Paul; Abdulla, Ameer","Using social resilience and resource dependency to increase the effectiveness of marine conservation initiatives in Salum, Egypt",JOURNAL OF ENVIRONMENTAL PLANNING AND MANAGEMENT,,"The social and economic ramifications of marine conservation strategies such as marine protected areas (MPAs) are important to consider prior to their implementation to ensure that they do not exceed the resilience of resource-users and that resource protection might be maximised through compliance and low resistance. This paper presents a framework in which the human dimensions can be more easily and usefully integrated into the design and delivery of conservation initiatives. The framework espouses quantifying (1) the level of dependency on the resource; (2) perceptions towards conservation initiatives; and (3) social resilience. The framework is applied in Salum, Egypt, which is the site of a prospective MPA.",27,2009,10.1080/09640560903180982,WOS:000269586200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,framework,
607,in,out,out,WoS,yes,J,"Forcada, A; Valle, C; Bonhomme, P; Criquet, G; Cadiou, G; Lenfant, P; Sanchez-Lizaso, JL","Forcada, Aitor; Valle, Carlos; Bonhomme, Patrick; Criquet, Geraldine; Cadiou, Gwenael; Lenfant, Philippe; Sanchez-Lizaso, Jose L.",Effects of habitat on spillover from marine protected areas to artisanal fisheries,MARINE ECOLOGY PROGRESS SERIES,,"Marine protected areas (MPAs) potentially enhance the long-term sustainability of coastal fish resources that have been overexploited. The types and quality of habitats, both inside and outside the MPAs, may determine the likelihood of migration by fish to surrounding unprotected areas where spillover to fisheries occurs. We assessed whether MPAs enhanced catches of artisanal fisheries, using an experimental fishing study with the same fishing gear as that used by local fishers. This approach allowed us to test the hypothesis of increased catches along the borders of MPAs in comparison with those in other fishing grounds located at. medium and far distances from 3 Mediterranean MPAs: Tabarca Marine Reserve, Carry-le-Rouet Marine Reserve and Cerbere-Banyuls Marine Reserve. Surveys were clone over 2 homogeneous habitats (Posidonia oceanica meadow and sand), in 3 different seasons. Catches were significantly higher for some species near the borders of the MPAs when fishing on P. oceanica meadows, but not when fishing on sandy bottoms. The spillover effect appears to be limited by a lack of continuous Suitable habitat through the boundaries of the MPA. Some of the species that showed a significant response to protection and concurrent higher catches near the MPA borders, such as Dentex dentex, Mullus surmuletus, Phycis phycis, Sciaena Umbra and Scorpaena porcus, are target species of artisanal fisheries. Although we found that the spatial scale of the spillover-induced density gradient was localized, it was sufficient to provide local benefits to artisanal fisheries. We conclude that spillover effects are not a universal consequence of siting MPAs in temperate waters and that they are related to the distribution of habitats inside and around MPAs.",67,2009,10.3354/meps07892,WOS:000265625200015,field,CI,2003,MPA,Cerbere Banyuls,27,,1974,mix,,0.85,6.5,,yes,state,France,temperate,Europe,Mediterranean,soft bottom,,,,,,,artisanal,,fishery,food security,global,catch,neutral,yes,to be extracted,,,,,,,,,,,,,,,,,,,,,spillover design,,
608,out,out,,WoS,no,J,"Axford, JC; Hockings, MT; Carter, RWB","Axford, Joanna C.; Hockings, Marc T.; Carter, R. W. Bill",What Constitutes Success in Pacific Island Community Conserved Areas?,ECOLOGY AND SOCIETY,,"In recent years, few if any community conserved areas (CCAs) in the Pacific island region have been regarded as being successful. However, as success is rarely defined, what constitutes success is not clear. This paper reports an investigation into the way outsiders perceive success in Pacific island CCAs. An exploratory survey revealed six umbrella themes of success: the locus of control; local benefits; resource aspects; management; external stakeholder involvement; and sustainability. Multivariate analysis distinguished two groups, a Big picture group and a Locally focused group. These differ in how they define success, as well as their organizational alignment. The Big picture group, largely from funder agencies and international NGOs, were focused on the broad issues of success, especially the sustainability of CCAs. The Locally focused group was concerned with the practical workings and needs of successful CCAs in the Pacific; many in this group were based with Pacific island governments and NGOs or CCAs. The study concludes that success in CCAs should not be defined solely on project objectives, especially when these have been developed by an external entity or under their guidance. If they are, high rates of failure are to be expected.",14,2008,,WOS:000262291600032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other social mechanisms (preference/perception),
