ID,PDF,OUTabstract,OUTtext,outMA,Authors,AUFull,Title,Abstract,citation,year,source,data year,studytype,design,COMP,protection,Creation,Age,Size,degradationlevel,country,continent,climate,ocean,ecosystem,species,mechanism,outcome,indicator,subindicator,direction,quantitative,data origin,unit,error type,BeforeMPAvalue,BeforeMPA_samplesize,BeforeMPAerrorRaw,BeforeMPA_SD,BeforeControlvalue,BeforeControl_samplesize,BeforeControlerrorRaw,BeforeControlSD, AfterMPAvalue,AfterMPA_samplesize,AfterMPAerrorRaw,AfterMPA_SD, AfterControlvalue,AfterControl_samplesize,AfterControlerrorRaw,AfterControl_SD,ei,vei,comment
161,yes,in,in,out,"O'Connor, JJ; Fest, BJ; Sievers, M; Swearer, SE","O'Connor, J. Jack; Fest, Benedikt J.; Sievers, Michael; Swearer, Stephen E.",Impacts of land management practices on blue carbon stocks and greenhouse gas fluxes in coastal ecosystems-A meta-analysis,"Global recognition of climate change and its predicted consequences has created the need for practical management strategies for increasing the ability of natural ecosystems to capture and store atmospheric carbon. Mangrove forests, saltmarshes and seagra",5,2020,WoS,,metaanalysis,CI,COMP,protection,,,,,mix,mix,mix,mix,mangrove,,Csequestration,SEQ,Cseq,ABG + BGB + soil C,positive,yes,figure 2,log ratio,95CI,,20,,,,,,,,,,,,,,,0.38,0.63,
161,yes,in,in,out,"O'Connor, JJ; Fest, BJ; Sievers, M; Swearer, SE","O'Connor, J. Jack; Fest, Benedikt J.; Sievers, Michael; Swearer, Stephen E.",Impacts of land management practices on blue carbon stocks and greenhouse gas fluxes in coastal ecosystems-A meta-analysis,"Global recognition of climate change and its predicted consequences has created the need for practical management strategies for increasing the ability of natural ecosystems to capture and store atmospheric carbon. Mangrove forests, saltmarshes and seagra",5,2020,WoS,,metaanalysis,CI,COMP,protection,,,,,mix,mix,mix,mix,marsh,,Csequestration,SEQ,Cseq,ABG + BGB + soil C,neutral,yes,figure 2,log ratio,95CI,,35,,,,,,,,,,,,,,,,,meta analysis
161,yes,in,in,out,"O'Connor, JJ; Fest, BJ; Sievers, M; Swearer, SE","O'Connor, J. Jack; Fest, Benedikt J.; Sievers, Michael; Swearer, Stephen E.",Impacts of land management practices on blue carbon stocks and greenhouse gas fluxes in coastal ecosystems-A meta-analysis,"Global recognition of climate change and its predicted consequences has created the need for practical management strategies for increasing the ability of natural ecosystems to capture and store atmospheric carbon. Mangrove forests, saltmarshes and seagra",5,2020,WoS,,metaanalysis,CI,COMP,protection,,,,,mix,mix,mix,mix,seagrass,,Csequestration,SEQ,Cseq,ABG + BGB + soil C,positive,yes,figure 2,log ratio,95CI,,16,,,,,,,,,,,,,,,0.88,0.79,
231,,in,out,out,"Ochoa-Gomez, JG; Lluch-Cota, SE; Rivera-Monroy, VH; Lluch-Cota, DB; Troyo-Dieguez, E; Oechel, W; Serviere-Zaragoza, E","Ochoa-Gomez, Jonathan G.; Lluch-Cota, Salvador E.; Rivera-Monroy, Victor H.; Lluch-Cota, Daniel B.; Troyo-Dieguez, Enrique; Oechel, Walter; Serviere-Zaragoza, Elisa","Mangrove wetland productivity and carbon stocks in an arid zone of the Gulf of California (La Paz Bay, Mexico)","Mangroves provide multiple ecosystem services (ESs), including fish and wildlife habitat, protection from coastal erosion and flooding impacts, food resources, water quality, carbon sequestration and storage. However, most of the mangrove wetlands structu",13,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,,in,out,out,"Oreska, MPJ; McGlathery, KJ; Porter, JH","Oreska, Matthew P. J.; McGlathery, Karen J.; Porter, John H.",Seagrass blue carbon spatial patterns at the meadow-scale,"Most information on seagrass carbon burial derives from point measurements, which are sometimes scaled by meadow area to estimate carbon stocks; however, sediment organic carbon (C-org) concentrations may vary with distance from the meadow edge, resulting",36,2017,WoS,,field,,ABS,,,,,,,,,,seagrass,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,yes,in,in,out,"Ortega, A; Geraldi, NR; Alam, I; Kamau, AA; Acinas, SG; Logares, R; Gasol, JM; Massana, R; Krause-Jensen, D; Duarte, CM","Ortega, Alejandra; Geraldi, Nathan R.; Alam, Intikhab; Kamau, Allan A.; Acinas, Silvia G.; Logares, Ramiro; Gasol, Josep M.; Massana, Ramon; Krause-Jensen, Dorte; Duarte, Carlos M.",Important contribution of macroalgae to oceanic carbon sequestration,"The role of macroalgae in Blue Carbon assessments has been controversial, partially due to uncertainties about the fate of exported macroalgae. Available evidence suggests that macroalgae are exported to reach the open ocean and the deep sea. Nevertheless",12,2020,WoS,,field,,ABS,,,,,,,,,,macroalgae,,Csequestration,SEQ,,,,,,,,,,,,,,,,,,,,,,,,,,proof of C from macroalgae in sediments but no quantification
96,yes,in,in,out,"Ortega, A; Geraldi, NR; Duarte, CM","Ortega, Alejandra; Geraldi, Nathan R.; Duarte, Carlos M.",EnvironmentalDNAidentifies marine macrophyte contributions to Blue Carbon sediments,"Estimation of marine macrophyte contribution to coastal sediments is key to understand carbon sequestration dynamics. Nevertheless, identification of macrophyte carbon is challenging. We propose environmental DNA (eDNA) metabarcoding as a new approach for",0,2019,WoS,,field,,ABS,,,,,,,,,,macroalgae,,Csequestration,SEQ,,,,,,,,,,,,,,,,,,,,,,,,,,proof of C from macroalgae in sediments but no quantification
302,,in,out,out,"Osland, MJ; Gabler, CA; Grace, JB; Day, RH; McCoy, ML; McLeod, JL; From, AS; Enwright, NM; Feher, LC; Stagg, CL; Hartley, SB","Osland, Michael J.; Gabler, Christopher A.; Grace, James B.; Day, Richard H.; McCoy, Meagan L.; McLeod, Jennie L.; From, Andrew S.; Enwright, Nicholas M.; Feher, Laura C.; Stagg, Camille L.; Hartley, Stephen B.",Climate and plant controls on soil organic matter in coastal wetlands,"Coastal wetlands are among the most productive and carbon-rich ecosystems on Earth. Long-term carbon storage in coastal wetlands occurs primarily belowground as soil organic matter (SOM). In addition to serving as a carbon sink, SOM influences wetland eco",38,,WoS,,field,,ABS,,,,,,,,,,marsh,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,,in,out,out,"Otero, XL; Mendez, A; Nobrega, GN; Ferreira, TO; Santiso-Taboada, MJ; Melendez, W; Macias, F","Otero, X. L.; Mendez, A.; Nobrega, G. N.; Ferreira, T. O.; Santiso-Taboada, M. J.; Melendez, W.; Macias, F.",High fragility of the soil organic C pools in mangrove forests,"Mangrove forests play an important role in biogeochemical cycle of C, storing large amounts of organic carbon. However, these functions can be controlled by the high spatial heterogeneity of these intertidal environments. In this study were performed an i",14,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,,in,out,out,"Ouyang, X; Lee, SY","Ouyang, X.; Lee, S. Y.",Updated estimates of carbon accumulation rates in coastal marsh sediments,"Studies on carbon stock in salt marsh sediments have increased since the review by Chmura et al. (2003). However, uncertainties exist in estimating global carbon storage in these vulnerable coastal habitats, thus hindering the assessment of their importan",96,,WoS,,field,,ABS,,,,,,,,,,marsh,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,in,out,out,"Ouyang, XG; Lee, SY","Ouyang, Xiaoguang; Lee, Shing Yip",Improved estimates on global carbon stock and carbon pools in tidal wetlands,Tidal wetlands are global hotspots of carbon storage but errors exist with current estimates on their carbon density due to the use of factors estimated from other habitats for converting loss-on-ignition (LOI) to organic carbon (OC); and the omission of ,11,,WoS,,field,,ABS,,,,,,,,,,marsh,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,in,out,out,"Owers, CJ; Rogers, K; Mazumder, D; Woodroffe, CD","Owers, Christopher J.; Rogers, Kerrylee; Mazumder, Debashish; Woodroffe, Colin D.",Temperate coastal wetland near-surface carbon storage: Spatial patterns and variability,"Carbon mitigation services provided by coastal wetlands are not spatially homogeneous, nevertheless are commonly described on the basis of vegetation distribution within the intertidal zone. Distribution of mangrove and saltmarsh varies in response to fre",2,,WoS,,field,,ABS,,,,,,,,,,marsh,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,,in,out,out,"Owers, CJ; Rogers, K; Mazumder, D; Woodroffe, CD","Owers, Christopher J.; Rogers, Kerrylee; Mazumder, Debashish; Woodroffe, Colin D.","Spatial Variation in Carbon Storage: A Case Study for Currambene Creek, NSW, Australia",Quantifying carbon storage in coastal wetland environments is important for identifying areas of high carbon sequestration value that could be targeted for conservation. This study combines remote sensing and sediment analysis to identify spatial variatio,11,,WoS,,field,,ABS,,,,,,,,,,BC,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,in,out,out,"Owers, CJ; Rogers, K; Woodroffe, CD","Owers, Christopher J.; Rogers, Kerrylee; Woodroffe, Colin D.",Spatial variation of above-ground carbon storage in temperate coastal wetlands,Carbon mitigation services provided by coastal wetlands are not spatially homogeneous. The scale of assessment at which above-ground biomass is measured will directly influence carbon storage estimates. Greater confidence in estimates is obtained with app,15,,WoS,,field,,ABS,,,,,,,,,,marsh,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,yes,in,out,out,"Page, KL; Dalal, RC","Page, K. L.; Dalal, R. C.","Contribution of natural and drained wetland systems to carbon stocks, CO2, N2O, and CH4 fluxes: an Australian perspective","Greenhouse gas (GHG) flux from wetland systems, both in their natural state and following drainage, has not been well accounted for in the carbon accounting process. We review GHG production from both natural and drained wetlands, and estimate the likely ",34,,WoS,,review,CI,COMP,,,,,,,,,,marsh,,Csequestration,SEQ,,,,,,,,,,,,,,,,,,,,,,,,,,no measurement of C stocks
722,,in,in,out,"Carroll, J; Zaborska, A; Papucci, C; Schirone, A; Carroll, ML; Pempkowiak, J","Carroll, JoLynn; Zaborska, Agata; Papucci, Carlo; Schirone, Antonio; Carroll, Michael L.; Pempkowiak, Janusz",Accumulation of organic carbon in western Barents Sea sediments,"Seafloor sediment dynamics operating in the western Barents Sea modulate the accumulation of particulate organic carbon on the shelf. As part of the CABANERA project, an integrated study of carbon dynamics in the marginal ice zone, we quantify burial rate",34,,WoS,,field,,ABS,,,,,,,,,,sediment,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,,in,out,out,"Pant, HK; Rechcigl, JE; Adjei, MB","Pant, Hari K.; Rechcigl, Jack E.; Adjei, Martin B.",Carbon sequestration in wetlands: Concept and estimation,"Requirements of scientific advancement in understanding of processes regulating carbon (C) balance in terrestrial/semi-aquatic ecosystems, and the roles of the ecosystems in exchange of carbon dioxide (CO2) between atmosphere and terrestrial biosphere are",25,,WoS,,field,,ABS,,,,,,,,,,marsh,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,,in,in,out,"Diesing, M; Kroger, S; Parker, R; Jenkins, C; Mason, C; Weston, K","Diesing, Markus; Kroger, Silke; Parker, Ruth; Jenkins, Chris; Mason, Claire; Weston, Keith",Predicting the standing stock of organic carbon in surface sediments of the North-West European continental shelf,"Shelf seas and their associated benthic habitats represent key systems in the global carbon cycle. However, the quantification of the related stocks and flows of carbon are often poorly constrained. To address benthic carbon storage in the North-West Euro",25,,WoS,,field,,ABS,,,,,,,,,,sediment,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,,in,out,out,"Patil, V; Singh, A; Naik, N; Unnikrishnan, S","Patil, Vikrant; Singh, Anju; Naik, Neelima; Unnikrishnan, Seema",Estimation of Mangrove Carbon Stocks by Applying Remote Sensing and GIS Techniques,This paper presents a methodological framework for predicting C stock in Avicennia marina stands in the Thane creek of Mumbai. This methodology combines ground-based (GB) and remote sensing (RS) approaches for C stock estimation. RS based approach use Nor,10,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,,in,out,out,"Patil, V; Singh, A; Naik, N; Unnikrishnan, S","Patil, Vikrant; Singh, Anju; Naik, Neelima; Unnikrishnan, Seema","Estimation of Carbon Stocks in Avicennia marina Stand Using Allometry, CHN Analysis, and GIS Methods","The paper suggests a framework for the estimation of biomass and, ultimately, the amount of carbon sequestered in Avicennia marina stands of Mumbai region in Thane creek. The literature-adopted framework for estimating biomass uses a direct (Carbon, Hydro",11,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,in,out,out,"Peck, EK; Wheatcroft, RA; Brophy, LS","Peck, Erin K.; Wheatcroft, Robert A.; Brophy, Laura S.","Controls on Sediment Accretion and Blue Carbon Burial in Tidal Saline Wetlands: Insights From the Oregon Coast, USA",Oregon estuaries provide important opportunities to assess controls on tidal saline wetland carbon burial and sediment accretion as both rates of relative sea level rise (RSLR; -1.4 0.9 to 2.8 0.8 mm yr(-1)) and fluvial suspended sediment load relative to,0,,WoS,,field,,ABS,,,,,,,,,,marsh,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,yes,in,in,in,"Pedersen, MF; Filbee-Dexter, K; Norderhaug, KM; Fredriksen, S; Frisk, NL; Fagerli, CW; Wernberg, T","Pedersen, Morten Foldager; Filbee-Dexter, Karen; Norderhaug, Kjell Magnus; Fredriksen, Stein; Frisk, Nicolai Lond; Fagerli, Camilla With; Wernberg, Thomas",Detrital carbon production and export in high latitude kelp forests,"The production and fate of seaweed detritus is a major unknown in the global C-budget. Knowing the quantity of detritus produced, the form it takes (size) and its timing of delivery are key to understanding its role as a resource subsidy to secondary prod",12,2020,WoS,,field,,ABS,,,,,,Norway,Europe,artic,Baltic Sea,macroalgae,kelp,Csequestration,STORE,,AGB,,yes,text of Result,Mg C ha-1,SD,,,,,,,,,7.7,50,1,1,,,,,7.7,1,converted from g C m-2 to Mg C ha-1
193,,in,out,out,"Penaranda, MLP; Kintz, JRC; Salamanca, EJP","Palacios Penaranda, Martha L.; Cantera Kintz, Jaime R.; Pena Salamanca, Enrique J.",Carbon stocks in mangrove forests of the Colombian Pacific,"Mangrove forests occupy less than 1% of tropical forest areas, but they represent approximately 3% of worldwide tropical forest carbon capture. The present study quantified carbon stocks in mangrove forests in two bays in the Colombian Pacific, and evalua",2,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,yes,in,out,out,"Pendleton, L; Donato, DC; Murray, BC; Crooks, S; Jenkins, WA; Sifleet, S; Craft, C; Fourqurean, JW; Kauffman, JB; Marba, N; Megonigal, P; Pidgeon, E; Herr, D; Gordon, D; Baldera, A","Pendleton, Linwood; Donato, Daniel C.; Murray, Brian C.; Crooks, Stephen; Jenkins, W. Aaron; Sifleet, Samantha; Craft, Christopher; Fourqurean, James W.; Kauffman, J. Boone; Marba, Nuria; Megonigal, Patrick; Pidgeon, Emily; Herr, Dorothee; Gordon, David; ",Estimating Global Blue Carbon Emissions from Conversion and Degradation of Vegetated Coastal Ecosystems,"Recent attention has focused on the high rates of annual carbon sequestration in vegetated coastal ecosystems-marshes, mangroves, and seagrasses-that may be lost with habitat destruction ('conversion'). Relatively unappreciated, however, is that conversio",621,2012,WoS,,review,,COMP,,,,,,global,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,dense vs aquaculture
676,yes,in,out,out,"Pendleton, L; Donato, DC; Murray, BC; Crooks, S; Jenkins, WA; Sifleet, S; Craft, C; Fourqurean, JW; Kauffman, JB; Marba, N; Megonigal, P; Pidgeon, E; Herr, D; Gordon, D; Baldera, A","Pendleton, Linwood; Donato, Daniel C.; Murray, Brian C.; Crooks, Stephen; Jenkins, W. Aaron; Sifleet, Samantha; Craft, Christopher; Fourqurean, James W.; Kauffman, J. Boone; Marba, Nuria; Megonigal, Patrick; Pidgeon, Emily; Herr, Dorothee; Gordon, David; ",Estimating Global Blue Carbon Emissions from Conversion and Degradation of Vegetated Coastal Ecosystems,"Recent attention has focused on the high rates of annual carbon sequestration in vegetated coastal ecosystems-marshes, mangroves, and seagrasses-that may be lost with habitat destruction ('conversion'). Relatively unappreciated, however, is that conversio",621,2012,WoS,,review,,COMP,,,,,,global,,,,seagrass,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,dense vs aquaculture
676,yes,in,out,out,"Pendleton, L; Donato, DC; Murray, BC; Crooks, S; Jenkins, WA; Sifleet, S; Craft, C; Fourqurean, JW; Kauffman, JB; Marba, N; Megonigal, P; Pidgeon, E; Herr, D; Gordon, D; Baldera, A","Pendleton, Linwood; Donato, Daniel C.; Murray, Brian C.; Crooks, Stephen; Jenkins, W. Aaron; Sifleet, Samantha; Craft, Christopher; Fourqurean, James W.; Kauffman, J. Boone; Marba, Nuria; Megonigal, Patrick; Pidgeon, Emily; Herr, Dorothee; Gordon, David; ",Estimating Global Blue Carbon Emissions from Conversion and Degradation of Vegetated Coastal Ecosystems,"Recent attention has focused on the high rates of annual carbon sequestration in vegetated coastal ecosystems-marshes, mangroves, and seagrasses-that may be lost with habitat destruction ('conversion'). Relatively unappreciated, however, is that conversio",621,2012,WoS,,review,,COMP,,,,,,global,,,,marsh,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,dense vs aquaculture
35,,in,out,out,"Peneva-Reed, EI; Krauss, KW; Bullock, EL; Zhu, ZL; Woltz, VL; Drexler, JZ; Conrad, JR; Stehman, SV","Peneva-Reed, Elitsa, I; Krauss, Ken W.; Bullock, Eric L.; Zhu, Zhiliang; Woltz, Victoria L.; Drexler, Judith Z.; Conrad, Jeremy R.; Stehman, Stephen, V",Carbon stock losses and recovery observed for a mangrove ecosystem following a major hurricane in Southwest Florida,Studies integrating mangrove in-situ observations and remote sensing analysis for specific sites often lack precise estimates of carbon stocks over time frames that include disturbance events. This study quantifies change in mangrove area from 1985 to 201,0,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,in,out,out,"Perera, KARS; Amarasinghe, MD","Perera, K. A. R. S.; Amarasinghe, M. D.",Carbon sequestration capacity of mangrove soils in micro tidal estuaries and lagoons: A case study from Sri Lanka,Mangroves are supreme agents in building blue carbon pools by capturing atmospheric carbon and storing them in biomass and soil. Anaerobic mangrove soils favour accumulation of partially decomposed organic matter that builds the carbon stocks over time. T,5,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,no,in,out,out,"Perez, A; Machado, W; Gutierrez, D; Borges, AC; Patchineelam, SR; Sanders, CJ","Perez, A.; Machado, W.; Gutierrez, D.; Borges, A. C.; Patchineelam, S. R.; Sanders, C. J.",Carbon accumulation and storage capacity in mangrove sediments three decades after deforestation within a eutrophic bay,A dated sediment core from an eutrophic mangrove area presented non-significant differences in carbon accumulation rates before (55.7 +/- 10.2 g m(-2) yr(-1)) and after three decades of deforestation (59.7 +/- 7.2 g m(-2) yr(-1)). Although eutrophication ,10,2018,WoS,,field,,COMP,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,yes,in,in,in,"Perez, A; Machado, W; Gutierrez, D; Borges, AC; Patchineelam, SR; Sanders, CJ",,Changes in organic carbon accumulation driven by mangrove expansion and deforestation in a New Zealand estuary,,,2017,ref,,field,CI,COMP,protection,,,,complete,New Zealand,Oceania,temperate,South West Pacific,mangrove,,Csequestration,SEQ,Cseq,soil C,positive,yes,table 1,g C m-2,calculated,,,,,,,,,6948.5,2,84.14570696,84.14570696,2767,2,579.8275606,579.8275606,0.920762108,0.022029131,vegetated vs deforested
599,,in,out,out,"Pergent, G; Pergent-Martini, C; Bonacorsi, M; de Florinier, M; Valette-Sansevin, A","Pergent, Gerard; Pergent-Martini, Christine; Bonacorsi, Marina; de Florinier, Marine; Valette-Sansevin, Audrey",Assessment of Carbon Sequestration in Posidonia Meadow,"The coastal vegetation, in particular the seagrasses, plays a major role in the fixation of carbon. Posidonia oceanica, a species endemic to the Mediterranean Sea, is of particular interest because of the constitution of a particular structure, the matte,",0,,WoS,,field,,ABS,,,,,,,,,,seagrass,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,yes,in,in,out,Pershing,,The Impact of Whaling on the Ocean Carbon Cycle: Why Bigger Was Better,,,2010,ref,,field,BA,COMP,protection,,,,,mix,mix,mix,mix,fish,,Csequestration,SEQ,Cseq,,positive,yes,figure 1,,,,,,,,,,,,,,,,,,,,,TOC mean values mangrove vs deforested
753,yes,in,in,in,Pessarrodona,,Carbon assimilation and transfer through kelp forests in the NE Atlantic is diminished under a warmer ocean climate,,,2018,ref,,field,,ABS,,,,,,United Kingdom,Europe,temperate,North East Atlantic,macroalgae,Laminaria hyperborea,Csequestration,STORE,,AGB,,yes,figure 2,Mg C ha-1,calculated,,,,,,,,,6.2,8,3.7,3.7,,,,,6.2,13.69,see calculation sheet
110,,in,out,out,"Peteet, D; Nichols, J; Pederson, D; Kenna, T; Chang, C; Newton, B; Vincent, S","Peteet, D.; Nichols, J.; Pederson, D.; Kenna, T.; Chang, C.; Newton, B.; Vincent, S.","Climate and anthropogenic controls on blue carbon sequestration in Hudson River tidal marsh, Piermont, New York","Tidal marshes globally are experiencing erosion with sea level rise. In order to adaptively plan for essential marsh preservation, we recognize the importance of the investigation of marsh archives for the perspective they provide toward resilience. Our o",1,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,in,out,out,"Pham, TD; Yokoya, N; Nguyen, TTT; Le, NN; Ha, NT; Xia, JS; Takeuchi, W; Pham, TD","Pham, Tien Dat; Yokoya, Naoto; Nguyen, Thi Thu Trang; Le, Nga Nhu; Ha, Nam Thang; Xia, Junshi; Takeuchi, Wataru; Pham, Tien Duc",Improvement of Mangrove Soil Carbon Stocks Estimation in North Vietnam Using Sentinel-2 Data and Machine Learning Approach,Quantifying total carbon (TC) stocks in soil across various mangrove ecosystems is key to understanding the global carbon cycle to reduce greenhouse gas emissions. Estimating mangrove TC at a large scale remains challenging due to the difficulty and high ,1,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,in,out,out,"Pham, TD; Yoshino, K; Le, NN; Bui, DT","Tien Dat Pham; Yoshino, Kunihiko; Nga Nhu Le; Dieu Tien Bui",Estimating aboveground biomass of a mangrove plantation on the Northern coast of Vietnam using machine learning techniques with an integration of ALOS-2 PALSAR-2 and Sentinel-2A data,Aboveground biomass (AGB) of mangrove forest plays a crucial role in global carbon cycle by reducing greenhouse gas emissions and mitigating climate change impacts. Monitoring mangrove forests biomass accurately still remains challenging compared to other,25,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,,in,out,out,"Phang, VXH; Chou, LM; Friess, DA","Phang, Valerie X. H.; Chou, L. M.; Friess, Daniel A.","Ecosystem carbon stocks across a tropical intertidal habitat mosaic of mangrove forest, seagrass meadow, mudflat and sandbar","Intertidal habitats provide numerous ecosystem services, including the sequestration and storage of carbon, a topic of great recent interest owing to land-cover transitions and climate change. Mangrove forests and seagrass meadows form a continuum of inte",60,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,in,out,out,"Piano, M; Papadimitriou, S; Roche, R; Bowers, D; Kennedy, P; Kennedy, H","Piano, Marco; Papadimitriou, Stathys; Roche, Ronan; Bowers, David; Kennedy, Paul; Kennedy, Hilary",The atmospheric carbon sequestration potential of man-made tidal lagoons,"Understanding sequestration of carbon by coastal ecosystems is central to addressing the role they play in climate change mitigation. To quantify this process, accurate measurements of CO2 fluctuation, coupled with variations in residence time of coastal ",0,,WoS,,field,,ABS,,,,,,,,,,marsh,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,yes,in,out,out,Polymenakou,,"Benthic microbial abundance and activities in an intensively trawled ecosystem (Thermaikos Gulf, Aegean Sea)",,,2005,ref,,field,BA,COMP,trawling,,,,,,,,,fish,,Csequestration,,,,,,,t C,NA,,,,,,,,,,,,,,,,,,,mangrove vs mangroves converted to pastures 
355,,in,out,out,"Poppe, KL; Rybczyk, JM","Poppe, Katrina L.; Rybczyk, John M.",Carbon Sequestration in a Pacific Northwest Eelgrass (Zostera marina) Meadow,"Coastal wetlands are known to be efficient carbon sinks due to high rates of primary productivity, carbon burial by mineral sediments, and low rates of sediment organic matter decomposition. Of the three coastal wetland types: tidal marshes, tidal forests",4,,WoS,,field,,ABS,,,,,,,,,,seagrass,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,in,out,out,"Portela, MGT; de Espindola, GM; Valladares, GS; Amorim, JVA; Frota, JCO","Torres Portela, Mirya Grazielle; de Espindola, Giovana Mira; Valladares, Gustavo Souza; Alves Amorim, Joao Victor; Oliveira Frota, Jessica Cristina","Vegetation biomass and carbon stocks in the Parnaiba River Delta, NE Brazil","Coastal ecosystems are considered environments with great potential for carbon storage. Given the difficulties in quantifying biomass, allometric equations and remote sensing have become fundamental tools in the studies of quantification of vegetation bio",1,,WoS,,field,,ABS,,,,,,,,,,BC,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,in,out,out,"Portillo, JTD; Londe, V; Moreira, FWA","da Motta Portillo, Jose Thales; Londe, Vinicius; Araujo Moreira, Francisco Wagner","Aboveground biomass and carbon stock are related with soil humidity in a mangrove at the Piraqu(e)over-cap-Acu River, southeastern Brazil (vol 21, pg 139, 2017)","In Brazil, few studies have been conducted about the assimilation of carbon and biomass accumulation in mangroves despite its great role as a carbon sink. In this sense, this study aimed to estimate the aboveground biomass (AGB) and carbon stocked by mang",0,,WoS,,field,,ABS,,,,,,,,,,mangrove,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,in,out,out,"Postlethwaite, VR; McGowan, AE; Kohfeld, KE; Robinson, CLK; Pellatt, MG","Postlethwaite, Victoria R.; McGowan, Aimee E.; Kohfeld, Karen E.; Robinson, Cliff L. K.; Pellatt, Marlow G.",Low blue carbon storage in eelgrass (Zostera marina) meadows on the Pacific Coast of Canada,"Seagrass habitats provide important ecosystem services, including their ability to take up and store substantial amounts of organic carbon, known as 'blue carbon.' However, the paucity of geospatial and carbon storage information along the Pacific Coast o",10,,WoS,,field,,ABS,,,,,,,,,,seagrass,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,in,out,out,"Prentice, C; Hessing-Lewis, M; Sanders, R; Salomon, AK","Prentice, Carolyn; Hessing-Lewis, Margot; Sanders, Rhea; Salomon, Anne K.",Reduced water motion enhances organic carbon stocks in temperate eelgrass meadows,"Organic carbon (OC) storage in coastal vegetated ecosystems is increasingly being considered in carbon financing and climate change mitigation strategies. However, spatial heterogeneity in these blue carbon stocks among and within habitats has only recent",5,,WoS,,field,,ABS,,,,,,,,,,seagrass,,Csequestration,,,,,,,,,,,,,,,,,,,,,,,,,,,
