ID,OUTabstract,OUTtext,outMA,source,PDF,Publication Type,Authors,Authors Full Name,Title,Source Title,Conference Title,Abstract,"Times Cited, All Databases",year,DOI,UT (Unique WOS ID),studytype,design,datayear,protection type,MPAname,MPAage,age_category,MPAcreation,MPAprotection,FPAsize,MPAsize,size_category,enforcement,country,climate,continent,ocean,ecosystem,subgroup,socioeco,taxon,species,target,predator,fishery,governance,stakeholder,mechanism,outcome,indicator,data origin,direction,quantitative,unit,MPAvalue,AfterMPA_samplesize,MPAnInd,errortype,MPAerror,MPAvariance,controlvalue,AfterControl_samplesize,controlnInd,controlerror,controlvar,ei,comment
117,in,out,out,WoS,yes,J,"Miller, Karen J.; Ayre, David J.","Miller, Karen J.; Ayre, David J.",Protection of Genetic Diversity and Maintenance of Connectivity among Reef Corals within Marine Protected Areas,.,.,"High-latitude coral reefs (HLRs) are potentially vulnerable marine ecosystems facing well-documented threats to tropical reefs and exposure to suboptimal temperatures and insolation. In addition, because of their geographic isolation, HLRs may have poor or erratic larval connections to tropical reefs and a reduced genetic diversity and capacity to respond to environmental change. On Oceania's east coast, a system of marine protected areas (MPA's) has been established with the aim of conserving HLRs in part by providing sources of colonizing larvae. To examine the effectiveness of existing MPAs as networks for dispersal, we compared genetic diversity within and among the HLRs in MPAs and between these HLRs and tropical reefs on the southern Great Barrier Reef (GBR). The 2 coral species best represented on Oceanian HLRs (the brooding Pocillopora damicornis and the broadcast-spawning Goniastrea australensis) exhibited sharply contrasting patterns of diversity and connectedness. For P. damicornis, the 8-locus genetic and genotypic diversity declined dramatically with increasing latitude (N-a = 3.6-1.2, H-e = 0.3-0-03, N-g:N = 0.87-0.06), although population structure was consistent with recruitment derived largely from sexual reproduction (Go:G, = 1.28-0-55). Genetic differentiation was high among the HLRs (F-ST [SD] = 0.32 [0.08], p < 0.05) and between the GBR and the HLRs (F-ST = 0.24 [0.06], p < 0.05), which indicates these temperate populations are effectively closed. In contrast for G. australensis, 9-locus genetic diversity was more consistent across reefs (N-a = 4.2-3.9, H-e = 0.3-0.26, N-g:N = 1-0.61), and there was no differentiation among regions (F-ST = 0.00 [0,004], p > 0.05), which implies the HLRs and the southern GBR are strongly interconnected. Our results demonstrate that although the current MPAs appear to capture most of the genetic diversity present within the HLR systems for these 2 species, their sharply contrasting patterns of connectivity indicate some taxa, such as P. damicornis, will be more vulnerable than others, and this disparity will provide challenges for future management.",43,2008,10.1111/j.1523-1739.2008.00985.x,WOS:000260252000020,field,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,no MPA
118,out,out,out,WoS,no,J,"DeBoer, Timery S.; Subia, Matthew D.; Ambariyanto; Erdmann, Mark V.; Kovitvongsa, Katie; Barber, Paul H.","DeBoer, Timery S.; Subia, Matthew D.; Ambariyanto; Erdmann, Mark V.; Kovitvongsa, Katie; Barber, Paul H.",Phylogeography and Limited Genetic Connectivity in the Endangered Boring Giant Clam across the Coral Triangle,.,.,"The Coral Triangle is the global center of marine biodiversity; however, its coral reefs arc, critically threatened. Because of The bipartite life history of many marine species with sedentary adults and dispersive pelagic larvae, designing effective marine protected areas requires an understanding of patterns of larval dispersal and connectivity among geographically discrete populations. We used mtDNA sequence data to examine patterns of genetic connectivity in the boring giant clam (Tridacna crocea) in an effort to guide conservation efforts within the Coral Triangle. We collected an approximately 485 base pair fragment of mtDNA cytochrome c oxidase 1 (CO1) from 414 individuals at 26 sites across Indonesia. Genetic structure was strong between regions (phi(ST) = 0.549, p < 0.00001) with 3 strongly supported clades: one restricted to western Sumatra, another distributed across central Indonesia, and a third limited to eastern Indonesia and Papua. Even within the single largest clade, small but significant genetic structure was documented (phi(ST) = 0.069, p < 0.00001), which indicates limited gene flow within and among phylogeographic regions. Significant patterns of isolation by distance indicated an average dispersal distance of only 25-50 km, which is far below dispersal predictions of 406-708 km derived from estimates of passive dispersal over 10 days via surface currents. The strong regional genetic structure we found indicates potent limits to genetic and demographic connectivity for this species throughout the Coral Triangle and provides a regional context for conservation planning. The recovery of 3 distinct evolutionarily significant units within a well-studied taxonomic group suggests that biodiversity in this region may be significantly underestimated and that Tridacna taxa may be more endangered than currently recognized.",77,2008,10.1111/j.1523-1739.2008.00983.x,WOS:000260252000021,field,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,not genetic diversity
119,out,out,out,WoS,no,J,"Kochzius, Marc; Nuryanto, Agus","Kochzius, Marc; Nuryanto, Agus","Strong genetic population structure in the boring giant clam, Tridacna crocea, across the Indo-Malay Archipelago: implications related to evolutionary processes and connectivity",.,.,"Even though the Indo-Malay Archipelago hosts the world's greatest diversity of marine species, studies on the genetic population structure and gene flow of marine organisms within this area are rather rare. Consequently, not much is known about connectivity of marine populations in the Indo-Malay Archipelago, despite the fact that such information is important to understand evolutionary and ecological processes in the centre of marine biodiversity. This study aims to investigate the genetic population structure of the boring giant clam, Tridacna crocea. The analysis is based on a 456-bp fragment of the cytochrome oxidase I gene from 300 individuals collected from 15 localities across the Indo-Malay Archipelago. Tridacna crocea shows a very strong genetic population structure and isolation by distance, indicating restricted gene flow between almost all sample sites. The observed (Phi(ST)-value of 0.28 is very high compared to other studies on giant clams. According to the pronounced genetic differences, the sample sites can be divided into four groups from West to East: (i) Eastern Indian Ocean, (ii) Java Sea, (iii) South China Sea, Indonesian throughflow, as well as seas in the East of Sulawesi, and (iv) Western Pacific. This complex genetic population structure and pattern of connectivity, characterised by restricted gene flow between some sites and panmixing between others can be attributed to the geological history and prevailing current regimes in the Indo-Malay Archipelago.",78,2008,10.1111/j.1365-294X.2008.03803.x,WOS:000259448800003,field,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,about connectivity
120,out,out,out,WoS,no,J,"Puebla, Oscar; Sevigny, Jean-Marie; Sainte-Marie, Bernard; Brethes, Jean-Claude; Burmeister, AnnDorte; Dawe, Earl G.; Moriyasu, Mikio","Puebla, Oscar; Sevigny, Jean-Marie; Sainte-Marie, Bernard; Brethes, Jean-Claude; Burmeister, AnnDorte; Dawe, Earl G.; Moriyasu, Mikio",Population genetic structure of the snow crab (Chionoecetes opilio) at the Northwest Atlantic scale,.,.,"Marine species with planktonic larval durations of several months (teleplanic larvae) can potentially maintain demographic connectivity across large geographical distances. This perspective has important fundamental and applied implications, notably for the understanding of evolutionary and ecological processes in the marine realm, the implementation of marine protected areas, and fisheries management. Here we present, at the scale of the Northwest Atlantic, a spatial analysis of snow crab (Chionoecetes opilio, Majoidea) population genetic structure, a species that has a planktonic larval phase of 3 to 5 months. Eight microsatellite markers analysed on 847 C. opilio samples from 13 locations revealed an absence of significant genetic structure along the west coast of Greenland and within Atlantic Canada from southern Labrador to Nova Scotia. These results are consistent with a scenario of extensive demographic connectivity among C. opilio populations and have implications for the management of this species, which supports one of the most important Canadian and Greenlandic fisheries in terms of economic value. A genetic break is nevertheless identified between Greenland and Atlantic Canada, showing that genetic structure can develop within seas (the Labrador Sea in this case) despite the occurrence of very long planktonic larval stages.",19,2008,10.1139/F07-163,WOS:000253775000009,field,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,about connectivity
121,out,out,out,WoS,no,J,"Assis, J.; Fragkopoulou, E.; Serrao, E. A.; Horta e Costa, B.; Gandra, M.; Abecasis, D.","Assis, J.; Fragkopoulou, E.; Serrao, E. A.; Horta e Costa, B.; Gandra, M.; Abecasis, D.",Weak biodiversity connectivity in the European network of no-take marine protected areas,.,.,"The need for international cooperation in marine resource management and conservation has been reflected in the increasing number of agreements aiming for effective and well-connected networks of Marine Protected Areas (MPAs). However, the extent to which individual MPAs are connected remains mostly unknown. Here, we use a biophysical model tuned with empirical data on species dispersal ecology to predict connectivity of a vast spectrum of biodiversity in the European network of marine reserves (i.e., no-take MPAs). Our results highlight the correlation between empirical propagule duration data and connectivity potential and show weak network connectivity and strong isolation for major ecological groups, resulting from the lack of direct connectivity corridors between reserves over vast regions. The particularly high isolation predicted for ecosystemstructuring species (e.g., corals, sponges, macroalgae and seagrass) might potentially undermine biodiversity conservation efforts if local retention is insufficient and unmanaged populations are at risk. Isolation might also be problematic for populations' persistence in the light of climate change and expected species range shifts. Our findings provide novel insights for management directives, highlighting the location of regions requiring additional marine reserves to function as stepping-stone connectivity corridors. (C) 2021 Elsevier B.V. All rights reserved.",0,2021,10.1016/j.scitotenv.2021.145664,WOS:000635207100128,model,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,about connectivity
122,out,out,out,WoS,no,J,"Puebla, Oscar; Sevigny, Jean-Marie; Sainte-Marie, Bernard; Brethes, Jean-Claude; Burmeister, AnnDorte; Dawe, Earl G.; Moriyasu, Mikio","Puebla, Oscar; Sevigny, Jean-Marie; Sainte-Marie, Bernard; Brethes, Jean-Claude; Burmeister, AnnDorte; Dawe, Earl G.; Moriyasu, Mikio",Population genetic structure of the snow crab (Chionoecetes opilio) at the Northwest Atlantic scale,.,.,"Marine species with planktonic larval durations of several months (teleplanic larvae) can potentially maintain demographic connectivity across large geographical distances. This perspective has important fundamental and applied implications, notably for the understanding of evolutionary and ecological processes in the marine realm, the implementation of marine protected areas, and fisheries management. Here we present, at the scale of the Northwest Atlantic, a spatial analysis of snow crab (Chionoecetes opilio, Majoidea) population genetic structure, a species that has a planktonic larval phase of 3 to 5 months. Eight microsatellite markers analysed on 847 C. opilio samples from 13 locations revealed an absence of significant genetic structure along the west coast of Greenland and within Atlantic Canada from southern Labrador to Nova Scotia. These results are consistent with a scenario of extensive demographic connectivity among C. opilio populations and have implications for the management of this species, which supports one of the most important Canadian and Greenlandic fisheries in terms of economic value. A genetic break is nevertheless identified between Greenland and Atlantic Canada, showing that genetic structure can develop within seas (the Labrador Sea in this case) despite the occurrence of very long planktonic larval stages.",19,2008,10.1139/F07-163,WOS:000253775000009,field,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,about connectivity
123,in,out,out,WoS,yes,J,"Zvuloni, A.; Mokady, O.; Al-Zibdah, M.; Bernardi, G.; Gaines, S. D.; Abelson, A.","Zvuloni, A.; Mokady, O.; Al-Zibdah, M.; Bernardi, G.; Gaines, S. D.; Abelson, A.",Local scale genetic structure in coral populations: A signature of selection,.,.,"Coastal marine reserves in general, and coral reef reserves in particular, are typically composed of scattered patches separated by uninhabited areas. Due to the sessile mode of life of adult corals, larval connectivity is often the only agent of gene flow between reef localities. In this study we examined the connectivity between populations of the common scleratinian coral Stylophora pistillata at the northern tip of the Gulf of Aqaba (Red Sea), using the rDNA ITS (internal transcribed spacer) as a molecular marker. Sequence comparisons among recruits indicated very similar, equally-diverse, assemblages of recruits in both the northern (highly affected by anthropogenic disturbances) and southern (less affected) study sites, implying a high larval connectivity or common sources of larval supply. By contrast, sequence diversity observed among adults declined sharply from southern to northern sites, accompanied by genetic differentiation of the respective populations. Based on Fu's Fs-test of selective neutrality, it may be suggested that various post-settlement selective regimes, presumably more intense in the northern sites, provide a reasonable explanation for the observed patterns of genetic diversity. The suggested hypothesis is supported by the sharper decline in sequence diversity found between recruits and adults in the northern sites. This study exemplifies the necessity to consider local selective factors, in addition to larval connectivity, when managing marine reserves. (C) 2007 Elsevier Ltd. All rights reserved.",19,2008,10.1016/j.marpolbul.2007.11.002,WOS:000255237000016,field,CI,NA,gravity,NA,NA,,NA,NA,NA,NA,,NA,mix,subtropical,mix,Red sea,coral reef,.,.,invertebrate, Stylophora pistillata,unfished,no,.,.,.,.,.,NA,.,ambiguous,NA,NA,.,.,.,.,.,.,.,.,.,.,.,.,unusual genetic diversity indicators; differences between juveniles and adults; antropic pressure
124,in,out,out,WoS,yes,J,"Perez-Ruzafa, A.; Marcos, C.; Garcia-Charton, J. A.; Salas, F.","Perez-Ruzafa, A.; Marcos, C.; Garcia-Charton, J. A.; Salas, F.",European marine protected areas (MPAs) as tools for fisheries management and conservation,.,.,.,12,2008,10.1016/j.jnc.2008.09.008,WOS:000262208400001,review,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,only mention of protection of genetic diversity 
125,in,out,out,WoS,yes,J,"Garcia-Charton, J. A.; Perez-Ruzafa, A.; Marcos, C.; Claudet, J.; Badalamenti, F.; Benedetti-Cecchi, L.; Falcon, J. M.; Milazzo, M.; Schembri, P. J.; Stobart, B.; Vandeperre, F.; Brito, A.; Chemello, R.; Dimech, M.; Domenici, P.; Guala, I.; Le Direach, L.; Maggi, E.; Planes, S.","Garcia-Charton, J. A.; Perez-Ruzafa, A.; Marcos, C.; Claudet, J.; Badalamenti, F.; Benedetti-Cecchi, L.; Falcon, J. M.; Milazzo, M.; Schembri, P. J.; Stobart, B.; Vandeperre, F.; Brito, A.; Chemello, R.; Dimech, M.; Domenici, P.; Guala, I.; Le Direach, L.; Maggi, E.; Planes, S.","Effectiveness of European Atlanto-Mediterranean MPAs: Do they accomplish the expected effects on populations, communities and ecosystems?",.,.,"The success of MPAs in conserving fishing resources and protecting marine biodiversity relies strongly on how well they meet their planned (or implicit) management goals. From a review of empirical studies aiming at assessing the ecological effects of Mediterranean and Macaronesian MPAs, we conclude that establishing an MPA is successful for (i) increasing the abundance/biomass, (ii) increasing the proportion of larger/older individuals, and (iii) enhancing the fecundity of commercially harvested populations; also, MPAs demonstrated to be effective for (iv) augmenting local fishery yields through biomass exportation from the protected area, and (v) inducing shifts in fish assemblage structure by increasing the dominance of large predator species. However, the attraction for tourism and diving due to ecological benefits of protection can cause damages likely to reverse some of the MPA effects. Other expected effects are more subject to uncertainty, and hence need more research, such as (vi) causing density-dependent changes in life history traits and (vii) protecting the recruitment of commercially important species, (viii) protecting marine biodiversity (including genetic diversity), (ix) causing ecosystem-wide effects such as trophic cascades, and (x) increasing community and ecosystem stability, thus promoting resilience and faster recovery from disturbance. Meta-anatysis of data arising from these case studies are used to establish the overall effect of MPAs, and its relationship to MPA features, such as size of no-take area or time since protection. Based on the review and the meta-analyses, specific recommendations are provided for MPA management, regarding the establishment of goals and objectives, site selection, MPA design and zoning, planning, and monitoring. Finally, a series of recommendations for MPA research are offered to drive future research in MPA issues in the Mediterranean and Macaronesia. (c) 2008 Elsevier GmbH. All rights reserved.",112,2008,10.1016/j.jnc.2008.09.007,WOS:000262208400002,review,mix,2008,MPA,mix,mix,,mix,mix,mix,mix,,NA,mix,mix,mix,mix,mix,.,.,mix,mix,mix,mix,.,.,.,.,.,overall outcome of reviewed articles,.,positive,no,NA,.,.,.,.,.,.,.,.,.,.,.,.,.
126,in,out,out,WoS,yes,J,"Ridgway, Tyrone; Riginos, Cynthia; Davis, Jasmine; Hoegh-Guldberg, Ove","Ridgway, Tyrone; Riginos, Cynthia; Davis, Jasmine; Hoegh-Guldberg, Ove",Genetic connectivity patterns of Pocillopora verrucosa in southern African Marine Protected Areas,.,.,"A coherent management plan for coral reef communities should take into account the patterns of connections among distant reefs in order to prioritise conservation efforts to those areas that are important larval sources. At present, the inclusion of such connectivity assessments into Marine Protected Area (MPA) planning is hindered by the lack of knowledge of the exact patterns of connectivity among reefs. To evaluate such patterns, microsatellite loci were used to assess the population genetic structure of the coral Pocillopora verrucosa in currently established MPAs in South Africa and southern Mozambique. All local collections were sexually reproducing (mean genotypic diversity ratio N-g:N = 0.88) and differed significantly from Hardy-Weinberg equilibrium due to heterozygote deficits, and genetic diversity decreased with increasing latitude. Bayesian analyses (using STRUCTURE) and F-ST analysis (F-ST = 0.054) identified southern Mozambique as a separate cluster from South Africa, suggesting weak connectivity between southern Mozambique and South African reef communities over ecological time scales. However, southern Mozambican reefs may contribute recruits to the South African reefs over many generations via a stepping-stone approach, highlighting that the conservation of reefs operates on scales that are often beyond geographical/political boundaries.",40,2008,10.3354/meps07245,WOS:000253609500016,field,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,no control
127,out,out,out,WoS,no,J,"Tracey, Sean R.; Smolenski, Adam; Lyle, Jeremy M.","Tracey, Sean R.; Smolenski, Adam; Lyle, Jeremy M.",Genetic structuring of Latris lineata at localized and transoceanic scales,.,.,"Striped trumpeter (Latris lineata) is a demersal teleost distributed around the temperate clines of all the major oceans in the southern hemisphere. Within Tasmanian waters the species is managed as a single stock, although no studies have been performed to confirm genetic panmixia. A protracted pelagic larval phase and a recent transoceanic tag recapture of an adult fish suggest significant potential for genetic mixing between widely separated populations. Phylogenetic analysis of mitochondrial DNA control region sequences suggested no genetic mixing between Tasmania, New Zealand and St Paul/Amsterdam Islands, evidence for the first time that there is population structure at a transoceanic scale for this species. In addition, an analysis of molecular variance coupled with phylogenetic analyses suggested no significant structuring of striped trumpeter from three locations around Tasmania. The information provided in this study is useful for the design of modern fisheries management techniques such as spatially implemented marine reserves. In addition, species-by-species knowledge about population structures of marine species facilitates ecologically useful generalizations concerning their population dynamics and key issues on the broader ecology of the oceans.",8,2007,10.1007/s00227-007-0666-4,WOS:000247471700012,field,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,about connectivity
128,in,out,out,WoS,yes,J,"Froukh, Tawfiq; Kochzius, Marc","Froukh, Tawfiq; Kochzius, Marc",Genetic population structure of the endemic fourline wrasse (Larabicus quadrilineatus) suggests limited larval dispersal distances in the Red Sea,.,.,"The connectivity among marine populations is determined by the dispersal capabilities of adults as well as their eggs and larvae. Dispersal distances and directions have a profound effect on gene flow and genetic differentiation within species. Genetic homogeneity over large areas is a common feature of coral reef fishes and can reflect high dispersal capability resulting in high levels of gene flow. If fish larvae return to their parental reef, gene flow would be restricted and genetic differentiation could occur. Larabicus quadrilineatus (Labridae) is considered as an endemic fish species of the Red Sea and Gulf of Aden. The juveniles of this species are cleaner fish that feed on ectoparasites of other fishes. Here, we investigated the genetic population structure and gene flow in L. quadrilineatus among five locations in the Red Sea to infer connectivity among them. To estimate genetic diversity, we analysed 369 bp of 237 mitochondrial DNA control region sequences. Haplotype and nucleotide diversities were higher in the southern than in the northern Red Sea. Analysis of molecular variance (AMOVA) detected the highest significant genetic variation between northern and central/southern populations (Phi(CT) = 0.01; P < 0.001). Migration analysis revealed a several fold higher northward than southward migration, which could be explained by oceanographic conditions and spawning season. Even though the Phi(ST) value of 0.01 is rather low and implies a long larval dispersal distance, estimates based on the isolation-by-distance model show a very low mean larval dispersal distance (0.44-5.1 km) compared to other studies. In order to enable a sustainable ornamental fishery on the four-line wrasse, the results of this study suggest that populations in the northern and southern Red Sea should be managed separately as two different stocks. The rather low larval dispersal distance of about 5 km needs to be considered in the design of marine protected areas to enable connectivity and self-seeding.",38,2007,10.1111/j.1365-294X.2007.03236.x,WOS:000245162700004,field,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,unclear MPAs and controls
129,in,out,out,WoS,yes,J,"Matthee, Conrad A.; Cockcroft, Andrew C.; Gopal, Keshni; von der Heyden, Sophie","Matthee, Conrad A.; Cockcroft, Andrew C.; Gopal, Keshni; von der Heyden, Sophie","Mitochondrial DNA variation of the west-coast rock lobster, Jasus lalandii: marked genetic diversity differences among sampling sites",.,.,"Jasus lalandii (Milne-Edwards 1837), thewest-coast rock lobster, occurs in the shallow, cool-temperate waters along the south and west coasts of southern Africa. This species has a long history of intensive exploitation, which has had a significant impact on population numbers in the past. To enhance our current understanding of lobster population structuring, genetic data from the mitochondrial (mt) DNA 16S rRNA gene was generated for 235 adult individuals collected at eight sampling sites. Most individuals (59.6%) share a common haplotype and 35 unique haplotypes were dispersed throughout the range. In total, 97.2% of the variation was found among individuals within sampling sites and 2.8% was among sites. Pairwise Phi(ST) analyses revealed shallow, yet significant structure between Hout Bay individuals and some other sampling sites. The J. lalandii haplotype network indicates a starlike structure with no geographic signal; however, genetic diversity sharply decreases towards the edges of the species distribution. The general lack of phylogeographic structure among J. lalandii populations probably results from the absence of strong barriers to larval dispersal. Based on our mtDNA data there is no justification for the recognition of separate fishing stocks, but the high genetic diversities of populations at Hout Bay and Cape Hangklip, the latter currently outside of marine protected areas, makes these populations critical to conservation efforts.",25,2007,10.1071/MF07138,WOS:000251580100006,field,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,unclear MPAs and controls
130,out,out,out,WoS,no,J,"Wood, Ann R.; Gardner, Jonathan P. A.","Wood, Ann R.; Gardner, Jonathan P. A.","Small spatial scale population genetic structure in two limpet species endemic to the Kermadec Islands, New Zealand",.,.,"Persistence of marine species in isolated habitats requires either continuing recruitment from distant sources or self-recruitment from the local population. Species endemic to small isolated oceanic islands such as the SW Pacific Kermadec Islands (New Zealand) are reliant on self-recruitment for continued existence. Population genetic studies in such isolated habitats can provide data on the extent to which dispersal limits the occurrence of organisms and determines their genetic structure. We used randomly amplified polymorphic DNA markers (RAPDs) to examine genetic structuring and connectivity among populations of 2 intertidal limpets endemic to the Kermadec Islands. Significant genetic differentiation and limited connectivity were observed among populations of these limpets separated by less than 1 km, suggesting that a large proportion of successfully recruiting larvae do not disperse far from their population of origin. Patterns of connectivity may be explained partly by the geographic distance among populations, but the data suggest that other barriers to gene flow, most likely associated with local hydrographic features, contribute to the observed patterns of small-scale population genetic structuring.",24,2007,10.3354/meps07110,WOS:000251565400015,field,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,about connectivity
131,out,out,out,WoS,no,J,"Pringle, James M.; Wares, John P.","Pringle, James M.; Wares, John P.",Going against the flow: maintenance of alongshore variation in allele frequency in a coastal ocean,.,.,"Understanding the processes that develop and maintain diversity in coastal communities is an important challenge, particularly given the conservation and management needs of these ecosystems. Such diversity patterns include not only species distributions and interactions, but also variation in genetic diversity. Alongshore variations in allele frequency along coastal oceans are controlled by interactions between physical and biological forces. Here we model these interactions in terms of Lagrangian descriptors of nearshore physical oceanography, the life history dynamics of an individual species and habitat quality. This model allows us to define population boundaries within the species range as a function of ocean circulation, spatial habitat variability and larval characteristics. From this, we can find quantitative criteria for the persistence of regions of alongshore genetic variation. Our results show quantitatively that the existence of phylogeographic patterns in species with high dispersal capacity along uniform coasts with typical mean currents is surprising, and requires either strong selection gradients, alongshore variation in ocean currents and/or habitat quality, or a mixture of both. Our model suggests that marine reserves and the harvesting of marine recources can dramatically modify spatial gradients in genetic diversity.",67,2007,10.3354/meps335069,WOS:000246486800006,model,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,about connectivity
132,in,out,out,WoS,yes,J,"Casu, Marco; Casu, Daniela; Lai, Tiziana; Cossu, Piero; Curini-Galletti, Marco","Casu, Marco; Casu, Daniela; Lai, Tiziana; Cossu, Piero; Curini-Galletti, Marco",Inter-simple sequence repeat markers reveal strong genetic differentiation among populations of the endangered mollusc Patella ferruginea (Gastropoda : Patellidae) from two Sardinian marine protected areas,.,.,"The giant Mediterranean limpet Patella ferruginea Gmelin, 1791 is an endangered marine gastropod, whose range has progressively shrinked to few, restricted areas, due to intense human exploitation. We have studied the genetic structure of the species, in order to (1) gather information about the levels of genetic variability within and between natural populations of P. ferruginea collected in two Sardinian marine protected areas (MPAs) (Penisola del Sinis-Isola di Mal di Ventre and Isola dell' Asinara), and (2) make an attempt to find relationships between ecological and biological attributes of the species and the genetic differentiation of the populations studied. The genetic study was carried out by means of the analysis of ten inter-simple sequence repeat (ISSR) primers on a total of 40 individuals collected at four localities. Genetic analysis evidenced (1) medium to high levels of within-population genetic variability, (2) a pattern of genetic structuring that varied with spatial scales, and (3) a strong genetic differentiation between the two MPAs. Although preliminary, these results suggest that gene flow may be present only at very small geographic scale, raising concerns on the future of the conservation of the species.",31,2006,10.1007/s00227-006-0255-y,WOS:000239322200016,field,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,no control
133,in,in,in,WoS,yes,J,"Perez-Ruzafa, A; Gonzalez-Wanguemert, M; Lenfant, P; Marcos, C; Garcia-Charton, JA","Perez-Ruzafa, A; Gonzalez-Wanguemert, M; Lenfant, P; Marcos, C; Garcia-Charton, JA",Effects of fishing protection on the genetic structure of fish populations,.,.,"Marine reserves have been identified as an important tool in the management of fishery resources and their number is increasing rapidly, most of them being on islands. However, knowledge on the real effect of protection from fishing on the genetic structure of populations, the spatial scales involved, or the suitability of islands as reserves in terms of connectivity, is scarce. This paper analyses the effects of fishery protection on the genetic structure of populations of Diplodus sargus, a target species, in protected and non-protected areas of the western Mediterranean. Populations studied showed high genetic variability at spatial scales from 10(1) to 10(3) km. Protected areas have significantly higher allelic richness. The lower levels of heterozygosis and higher heterozygote deficit showed by islands compared with coastal areas makes clear the importance of considering the connectivity processes when designing a MPA. (c) 2005 Elsevier Ltd. All rights reserved.",76,2006,10.1016/j.biocon.2005.10.040,WOS:000236655500009,field,CI,1999-2000,MPA,mix,5 to 26,mix,1974-1995,mix,mix,mix,medium,NA,mix,temperate,Europe,Mediterranean sea,rocky reef,.,.,fish, Diplodus sargus,fished,mix,.,.,.,.,.,allelic richness,table 1,positive,yes,number,56.67,3,.,standard error,1.76,0,38.25,8,.,5.05,204.02,0.39310141,"also indicators such as evenness; heterozygote deficit. About other directions, most of these results are probably influenced by geographic variability, and the Protection factor was only significant for allelic richness"
