ID,OUTabstract,OUTtext,outMA,comment/justification out,source,PDF,Publication Type,Authors,Authors Full Name,Title,Source Title,Conference Title,Abstract,"Times Cited, All Databases",year,DOI,UT (Unique WOS ID),studytype,design,datayear,protection type,MPAname,MPAage,Age,MPAcreation,MPAprotection,MPAscore,FPAsize,MPAsize,Size,enforcement,country,climate,continent,ocean,ecosystem,subgroup,socioeco,taxon,species,target,predator,fishery,governance,stakeholder,mechanism,outcome,subindicator,indicator,data origin,direction,quantitative,unit,error type,BeforeMPA_value,BeforeMPA_samplesize,BeforeMPA_errorRaw,BeforeMPA_SD,BeforeControl_value,BeforeControl_samplesize,BeforeControl_errorRaw,BeforeControl_SD, AfterMPA_value,AfterMPA_samplesize,AfterMPA_errorRaw,AfterMPA_SD,AfterControl_value,AfterControl_samplesize,AfterControl_errorRaw,AfterControl_SD,ei,vei,general comment
126,out,out,out,not relevant,WoS,,J,"Rodriguez-Cabello, C.; Sanchez, F.; Ortiz de Zarate, V.; Barreiro, S.","Rodriguez-Cabello, C.; Sanchez, F.; Ortiz de Zarate, V.; Barreiro, S.",Does Le Danois Bank (El Cachucho) influence albacore catches in the Cantabrian Sea?,CONTINENTAL SHELF RESEARCH,,"This study explores the relationship between a seamount located in the Cantabrian Sea known as Le Danois Bank (El Cachucho fishing ground), the first offshore Marine Protected Area (MPA) in Spain, and the Spanish albacore (Thunnus alalunga) surface fishery that operates during the summer and autumn months. The geographical distribution of catch per unit effort (CPUEs), expressed by number, showed that August and September were the months with the highest catches in the El Cachucho area, however, annual variability existed. Nominal CPUE series obtained from both logbook data and fishing interviews revealed that higher CPUEs were achieved inside the MPA during some fishing seasons, but there was no consistency in the data, since spatial and temporal variability were shown. The spatial distribution of monthly CPUE data was characterized by means of geostatistical analysis. Albacore schools tended to aggregate in mesoscale patches of similar dimensions but the location of these aggregations was non-stationary both in space and time. This supports the hypothesis that albacore are not randomly spatially distributed, but that they concentrated in certain areas where they find suitable conditions of food availability. (C) 2009 Elsevier Ltd. All rights reserved.",8,2009,10.1016/j.csr.2008.12.018,WOS:000266057100025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,in,out,out,no MPAs,WoS,yes,J,"Pande, Anjali; Gardner, Jonathan P. A.","Pande, Anjali; Gardner, Jonathan P. A.","A baseline biological survey of the proposed Taputeranga Marine Reserve (Wellington, New Zealand): spatial and temporal variability along a natural environmental gradient",AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,,"1. Four macroalgal. four macroinvertebrate and eight fish species were surveyed at eight sites (three inside, five outside the proposed reserve) over three years before the establishment of the Taputeranga Marine Reserve (MR) on Cook Strait (Wellington, New Zealand). This baseline data set was used to estimate temporal and spatial variability in size and abundance of these taxa, and Will be used to quantify taxon-specific changes in size and abundance once the MR is established.2. Statistically significant differences in size and/or abundance were observed for many taxa among the sites. These differences are consistent with the existence of a natural environmental gradient from the west (entrance to Cook Strait) to the east (Wellington Harbour). This gradient highlights the importance of conductin a pre-reserve baseline survey at multiple sites and over multiple years to better Understand the conservation or fisheries benefits that MRs are expected to deliver.3. Two macroalgal. one macroinvertebrate, and six fish species showed statistically significant seasonal variation in abundance. Subsequent multi-taxa monitoring needs to include a seasonal component to Capture this natural variability.4. This multi-site and multi-year data set represents one of the most comprehensive and robust baseline data sets available anywhere in the world. It will be used to quantify the ecological changes associated with a newly established full no-take marine reserve. Ongoing monitoring Will enhance understanding Of the sizes and abundances of key taxa. allow a detailed determination of the conservation effects of reserve establishment. and inform management decisions for Wellington's South coast. Copyright (C) 2008 John Wiley & Sons, Ltd.",16,2009,10.1002/aqc.984,WOS:000263889300010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,in,out,out,control is a PPA,WoS,yes,J,"Grorud-Colvert, Kirsten; Sponaugle, Su","Grorud-Colvert, Kirsten; Sponaugle, Su","Larval supply and juvenile recruitment of coral reef fishes to marine reserves and non-reserves of the upper Florida Keys, USA",MARINE BIOLOGY,,"For marine organisms, decoupling between the planktonic larval stage and the benthic-associated juvenile stage can lead to variable patterns of population replenishment, which have the potential to influence the effectiveness of marine reserves. We measured spatial and temporal variability in larval supply and recruitment of fishes to coral reefs of different protection levels and tested whether protection level influenced the relationship between supply and recruitment. We sampled pre-settlement larvae and newly settled recruits from four reefs (two reserves and two non-reserves) in the Florida Keys National Marine Sanctuary, USA. Replicate point measures of larval supply over 14 months and 17 monthly measurements of recruitment varied significantly among months and sites. Sites with the same protection level had significantly different patterns of larval supply as well as larval and recruit diversity, but recruitment magnitude differed only by protection level, where densities were greater at reserves. Differences in larval supply among sites included two particularly large peaks in larval abundance at one site, possibly associated with the observed passage of small-scale oceanographic features. To examine whether relationships between larval supply and recruitment varied by protection level, we selected one species that was present in both the light trap samples and the monthly recruitment surveys. Recruitment of the bicolor damselfish Stegastes partitus was significantly and positively related to larval supply at three of the four sites thus, protection level did not influence this linkage. Since local variability among sites can lead to spatial differences in population replenishment, characterization of larval supply and recruitment to potential marine reserve sites may help to identify optimal locations in a region and contribute to more effective reserve design.",27,2009,10.1007/s00227-008-1082-0,WOS:000262578800006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,out,out,out,model,WoS,,C,"Jerry, C.; Rassi, N.","Jerry, C.; Rassi, N.",IMPACT AND EFFECTIVENESS OF MARINE PROTECTED AREA ON ECONOMIC SUSTAINABILITY,BIOMAT 2008,International Symposium on Mathematical and Computational BiologyInternational Symposium on Mathematical and Computational Biology,"Among the many factors that contribute to overexploitation of marine fisheries, the role played by uncertainty is important. This uncertainty includes both the scientific uncertainties related to the resource dynamics and the evolution of its price. Recently, many works advocate for the use of Marine Protected Areas (MPAs) as a central element of future stock management. In this work we investigate and analyse the impacts of the creation of MPAs, in economic sustainability through a bioeconomical model integrating the evolution of the resource price. Equilibria and stability of the model are studied. Also, instead of studying the environmental and economic interactions in terms of optimal control, we focus on the viability of the system. This viability is defined by a set of economic state constraints. This constraints combine a guaranteed consumption and a minimum income for fishermen. Using the mathematical concept of viability kernel, we exhibit how marines reserves might guarantee a perennial system and viable fisheries.",2,2009,10.1142/9789814271820_0011,WOS:000273131300011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,out,out,out,spatial variability,WoS,,J,"Ceccherelli, G.; Pinna, S.; Sechi, N.","Ceccherelli, G.; Pinna, S.; Sechi, N.",Evaluating the effects of protection on Paracentrotus lividus distribution in two contrasting habitats,ESTUARINE COASTAL AND SHELF SCIENCE,,"The sea urchin Paracentrotus lividus is common in the Mediterranean in shallow subtidal rocky habitats and in Posidonia oceanica beds. The aim of this study is to investigate whether protection has the same effect on the population structure of P lividus occurring in rocky reef habitats and in R oceanica beds. These results are important to generate hypotheses about the influence of human harvesting, predatory pressure and migration processes on R lividus in the two habitats.Paracentrotus lividus was sampled at seven locations within the Gulf of Alghero (North West Sardinia) where the Capo Caccia-Isola Piana MPA (Marine Protected Area) is sited: 1 location was sited in Zone A, where no harvesting of P. lividus is allowed (NH), 3 locations were sited in Zone B, where harvesting is restricted (RH), and the other 3 were located outside the MPA where no restrictions apply to sea urchin harvesting (UH). For each combination of habitat x location, R lividus density was assessed in 10 replicates using quadrats of 1 x 1 m and the size of 20 individuals (test diameter without spines) was measured. Finally, the specimens were grouped into size-classes to examine frequency distributions at each location. Sampling was performed at the end of the sea urchin harvesting period (April-May 2006). Analyses of data have highlighted significant variability among locations for both response variables. In both habitats, no differences were found in Paracentrotus lividus abundance among levels of protection (NH vs. RH vs. UH), while a significantly higher size was found in NH rather than in RH and UH locations. Differential direct and indirect effects of protection on P. lividus size is discussed. Also, P lividus size seemed dependent on the habitat being quite larger in Posidonia oceanica than in the rocky reefs. This finding suggests that settlement and recruitment could be more highly successful events in rocky habitats, and that in P. oceanica meadows large-sized immigrants coming from the rocky habitat contribute to the population structure. The need to define the role of the P. oceanica habitat is also discussed. (C) 2008 Elsevier Ltd. All rights reserved.",22,2009,10.1016/j.ecss.2008.10.007,WOS:000262565600008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,out,out,out,not relevant,WoS,,C,"Norton, Jerrold G.; Herrick, Samuel F.; Mason, Janet E.","Norton, Jerrold G.; Herrick, Samuel F.; Mason, Janet E.",Fisheries Abundance Cycles in Ecosystem and Economic Management of California Fish and Invertebrate Resources,FUTURE OF FISHERIES SCIENCE IN NORTH AMERICA,Conference on Future of Fishery Science in North AmericaConference on Future of Fishery Science in North America,"It is important for fishery scientists and ecosystem-based fishery managers to recognize that there may be apparent persistence in an ecosystem followed by ecosystem changes corresponding to different ecological states and different levels of fisheries Output; revenues paid to California fishers have varied more than fivefold in inflation adjusted dollars during the 75-year period of our study. Empirical orthogonal 41 function (EOF) analysis of California commercial fish landings from 1928 to 2002 defines a two-dimensional ecological space and the position of indicator species within it. This ecological space appears related to more easily monitored physical environmental processes that can be used to determine the persistence and probable temporal variability in species and ecological states. Observation of ecological changes in limited take marine reserves, file first step in ecosystem-based fishery management, is needed to reveal the proportion of ecosystem cycling that is dependent on exploitation. Future ecosystem-based fishery management may use Individual Transferable Quota shares that confer to fishers a user right to a percentage share of the Total Allowable Catch of fish. This management structure within the ecosystem-based management framework will require a high level of knowledge about ecosystem changes, fishery changes, and the resulting changes in the economic and social environment of the fishery. It is likely that the concepts of ecological space and ecological change presented here will be useful in assessing the population size and Total Allowable Catch of particular species and the importance of these species in sustaining a productive ecosystem for consumptive use and increasingly important nonconsumptive users.",5,2009,10.1007/978-1-4020-9210-7_13,WOS:000265786100013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,in,out,out,no control,WoS,yes,J,"Cadiou, Gwenael; Boudouresque, Charles F.; Bonhomme, Patrick; Le Direach, Laurence","Cadiou, Gwenael; Boudouresque, Charles F.; Bonhomme, Patrick; Le Direach, Laurence",The management of artisanal fishing within the Marine Protected Area of the Port-Cros National Park (northwest Mediterranean Sea): a success story?,ICES JOURNAL OF MARINE SCIENCE,European Symposium on Marine Protected Areas as a Tool for Fisheries Management and Ecosytem ConservationEuropean Symposium on Marine Protected Areas as a Tool for Fisheries Management and Ecosytem Conservation,"The Port-Cros National Park, France (northwest Mediterranean Sea), established in 1963, is a Marine Protected Area (MPA) where, unlike no-take areas, artisanal fishing has been permitted (except trawling), owing to social and economic pressures. Nevertheless, restrictions on artisanal fishing have increased through a fishing charter (1999). In the meantime, recreational fishing was progressively banned, which has helped as a management tool to make the restrictions on artisanal fishing acceptable in social terms. Monitoring of the artisanal fishing (2000-2005) reveals the stability of the fishing fleet (9-13 vessels); of the fishing effort [number of fishing sets per day between 3.4 (+/- 2.1) and 6.9 (+/- 3.4) in spring, and 3.0 (+/- 1.7) and 5.2 (+/- 2.7) in summer]; and of yields [catch per unit effort between 1.27 (+/- 0.72) and 1.68 (+/- 1.44) kg 100 m of net(-1) d(-1)]. Furthermore, based on an analysis of available data, artisanal fishing does not jeopardize the conservation objectives of the MPA, so that, from 1963 to date, the issue has changed from What can be done to ban commercial. shing? to Is there any reason to ban commercial. shing?.",32,2009,10.1093/icesjms/fsn188,WOS:000262331500006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,in,out,out,no control,WoS,yes,J,"Borges, R.; Vaz, J.; Serrao, E. A.; Goncalves, E. J.","Borges, R.; Vaz, J.; Serrao, E. A.; Goncalves, E. J.",Short-term Temporal Fluctuation of Very-nearshore Larval Fish Assemblages at the Arrabida Marine Park (Portugal),JOURNAL OF COASTAL RESEARCH,10th International Coastal Symposium (ICS 2009)10th International Coastal Symposium (ICS 2009),"Understanding processes affecting fish recruitment and population connectivity is of major importance to the management of Marine Protected Areas. Fluctuations in recruitment of coastal fishes can be affected by processes occurring during the early life stages such as the dispersal and availability of larvae. In nearshore temperate environments, there is a lack of knowledge about the patterns of larval supply or biophysical interactions that may influence recruitment variability in these populations. With the objectives of investigating within season (Spring-Summer period) fluctuations that may affect recruitment, and of understanding patterns of larval retention close to the reefs, we used a plankton net attached to an underwater scooter to investigate weekly variation in the composition of fish larval assemblages, larval density and diversity and ontogenetic patterns of occurrence of fish larvae in the extreme nearshore environment of the Arrabida Marine Park (Portugal). The results from multivariate analysis (PERMANOVA and SIMPER) have showed a lower number of species dominating the assemblage, and significant differences in the abundance between species, when compared to previous studies. The presence of larvae in several developmental stages indicates some degree of retention. These findings are important to the management of the Marine Park.",9,2009,,WOS:000266722300078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,in,out,out,no comparison MPA/control,WoS,yes,J,"Somerfield, P. J.; Jaap, W. C.; Clarke, K. R.; Callahan, M.; Hackett, K.; Porter, J.; Lybolt, M.; Tsokos, C.; Yanev, G.","Somerfield, P. J.; Jaap, W. C.; Clarke, K. R.; Callahan, M.; Hackett, K.; Porter, J.; Lybolt, M.; Tsokos, C.; Yanev, G.","Changes in coral reef communities among the Florida Keys, 1996-2003",CORAL REEFS,,"Hard coral (Scleractinia and Milleporina) cover data were examined from 37 sites surveyed annually from 1996 to 2003 in the Florida reef tract, USA. Analyses of species numbers and total cover showed that site-to-site differences were generally very much greater than differences among times within sites. There were no significant differences among different geographical areas within the reef tract (Upper, Middle and Lower Keys). Large-scale changes documented included a reduction in species numbers and total cover on both deep and shallow offshore reefs between 1997 and 1999 followed by no recovery in cover, and only scant evidence of any recovery in species numbers by 2003. These changes coincided with bleaching events in 1997 and 1998, and the passage of Hurricane Georges through the Lower Keys in 1998. The lack of recovery among offshore reefs suggests that they were no longer resilient. Multivariate analyses revealed that some sites showed relatively little temporal variation in community composition, essentially random in direction, while others showed relatively large year-on-year changes. There was little evidence of any major region-wide changes affecting assemblage composition, or of any events that had impacted all of the sampling sites in any single year. Instead, different sites exhibited differing patterns of temporal variation, with certain sites displaying greater variation than others. Changes in community composition at some sites are interpreted in the light of knowledge of events at those sites and the relative sensitivities of species to various stressors, such as changes in cover of Acropora palmata and Millepora complanata at Sand Key following the bleaching events and hurricane in 1998, and declines in Montastraea annularis at Smith Shoal following a harmful algal bloom in 2002. For most sites, however, it is impossible to determine the causes of observed variation.",46,2008,10.1007/s00338-008-0390-7,WOS:000260616400026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,out,out,out,spatial variability,WoS,,J,"Van Nguyen, Long; Phan, Hoang Kim","Van Nguyen, Long; Phan, Hoang Kim","Distribution and factors influencing on structure of reef fish communities in Nha Trang Bay Marine Protected Area, South-Central Vietnam",ENVIRONMENTAL BIOLOGY OF FISHES,,"Visual censuses of coral reef fishes in Nha Trang Bay Marine Protected Area (MPA) were conducted during September-October 2005. Nha Trang Bay MPA is relatively rich in reef fishes compared to other areas in Vietnam and the Pacific Ocean outside the 'Coral Triangle,' consistent with its biogeographic location in the western South China Sea. A total of 266 species of 40 families of coral reef fishes formed five distinct assemblages. Spatial variations in distribution and structure of the assemblages were associated with eight significant biological and physical variables which were cover of living hard corals, encrusting corals, branching corals, Acropora, Millepora, Montipora, depth and distance from the coast of the mainland. The six factors in front are likely related to provision of shelter and nutrition, while the distance factor is likely to represent a gradient in disturbance and impacts from various mainland sources including sedimentation and pollution discharge from nearby rivers. Local species richness ranged from 35 to 70 species 500 m(-2) (mean: 51 +/- 2 SE) for reef flat stations and from 23 to 68 species 500 m(-2) (mean: 48 +/- 4 SE) for reef slope stations. Total species richness at each site averaged 76 species (+/- 4 SE), ranging from 56 to 110 species, dominated by wrasses, damselfishes, butterflyfishes, parrotfishes, surgeonfishes, groupers and goatfishes. Density of total fishes at each station ranged from 348 to 1,444 individuals 500 m(-2) (mean: 722 +/- 302 SE) for the reef flat stations and from 252 to 929 individuals 500 m(-2) (mean: 536 +/- 215.7 SE) for the reef slope stations. Overall mean density at each site averaged 628.9 (+/- 238.4 SE) individuals 500 m(-2). The highly protected sites supported higher mean density of fishes per site (ranged: 904.5-1,213 individuals 500 m(-2) for Hon Mun and 1,167.5 individuals 500 m(-2) for Hon Cau) compared to other sites (< 800 individuals 500 m(-2)). Of the families included in the census, densities were dominated throughout the MPA by damselfishes and wrasses. Many target species, particularly groupers, snappers and emperors, were rare or absent and the low abundance of big fishes was consistent with over-harvesting. Similarly a low density of butterfly fishes and angelfishes is likely related to the supply for marine aquaria in Vietnam and overseas. This study provides an important baseline against which the success of present and future MPA management initiatives may be assessed.",19,2008,10.1007/s10641-007-9293-7,WOS:000256965400012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,out,out,out,no assessment of temporal variability,WoS,,J,"Garcia-Charton, J. A.; Perez-Ruzafa, A.; Marcos, C.; Claudet, J.; Badalamenti, F.; Benedetti-Cecchi, L.; Falcon, J. M.; Milazzo, M.; Schembri, P. J.; Stobart, B.; Vandeperre, F.; Brito, A.; Chemello, R.; Dimech, M.; Domenici, P.; Guala, I.; Le Direach, L.; Maggi, E.; Planes, S.","Garcia-Charton, J. A.; Perez-Ruzafa, A.; Marcos, C.; Claudet, J.; Badalamenti, F.; Benedetti-Cecchi, L.; Falcon, J. M.; Milazzo, M.; Schembri, P. J.; Stobart, B.; Vandeperre, F.; Brito, A.; Chemello, R.; Dimech, M.; Domenici, P.; Guala, I.; Le Direach, L.; Maggi, E.; Planes, S.","Effectiveness of European Atlanto-Mediterranean MPAs: Do they accomplish the expected effects on populations, communities and ecosystems?",JOURNAL FOR NATURE CONSERVATION,,"The success of MPAs in conserving fishing resources and protecting marine biodiversity relies strongly on how well they meet their planned (or implicit) management goals. From a review of empirical studies aiming at assessing the ecological effects of Mediterranean and Macaronesian MPAs, we conclude that establishing an MPA is successful for (i) increasing the abundance/biomass, (ii) increasing the proportion of larger/older individuals, and (iii) enhancing the fecundity of commercially harvested populations; also, MPAs demonstrated to be effective for (iv) augmenting local fishery yields through biomass exportation from the protected area, and (v) inducing shifts in fish assemblage structure by increasing the dominance of large predator species. However, the attraction for tourism and diving due to ecological benefits of protection can cause damages likely to reverse some of the MPA effects. Other expected effects are more subject to uncertainty, and hence need more research, such as (vi) causing density-dependent changes in life history traits and (vii) protecting the recruitment of commercially important species, (viii) protecting marine biodiversity (including genetic diversity), (ix) causing ecosystem-wide effects such as trophic cascades, and (x) increasing community and ecosystem stability, thus promoting resilience and faster recovery from disturbance. Meta-anatysis of data arising from these case studies are used to establish the overall effect of MPAs, and its relationship to MPA features, such as size of no-take area or time since protection. Based on the review and the meta-analyses, specific recommendations are provided for MPA management, regarding the establishment of goals and objectives, site selection, MPA design and zoning, planning, and monitoring. Finally, a series of recommendations for MPA research are offered to drive future research in MPA issues in the Mediterranean and Macaronesia. (c) 2008 Elsevier GmbH. All rights reserved.",124,2008,10.1016/j.jnc.2008.09.007,WOS:000262208400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,in,out,out,not relevant,WoS,yes,J,"Siddiqui, Pirzada J. A.; Farooq, Sumera; Shafique, Seema; Burhan, Zaib-un-Nisa; Farooqi, Zafar","Siddiqui, Pirzada J. A.; Farooq, Sumera; Shafique, Seema; Burhan, Zaib-un-Nisa; Farooqi, Zafar",Conservation and management of biodiversity in Pakistan through the establishment of marine protected areas,OCEAN & COASTAL MANAGEMENT,,"Marine protected area (MPA) is an area in the coastal zone of land or sea specially dedicated to protection and maintenance of biological diversity and of natural and associated cultural resources, and managed through legal or other effective means. In this paper a need for designating MPAs in Pakistan is presented on the basis of case studies on mangroves and its ecosystem, corals and coral reef fishes, marine turtles, whales and dolphins, and planktons and pelagic environment. This paper reflects that there are a number of species and habitat that require conservation and for this purpose designation of marine protected areas along the coast of Pakistan is inevitable. MPAs would ensure better management of marine ecosystem and environment. This is also linked with the economic and social stability provided by the sustainable use of resources. The need is also in line with commitment of the Government of Pakistan under the International Biodiversity Convention to establish MPAs in Pakistan. At least nine sites are identified as potential candidates for MPAs. Some of which have more than one important commodity that needs to be preserved. Three main sites suggested for immediate designation of MPA are Indus Delta, Astola Island and Miani Hor (Sonmiani Bay). (C) 2008 Elsevier Ltd. All rights reserved.",14,2008,10.1016/j.ocecoaman.2008.01.006,WOS:000255924400001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,out,out,out,model,WoS,,J,"Roeckmann, Christine; St. John, Michael A.; Schneider, Uwe A.; Tol, Richard S. J.","Roeckmann, Christine; St. John, Michael A.; Schneider, Uwe A.; Tol, Richard S. J.",Testing the implications of a permanent or seasonal marine reserve on the population dynamics of Eastern Baltic cod under varying environmental conditions,FISHERIES RESEARCH,,"A spatially disaggregated, discrete time, age-structured model for the Eastern Baltic cod (Gadus morhua callarias L.) stock was constructed, in order to test the implications of the establishment of a marine reserve in the Baltic Sea. Functional relationships for recruitment and predation mortality were developed by multiple regression analyses. The resultant model output compares well with observed data from the fishery. The model was then applied to simulate stock development over a 50 year time period using different management policies and a variety of environmental conditions. The investigated management policies reduce fishing mortality and range from a moratorium on the Eastern Baltic cod fishery via the establishment of a permanent or a seasonal marine reserve in ICES subdivision 25 to a fishing as usual scenario. The environmental conditions incorporated were based on the size of the reproductive volume (RV) and comprise a best case and a worst case of reproductive conditions, and two more realistic scenarios, where we assumed that a historic series of RV-sizes reoccurs over the simulation period. Our results show a strong dependence of stock dynamics on the environmental conditions. Under prevailing low RV, our model projects stock extinction by the year 2020, if fishing continues as usual. Under the restrictive scenarios, where fishing mortality is reduced either directly or by implementation of a marine reserve, the stock benefits from an increase in stock size and an improved age structure. A seasonal closure of subdivision (SD) 25 as opposed to a closure of the entire Baltic Sea appears to be sufficient to prevent the Eastern Baltic cod stock from failing below safe biological limits. Crown Copyright (C) 2006 Published by Elsevier B.V. All rights reserved.",11,2007,10.1016/j.fishres.2006.11.035,WOS:000246414200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,out,out,out,no assessment of temporal variability,WoS,,J,"Stelzenmuller, Vanessa; Maynou, Francesc; Martin, Paloma","Stelzenmuller, Vanessa; Maynou, Francesc; Martin, Paloma",Spatial assessment of benefits of a coastal Mediterranean Marine Protected Area,BIOLOGICAL CONSERVATION,,"Marine reserves are increasingly advocated not only as conservation but also as fisheries management tools to safeguard the decline of coastal fishing resources. Still, conclusive evidence of their functioning is lacking, amongst others due to the influence of spatio-temporal variations in fish populations and habitat heterogeneity which could hamper a sound data interpretation. We conducted a spatial analysis of the benefits of the Medes Island Marine Reserve by combining geostatistical and Geographic Information System (GIS) tools. Concurrently, we analysed effects of trends reflecting habitat heterogeneity and spatial structuring of data on spatial predictions of fish catch per unit effort (CPUE) and length. Predicted spatial patterns showed the complexity and simultaneous action of trend factors leading to mostly non-linear gradients in CPUE and length data. CPUE of total fish and CPUE and length of common pandora (Pagellus erythrinus) increased close to the Integral Reserve due to direct and indirect reserve effects. CPUE and length of striped red mullet (Mullus surmuletus) slightly increased also near the Integral Reserve, but distinct reserve effects could not be identified due to the strong influence of artificial reefs. We conclude that the spatial dimension of the Buffer Zone, where artisanal fisheries are allowed, permits in general protection only for target species, favouring a habitat with no discontinuities from the reserve outwards. Our spatial approach to assess reserve benefits provides major insights into complex systems like coastal marine reserves in the northwestern Mediterranean. In addition, it contributes to a crucial aspect of marine conservation, viz. the decision on the spatial dimension of protected areas. (c) 2007 Elsevier Ltd. All rights reserved.",56,2007,10.1016/j.biocon.2007.01.002,WOS:000247228800008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,in,out,out,"no temporal data (infine only spatial comparison of abundance inside outside AMP, and no time series available)",WoS,yes,J,"Ojeda-Martinez, C.; Bayle-Sempere, J. T.; Sanchez-Jerez, P.; Forcada, A.; Valle, C.","Ojeda-Martinez, C.; Bayle-Sempere, J. T.; Sanchez-Jerez, P.; Forcada, A.; Valle, C.",Detecting conservation benefits in spatially protected fish populations with meta-analysis of long-term monitoring data,MARINE BIOLOGY,,"Marine protected areas (MPA) produce a positive effect on fish populations, but this may be difficult to identify due to the high temporal variability of populations. Meta-analysis is an option for analysing data from different sources and sampling designs and it can address problems related to temporal and spatial variability in fish populations. We analysed fish abundance data from visual counts conducted in summer, from 1996 to 2002, in the MPA of Tabarca (Alicante, Spain). The results showed an overall positive effect of protection at the species and family levels. Overall abundance of fishes inside the reserve was, on average, 1.22 times higher than outside the reserve boundaries. Positive effect of protection was found for Boops boops, Diplodus annularis, Diplodus cervinus, Epinephelus marginatus, Epinephelus costae and Epinephelus aenus. Species of Labrids were not affected by protection, except for Thalassoma pavo and Symphodus ocellatus. Meta-analysis of temporal data allows evaluation of the protection MPA provide and is particularly useful when data sources have different experimental designs or sampling programs. The Tabarca MPA has benefited fish populations by increasing their abundance and we suggest that meta-analysis is a complementary tool for the management of MPAs.",32,2007,10.1007/s00227-006-0557-0,WOS:000246098900031,metaanalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,in,out,out,no possibility to know which sites are possible controls,WoS,yes,J,"Malcolm, Hamish A.; Gladstone, William; Lindfield, Steven; Wraith, James; Lynch, Tim P.","Malcolm, Hamish A.; Gladstone, William; Lindfield, Steven; Wraith, James; Lynch, Tim P.","Spatial and temporal variation in reef fish assemblages of marine parks in New South Wales, Australia - baited video observations",MARINE ECOLOGY PROGRESS SERIES,,"Baited remote underwater video stations (BRUVS) were used to examine variation in assemblages of reef fishes at scales of 100s of kilometres (between 3 marine parks in New South Wales, Australia) and kilometres (between 4 sites within each park). Temporal variation over 5 yr was also examined in 1 park (Solitary Islands). BRUVS were able to sample the relative abundance and distribution of species from a wide range of trophic groups, and were particularly effective for detecting cryptic predators. Significant variability in the fish assemblages occurred between each park consistent with the latitudinal distribution of the parks. Fish assemblages also varied significantly between sites within each park. Contrary to expectations, total species richness did not follow the expected latitudinal gradient. However, observed geographical patterns in species richness of certain families such as Labridae (greater richness in the most northern park) and Monacanthidae (greater species richness in southern parks) followed expectations. Abundant schooling species, common to all 3 parks, were important contributors to variation between sites, Temporal variation over 5 yr at 1 park was relatively minor compared to the spatial variation among the 3 parks. This suggests large-scale spatial separation is more important for structuring fish assemblages than time. A network of marine parks will therefore be required to represent variation in reef fish assemblages over this latitudinal scale.",100,2007,10.3354/meps07195,WOS:000251948500026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variability,,,,,,,,,,,,,,,,,,,,,,,,,,,
