ID,OUTabstract,OUTtext,outMA,comment,source,PDF,Publication Type,Authors,Authors Full Name,Title,Source Title,Conference Title,Abstract,"Times Cited, All Databases",Publication Year,DOI,UT (Unique ID),studytype,design,datayear,protection type,MPAname,MPAage,age_category,MPAcreation,MPAprotection,FPAsize,MPAsize,size_category,enforcement,country,climate,continent,ocean,ecosystem,taxon,species,target,predator,fishery,governance,stakeholder,mechanism,outcome,indicator,subindicator,data origin,direction,quantitative,unit,errortype,MPAAvalue,MPAA_samplesize,MPAAerror,MPAA_sd,controlA_value,controlA_samplesize,controlA_error,controlA_SD,MPAB_value,MPAB_samplesize,MPAB_error,MPAB_sd,controlB_value,controlB_samplesize,controlB_error,controlB_sd,vei,ei
149,in,in,out,table values extracted contain data in an unofficial MPA,WoS,yes,J,,"Page, Cathie A.; Baker, David M.; Harvell, C. Drew; Golbuu, Yimnang; Raymundo, Laurie; Neale, Stephen J.; Rosell, Kathryn B.; Rypien, Krystal L.; Andras, Jason P.; Willis, Bette L.",Influence of marine reserves on coral disease prevalence,DISEASES OF AQUATIC ORGANISMS,.,"Predicted increases in disease with climate warming highlight the need for effective management strategies to mitigate disease effects in coral communities. We examined the role of marine protected areas (MPAs) in reducing disease in corals and the hypothesis that the composition of fish communities can influence coral health, by comparing disease prevalence between MPA and non-protected (control) reefs in Palau. Overall, the prevalence of diseases pooled, as well as the prevalence of skeletal eroding band (SEB), brown band disease (BrB) and growth anomalies (GAs) individually in major disease hosts (families Acroporidae and Poritidae), were not significantly reduced within MPAs. In fact, the prevalence of SEB was 2-fold higher within MPAs overall; however, the 4 studied MPAs were ineffective in enhancing coral assemblage or fish stock health. A negative association between the prevalence of SEB and richness of a fish species targeted by fishers in Palau highlights the potential role that well-managed MPAs could play in reducing SEB. The composition of coral communities and their susceptibility to bleaching also influenced the prevalence of disease on the studied reefs. The prevalence of diseases pooled and SEB were positively associated with the cover of major disease hosts (families Acroporidae and Poritidae), and the prevalence of BrB and bleaching were also positively associated. Although our study did not show positive effects of MPAs on coral heath, we did identify the potential for increased fish diversity within MPAs to reduce coral disease. Our study also highlights the complexity of relationships between fish assemblages, coral community composition and coral health on Indo-Pacific reefs.",34,2009,10.3354/dao02112,WOS:000272675600013,field,CI,2005,MPA,mix,3 to 10,mix,1995-2002,fully,0.008 to 30,0.008 to 30,mix,NA,Republic of Palau,tropical,Asia,Philippines Sea,coral reef,invertebrate,mix,unfished,no,.,.,.,phenotypic,,health degradation,disease prevalence,table 3,neutral,yes,percentage disease,se,2.29,24,0.45,2.204540769,1.83,24,0.44,2.155550974,.,.,.,.,.,.,.,.,0.096424851,-0.224235851
149,in,out,out,"table values extracted contain data in an unofficial MPA, out text because MA indicator duplicata for the same article",WoS,yes,J,,"Page, Cathie A.; Baker, David M.; Harvell, C. Drew; Golbuu, Yimnang; Raymundo, Laurie; Neale, Stephen J.; Rosell, Kathryn B.; Rypien, Krystal L.; Andras, Jason P.; Willis, Bette L.",Influence of marine reserves on coral disease prevalence,DISEASES OF AQUATIC ORGANISMS,.,"Predicted increases in disease with climate warming highlight the need for effective management strategies to mitigate disease effects in coral communities. We examined the role of marine protected areas (MPAs) in reducing disease in corals and the hypothesis that the composition of fish communities can influence coral health, by comparing disease prevalence between MPA and non-protected (control) reefs in Palau. Overall, the prevalence of diseases pooled, as well as the prevalence of skeletal eroding band (SEB), brown band disease (BrB) and growth anomalies (GAs) individually in major disease hosts (families Acroporidae and Poritidae), were not significantly reduced within MPAs. In fact, the prevalence of SEB was 2-fold higher within MPAs overall; however, the 4 studied MPAs were ineffective in enhancing coral assemblage or fish stock health. A negative association between the prevalence of SEB and richness of a fish species targeted by fishers in Palau highlights the potential role that well-managed MPAs could play in reducing SEB. The composition of coral communities and their susceptibility to bleaching also influenced the prevalence of disease on the studied reefs. The prevalence of diseases pooled and SEB were positively associated with the cover of major disease hosts (families Acroporidae and Poritidae), and the prevalence of BrB and bleaching were also positively associated. Although our study did not show positive effects of MPAs on coral heath, we did identify the potential for increased fish diversity within MPAs to reduce coral disease. Our study also highlights the complexity of relationships between fish assemblages, coral community composition and coral health on Indo-Pacific reefs.",34,2009,10.3354/dao02113,WOS:000272675600013,field,CI,2005,MPA,mix,3 to 10,mix,1995-2002,fully,0.008 to 30,0.008 to 30,mix,NA,Republic of Palau,tropical,Asia,Philippines Sea,coral reef,invertebrate,mix,unfished,no,,,,phenotypic,,health degradation,bleaching,table 3,neutral,yes,percentage,se,0.06,24,0.04,0.195959179,0.09,24,0.01,0.048989795,,,,,,,,,0.456790123,
149,in,out,out,"table values extracted contain data in an unofficial MPA, out text because MA indicator duplicata for the same article",WoS,yes,J,,"Page, Cathie A.; Baker, David M.; Harvell, C. Drew; Golbuu, Yimnang; Raymundo, Laurie; Neale, Stephen J.; Rosell, Kathryn B.; Rypien, Krystal L.; Andras, Jason P.; Willis, Bette L.",Influence of marine reserves on coral disease prevalence,DISEASES OF AQUATIC ORGANISMS,.,"Predicted increases in disease with climate warming highlight the need for effective management strategies to mitigate disease effects in coral communities. We examined the role of marine protected areas (MPAs) in reducing disease in corals and the hypothesis that the composition of fish communities can influence coral health, by comparing disease prevalence between MPA and non-protected (control) reefs in Palau. Overall, the prevalence of diseases pooled, as well as the prevalence of skeletal eroding band (SEB), brown band disease (BrB) and growth anomalies (GAs) individually in major disease hosts (families Acroporidae and Poritidae), were not significantly reduced within MPAs. In fact, the prevalence of SEB was 2-fold higher within MPAs overall; however, the 4 studied MPAs were ineffective in enhancing coral assemblage or fish stock health. A negative association between the prevalence of SEB and richness of a fish species targeted by fishers in Palau highlights the potential role that well-managed MPAs could play in reducing SEB. The composition of coral communities and their susceptibility to bleaching also influenced the prevalence of disease on the studied reefs. The prevalence of diseases pooled and SEB were positively associated with the cover of major disease hosts (families Acroporidae and Poritidae), and the prevalence of BrB and bleaching were also positively associated. Although our study did not show positive effects of MPAs on coral heath, we did identify the potential for increased fish diversity within MPAs to reduce coral disease. Our study also highlights the complexity of relationships between fish assemblages, coral community composition and coral health on Indo-Pacific reefs.",34,2009,10.3354/dao02114,WOS:000272675600013,field,CI,2005,MPA,mix,3 to 10,mix,1995-2002,fully,0.008 to 30,0.008 to 30,mix,NA,Republic of Palau,tropical,Asia,Philippines Sea,coral reef,invertebrate,mix,unfished,no,,,,phenotypic,,health degradation,general compromised health,table 3,neutral,yes,percentage,se,7.12,24,0.95,4.654030511,7.08,24,1.22,5.976754972,,,,,,,,,0.047495692,
150,in,out,out,not relevant,WoS,yes,J,,"McClanahan, Tim R.; Muthiga, Nyawira A.; Maina, Joseph; Kamukuru, Albogast T.; Yahya, Saleh A. S.",Changes in northern Tanzania coral reefs during a period of increased fisheries management and climatic disturbance,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,.,"1. Surveys of coral reefs in northern Tanzania were conducted in 2004/5 with the aim of comparing them over an similar to 8-year period during a time of increased efforts at fisheries management and the 1998 El Nino Southern Oscillation (ENSO) and Indian Ocean Dipole (IOD) coral mortality event that caused 45% mortality in northern Tanzania and much of the Indian Ocean.2. Changes associated with both management, its absence, and the ENSO were found but changes were generally small and ecological measures indicated stability or improvements over this period, particularly when compared with reports from much of the northern Indian Ocean.3. Fisheries management in two areas increased the biomass of fish and benthic communities. A small fisheries closure (0.3 km(2)) displayed little change in the coral community but ecological conditions declined as measured by sea urchins and fish abundances. This change may be associated with its small size because similar changes were not measured in the large closure (28 km(2)).4. The few sites without any increased management were still degraded and one site had experienced a population explosion of a pest sea urchin, Echinometra mathaei.5. The lack of significant changes across this disturbance indicates that these reefs are moderately resilient to climate change and, therefore, a high priority for future conservation actions. Copyright (C) 2009 John Wiley & Sons, Ltd.",21,2009,10.1002/aqc.1020,WOS:000271778200004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
151,out,out,out,NA,WoS,.,J,,"Dunlop, Erin S.; Baskett, Marissa L.; Heino, Mikko; Dieckmann, Ulf",Propensity of marine reserves to reduce the evolutionary effects of fishing in a migratory species,EVOLUTIONARY APPLICATIONS,.,"Evolutionary effects of fishing can have unwanted consequences diminishing a fishery's value and sustainability. Reserves, or no-take areas, have been proposed as a management tool for reducing fisheries-induced selection, but their effectiveness for migratory species has remained unexplored. Here we develop an eco-genetic model to predict the effects of marine reserves on fisheries-induced evolution under migration. To represent a stock that undergoes an annual migration between feeding and spawning grounds, we draw model parameters from Atlantic cod (Gadus morhua) in the northern part of its range. Our analysis leads to the following conclusions: (i) a reserve in a stock's feeding grounds, protecting immature and mature fish alike, reduces fisheries-induced evolution, even though protected and unprotected population components mix on the spawning grounds; (ii) in contrast, a reserve in a stock's spawning grounds, protecting only mature fish, has little mitigating effects on fisheries-induced evolution and can sometimes even exacerbate its magnitude; (iii) evolutionary changes that are already underway may be difficult to reverse with a reserve; (iv) directly after a reserve is created or enlarged, most reserve scenarios result in yield losses; and (v) timescale is very important: short-term yield losses immediately after a reserve's creation can give way to long-term gains.",53,2009,10.1111/j.1752-4571.2009.00089.x,WOS:000270669700010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
152,in,out,out,same data and MPA than Darling 2010,WoS,yes,J,,"Muthiga, N. A.",Evaluating the effectiveness of management of the Malindi-Watamu marine protected area complex in Kenya,OCEAN & COASTAL MANAGEMENT,.,"An assessment of management effectiveness of Kenya's oldest marine protected areas (Malindi and Watamu) was conducted within the framework of a regional assessment in Kenya, Seychelles and Tanzania. Biophysical, socio-economic and governance indicators were used to assess the delivery of MPA management objectives. Results indicate that the Malindi and Watamu marine parks that are no-take areas are making progress towards meeting their stated objective of biodiversity conservation. The 1997-1998 ENSO related bleaching event caused the greatest single measurable impact on the coral reefs of the marine parks leading to very high levels of coral mortality. The marine reserve where fishing is regulated was less effective in meeting its objective of sustaining community livelihoods. The weakest trends were related to the development of governance structures. A combination of management inefficiencies due to overlapping mandates, financial and administrative constraints, and inadequate stakeholder participation interacted to reduce the ability of the MPAs to fully achieve their objectives. (C) 2009 Elsevier Ltd. All rights reserved.",22,2009,10.1016/j.ocecoaman.2009.06.001,WOS:000269682400002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,live cover,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
153,in,out,out,no control,WoS,yes,J,,"Maria Alvarado-Chacon, Elvira; Acosta, Alberto",POPULATION SIZE-STRUCTURE OF THE REEF-CORAL MONTASTRAEA ANNULARIS IN TWO CONTRASTING REEFS OF A MARINE PROTECTED AREA IN THE SOUTHERN CARIBBEAN SEA,BULLETIN OF MARINE SCIENCE,.,"The decline of Montastraea annularis (Ellis and Solander, 1786) in Caribbean coral communities has been documented, however, studies of its population structure are scarce. Colony size provides information about longevity of the sexual individual in the habitat and the effect of the environment on its survival, while ramet size reflects the effect of accumulated partial mortality in recent years and the contribution of gametes from each asexual individual. We studied the size-structure of two contrasting populations of M. annularis (degraded and less-degraded reef) in a Marine Protected Area in Cartagena, Colombia, to evaluate its current state and infer its persistence in the future. Colony size frequency distribution of 102 colonies and 9646 ramets on a logarithmic scale was negatively skewed in both populations, but larger colonies were found in the less-degraded reef. Ramet size frequency distribution was positively skewed and dominated by individuals smaller than 50 cm(2) (similar to 76% in the degraded vs 57% in the less-degraded reef). Partial and total mortality differed between the populations (27% vs 16%; 10% vs 16%, respectively). Colony and ramet size in the degraded reef were smaller due to greater partial mortality and fission. In conclusion, large, old colonies are present in both populations, but experience high partial mortality that causes high fission rates and therefore a dominance of small, non-reproductive ramets. This condition, coupled with the lack of recruitment of sexual individuals, is evidence of decline in both populations, especially in the degraded reef where mortality was higher and ramets were smaller.",15,2009,,WOS:000268613800005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
154,out,out,out,model that may be useful for discussion,WoS,.,J,,"Diaz-Pulido, Guillermo; McCook, Laurence J.; Dove, Sophie; Berkelmans, Ray; Roff, George; Kline, David I.; Weeks, Scarla; Evans, Richard D.; Williamson, David H.; Hoegh-Guldberg, Ove","Doom and Boom on a Resilient Reef: Climate Change, Algal Overgrowth and Coral Recovery",PLOS ONE,.,"Background: Coral reefs around the world are experiencing large-scale degradation, largely due to global climate change, overfishing, diseases and eutrophication. Climate change models suggest increasing frequency and severity of warming-induced coral bleaching events, with consequent increases in coral mortality and algal overgrowth. Critically, the recovery of damaged reefs will depend on the reversibility of seaweed blooms, generally considered to depend on grazing of the seaweed, and replenishment of corals by larvae that successfully recruit to damaged reefs. These processes usually take years to decades to bring a reef back to coral dominance.Methodology/Principal Findings: In 2006, mass bleaching of corals on inshore reefs of the Great Barrier Reef caused high coral mortality. Here we show that this coral mortality was followed by an unprecedented bloom of a single species of unpalatable seaweed (Lobophora variegata), colonizing dead coral skeletons, but that corals on these reefs recovered dramatically, in less than a year. Unexpectedly, this rapid reversal did not involve reestablishment of corals by recruitment of coral larvae, as often assumed, but depended on several ecological mechanisms previously underestimated.Conclusions/Significance: These mechanisms of ecological recovery included rapid regeneration rates of remnant coral tissue, very high competitive ability of the corals allowing them to out-compete the seaweed, a natural seasonal decline in the particular species of dominant seaweed, and an effective marine protected area system. Our study provides a key example of the doom and boom of a highly resilient reef, and new insights into the variability and mechanisms of reef resilience under rapid climate change.",221,2009,10.1371/journal.pone.0005239,WOS:000265513900008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
155,out,out,out,NA,WoS,.,J,,"McAllen, Rob; Davenport, John; Bredendieck, Karl; Dunne, Declan",Seasonal structuring of a benthic community exposed to regular hypoxic events,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,.,"The Western Trough of the Lough Hyne Marine Reserve in southern Ireland features annual episodes of profound hypoxia beneath an oxy-thermocline that develops each summer. Previous work had indicated that the hypoxia caused mass mortality of the sessile benthic fauna, but information about the winter fauna, or about mobile species was lacking. Here we report on a combined remote-operated vehicle, SCUBA and baited trap study, backed by regular oxygen-temperature-depth monitoring of the Trough. Our results show that there is community of resident benthic and mobile species during the oxic winter months that disappears in the summer. Mobile fish and crustaceans avoid the hypoxic areas of the Trough, though the prawn Palaemon serratus will venture into the hypoxic zone to scavenge on baits. At the oxy-thermocline itself, burrows of benthic fauna remain evident in summer, but their inhabitants show much reduced activity or death. Regular hypoxic episodes clearly structure the benthic community of the Trough, but this is not a simple matter of alternating mass mortality and recolonization: mobile species are clearly capable of avoiding the hypoxic zone in summer, but benefit from its productivity in winter and spring. (C) 2008 Elsevier B.V. All rights reserved.",31,2009,10.1016/j.jembe.2008.10.019,WOS:000262058500008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
156,in,in,out,no variance provided,WoS,yes,J,,"Freeman, D. J.; MacDiarmid, A. B.","Healthier lobsters in a marine reserve: effects of fishing on disease incidence in the spiny lobster, Jasus edwardsii",MARINE AND FRESHWATER RESEARCH,.,"Comparison of the health of spiny lobsters (Jasus edwardsii) within and adjacent to a New Zealand marine reserve revealed marked differences in the incidence of a handling-related bacterial infection. Lobsters outside the reserve were significantly more affected by tail fan necrosis than lobsters within the reserve, with up to 17% of the males caught outside the reserve over a 3-year period showing signs of tail fan necrosis, compared with less than 2% within the reserve. The incidence of tail fan necrosis changed abruptly at the marine reserve boundaries, strongly implying repeated handling as the causal agent. The incidence of tail fan necrosis in males increased up to the minimum legal size, consistent with a handling effect. Female lobsters, which comprise only a small proportion of the catch in this area, were comparatively unaffected by tail fan necrosis. There was no significant difference in the recapture rates of individuals tagged either with or without tail fan necrosis, but tagged individuals outside the reserve were more likely to develop tail fan necrosis than tagged individuals within the reserve. These findings have implications for both the dynamics of the lobster populations and their management, and highlight the role of marine protected areas in providing a baseline against which such effects of fishing can be assessed.",19,2009,10.1071/MF08091,WOS:000263526300004,field,CI,2003-2006,MPA,Te Tapuwae o Rongokako,7,medium,1999,fully,24.52,24.52,medium,NA,New Zealand,subtropical,Oceania,Pacific,mix,invertebrate,Jasus edwardsii,fished,yes,.,.,.,phenotypic,.,health degradation,disease prevalence,figure 2,positive,yes,decimal number,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
157,in,out,out,control (MIMCA) is inside the MPA and is a PPA ,WoS,yes,J,,"Poonian, C. N. S.","The influence of protected area management on the status of coral reefs at Misali Island, Tanzania following the 1998 bleaching event in the western Indian Ocean",AFRICAN JOURNAL OF ECOLOGY,.,"The reefs of Misali Island, Tanzania suffered serious coral mortality as a result of the 1998 coral bleaching event in the western Indian Ocean. Four years after this event, Frontier-Tanzania assessed reef substrate in Misali Island Marine Conservation Area (MIMCA) using scuba surveys. Substrate cover was compared between sites within and outside the nonextraction zone (NEZ) of MIMCA and recovery rates were estimated through reference to previous studies. Coral recovery at Misali Island following the bleaching event has generally been slow, but nonextractive management of MIMCA has enhanced coral recovery within the NEZ. The absence of fishing activities in the NEZ has sustained herbivorous fish populations and thus reduced algal overgrowth; however, outside the NEZ, diving and anchoring activities have caused further coral damage and led to increased levels of debris. Awareness-raising programmes could lessen these problems and the NEZ appeared to be well-placed to capitalize on nonmanageable factors that are thought to mitigate the effects of coral bleaching. In addition, the implementation of flexible zoning schemes could improve recovery rates after future bleaching events.",1,2008,10.1111/j.1365-2028.2007.00873.x,WOS:000261243500003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,NA,bleaching,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
158,out,out,out,NA,WoS,.,J,,"Lundgren, Ian; Hillis-Starr, Zandy","VARIATION IN ACROPORA PALMATA BLEACHING ACROSS BENTHIC ZONES AT BUCK ISLAND REEF NATIONAL MONUMENT (ST. CROIX, USVI) DURING THE 2005 THERMAL STRESS EVENT",BULLETIN OF MARINE SCIENCE,.,"At Buck Island Reef National Monument (BIRNM) in St. Croix, U.S. Virgin Islands, Acropora palmata (Lamarck, 1816) experienced extensive bleaching in 2005. Water temperatures at BIRNM in 2005 were higher than at any time since at least 1991, and exceeded the bleaching threshold by over 2 degrees C, causing extensive coral bleaching. Forty-four A. palmata colonies at three sites in BIRNM were sampled before, during, and after the thermal stress event. Additionally, colonies at randomly located sites on the reef shelf were surveyed to extend results over a larger portion of BIRNM; these colonies were surveyed during and after the thermal stress event. Acropora palmata colonies located in the backreef benthic zone exhibited a different response to the thermal stress event than those located elsewhere in BIRNM: backreef colonies bleached earlier and suffered greater tissue loss than those located elsewhere. We hypothesized that increased water temperature coupled with reduced water flow and increased light penetration caused higher mortality in backreef locations. Since A. palmata in the backreef benthic zone is least resistant and resilient to thermal stress events, backreef areas are a poor focal area for A. palmata marine protected areas.",6,2008,,WOS:000260894200001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
159,out,out,out,NA,WoS,.,J,,"Hearn, Alex; Murillo, Yuan Carlos","Life history of the red spiny lobster, Panulirus penicillatus (Decapoda : palinuridae), in the Galapagos Marine Reserve, Ecuador",PACIFIC SCIENCE,.,"The red spiny lobster, Panulirus penicillatus (Olivier, 1791), is exploited commercially in the Galipagos Marine Reserve by the local fishing sector. Catches and catch per unit effort have declined over the past few years, leading to concerns about sustainability of the fishery. This study supports the processes regarding the fishery management of P. penicillatus by determining its distribution and growth parameters. Nearly 3,000 lobsters were tagged during surveys carried out at 13 islands between 2000 and 2004. Sex ratio did not differ significantly from 1: 1, and tagging returns showed little or no movement of individuals. Mean values with 95% confidence intervals for von Bertalanffy growth parameters were estimated to be K = 0.201 +/- 0.004, L-infinity = 16.91 +/- 0.183 (cm carapace length), and Phi' = 4.14 +/- 0.019 for males; and K = 0.264 +/- 0.02, L-infinity = 12.34 +/- 0.40 (cm carapace length), and Phi' = 4.99 +/- 0.06 for females. Natural mortality was 0.342 for males and 0.378 for females. These results, together with comparative estimates for red spiny lobster elsewhere, illustrate the geographical variability of growth among populations of P. penicillatus, which may occur within the archipelago itself.",17,2008,10.2984/1534-6188(2008)62[191:LHOTRS]2.0.CO;2,WOS:000254944500003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
160,in,out,out,demographic parameters resulting from cessation of fishing (size),WoS,yes,J,,"Micheli, Fiorenza; Shelton, Andrew O.; Bushinsky, Seth M.; Chiu, Alice L.; Haupt, Alison J.; Heiman, Kimberly W.; Kappel, Carrie V.; Lynch, Margaret C.; Martone, Rebecca G.; Dunbar, Robert B.; Watanabe, James",Persistence of depleted abalones in marine reserves of central California,BIOLOGICAL CONSERVATION,.,"We evaluated the persistence and possible recovery of two depleted marine mollusks, the red (Haliotis rufescens) and black abalone (H. cracherodii), in central California, USA. Monitoring over 32-years did not reveal increasing or decreasing trends in red abalone abundances and sizes over the past three decades, in the absence of harvesting. Comparisons between marine reserves protected for at least 25 years and sites with open public access showed significant difference in size structure for black abalone, with individuals greater than 8 cm in shell length comprising 14-37% of animals in reserves and 2-11% at open-access sites, and a trend for greater abundances of red abalone within reserves. Despite no increasing trends, protection in one of the no-take reserves, the Hopkins marine life refuge (HMLR), has led to persistence of red abalone populations over multiple generations, at average densities of 0.2 individuals/m(2). At other locations, both within the HMLR and elsewhere, red abalone densities are lower than at the location where long-term studies were conducted (av. 0.03 animals/m(2)), and an order of magnitude lower than for black abalone (av. 0.4 animals/m(2)). These results suggest that continued fishery closure and protection in no-take reserves are effective tools for allowing persistence of abalone populations, though there are no signs of recovery to levels comparable to those preceding fisheries collapse. Such failure to recover is most likely associated with high natural mortality and possibly continued illegal take, but not with processes underlying low abalone population levels elsewhere, including food or habitat limitation, recruitment failure, or disease. Linking current structure and trends to specific processes is a crucial first step towards devising focused strategies for conserving and re-building depleted marine populations. (c) 2008 Elsevier Ltd. All rights reserved.",28,2008,10.1016/j.biocon.2008.01.014,WOS:000256182700017,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
161,in,out,out,connectivity indicators,WoS,yes,J,,"Loot, G.; Blanchet, S.; Aldana, M.; Navarrete, Sergio A.",Evidence of plasticity in the reproduction of a trematode parasite: The effect of host removal,JOURNAL OF PARASITOLOGY,.,"The parasitic trematode Proctoeces lintoni requires 3 hosts (intertidal mussels, keyhole limpets, and clingfish) to complete its life cycle. The densities and size structure of host communities are modified by selective human harvesting. This study examined clutch and egg size of P. lintoni in 3 adjacent sites in rocky intertidal areas of central Chile presenting differences in the levels of human disturbance (i.e., from a fully protected marine reserve to free open-access areas). We found significant differences in parasite fecundity among sites. An increase in number of eggs was observed inside protected marine areas compared with open-access areas, suggesting a plastic response of the parasite reproductive strategies to the host community modification. These results show that host removal by humans in coastal ecosystems can strongly influence parasite life history traits.",11,2008,10.1645/GE-1278.1,WOS:000253731700004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
162,in,out,out,demographic parameters resulting from cessation of fishing (size),WoS,yes,J,,"Kleczkowski, Matt; Babcock, Russ C.; Clapin, Geordie",Density and size of reef fishes in and around a temperate marine reserve,MARINE AND FRESHWATER RESEARCH,.,"The effects of marine reserve protection on the density, size, biomass, sex-ratio and overall assemblage structure of reef fishes were investigated at Kingston Reef Sanctuary, Rottnest Island, Western Australia. Significant trends in response to reserve protection were found for two species of top predators and several serially protogynous labrid species. The relative density and biomass of the heavily targeted Glaucosoma hebraicum was 10 and five times greater within the sanctuary respectively. Similarly, the biomass of the serranid, Epinephelides armatus, was 3.2 times greater in the sanctuary, although this difference was owing to a greater mean length not relative density. The male : female sex ratio for the labrid, Ophthalmolepis lineolatus, was significantly different between sanctuary and non-sanctuary sites, with the density of male O. lineolatus significantly greater within the sanctuary. Rottnest Island waters are largely restricted to recreational fishing, therefore these results suggest that a range of fish species around Rottnest Island are affected by recreational fishing, and that these effects are found in taxa beyond the primary target species. The patterns in the effects on bycatch species suggest that fishing-related mortality may be exerting a greater control on these populations than that exerted by natural predation.",25,2008,10.1071/MF07093,WOS:000253530500007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,phenotypic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
163,in,in,out,no variance provided,WoS,yes,J,,"Coelho, Vania R.; Manfrino, Carrie",Coral community decline at a remote Caribbean island: marine no-take reserves are not enough,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,.,"1. Coral reefs around the world have been deteriorating over decades owing to anthropogenic pressure. In the Caribbean recent rates of decline are alarming, particularly for coral reefs under high local human impact, many of which are severely degraded, although regions with lower direct anthropogenic influence seem less affected.2. Little Cayman is a relatively undeveloped island, with less than 150 permanent residents. About 20% of its reefs have been protected by no-take marine reserves since the mid-1980s. We analysed the dynamics of coral communities around the island from 1999 to 2004 in order to test the hypothesis that a lack of major local anthropogenic disturbances is enough to prevent decline of coral populations.3. Live hard coral coverage, coral diversity, abundance, mortality, size, and prevalence of disease and bleaching were measured using the Atlantic and Gulf Rapid Reef Assessment methodology (line transects) at nine sites. Despite the apparent undisturbed condition of the island, a 40% relative reduction of mean live coral coverage (from 26% to 16%, absolute change was 10%) was recorded in five years. Mean mortality varied from year to year from 23% to 27%. Overall mean diameter and height have decreased between 6% and 15% on average (from 47 to 40 cm for diameter, and from 31 to 29 cm for height).4. The relative abundance of large reef builders of the genus Montastraea decreased, while that of smaller corals of the genera Agaricia and Porites increased. Disease prevalence has increased over time, and at least one relatively large bleaching event (affecting 10% of the corals) took place in 2003.5. Mean live coral cover decline was similar inside (from 29% to 19%) and outside (from 24% to 14%) marine no-take reserves. No significant difference in disease prevalence or clear pattern in bleaching frequency was observed between protected and non-protected areas. It is concluded that more comprehensive management strategies are needed in order to effectively protect coral communities from degradation. Copyright (c) 2007 John Wiley & Sons, Ltd.",42,2007,10.1002/aqc.822,WOS:000251749000002,field,CI,1999-2004,MPA,Little Cayman,18,old,1986,NA,2.72,2.72,medium,NA,Cayman Islands,tropical,Central America,Caribbean sea,coral reef,invertebrate,mix,unfished,no,.,.,.,phenotypic,.,health degradation,disease prevalence,Figure 8(b); Tables 8 and 10,neutral,yes,percentage,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
