ID,OUTabstract,OUTtext,outMA,source,PDF,Publication Type,Authors,Authors Full Name,Title,Source Title,Conference Title,Abstract,"Times Cited, All Databases",year,DOI,UT (Unique WOS ID),studytype,design,datayear,protection type,MPAname,MPAage,Age,MPAcreation,MPAprotectionBroad,MPAprotection,FPAsize,MPAsize,Size,enforcement,country,climate,continent,ocean,ecosystem,subgroup,socioeco,taxon,species,target,predator,fishery,governance,stakeholder,mechanism,outcome,indicator,data origin,direction,quantitative,unit,error type,BeforeMPAvalue,BeforeMPA_samplesize,BeforeMPAerrorRaw,BeforeMPA_SD,BeforeControlvalue,BeforeControl_samplesize,BeforeControlerrorRaw,BeforeControlSD, AfterMPAvalue,AfterMPA_samplesize,AfterMPAerrorRaw,AfterMPA_SD,AfterControlvalue,AfterControl_samplesize,AfterControlerrorRaw,AfterControlSD,ei,vei,OUTabstract,OUTtext,comment
249,in,out,out,WoS,,J,"Benkendorff, K","Benkendorff, K","Intertidal molluscan and echinoderm diversity at Althorpe Island and Innes National Park, South Australia",TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA,,"Species inventory data provide the first step towards understanding local marine communities. Here I apply rapid biodiversity assessment to tell intertidal sites, with two levels of habitat complexity: rock platforms with and without boulder fields. Five sites were located oil Althorpe I., with a further five reefs in and around the Innes National Park oil Yorke Peninsula. One hour, timed-search surveys were used to determine the species richness and rarity of macromolluscs and echinoderms. In total 82 molluscan species, were found, but only eight echinoderms. A large proportion of species was found to be numerically rare (<5 individuals per site) or spatially rare (only observed at one or two sites). Reefs with boulder fields supported the highest species richness, and overall more species were found oil Althorpe I. (66) than the mainland (59). Multivariate analyses revealed that different molluscan communities occur oil rock platforms with and without significant boulder habitat. Different molluscan communities also appear to occur oil Althorpe I. when compared to the mainland sites. Thus, a comprehensive marine reserve system should include representation from these two distinct intertidal rocky reef habitats, at both onshore and coastal locations oil Yorke Peninsula.",6,2005,,WOS:000233705200008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,sites outside the marine park was not selected to be a control
250,out,out,out,WoS,,J,"Campos-Davila, L; Cruz-Escalona, VH; Galvan-Magana, F; Abitia-Cardenas, A; Gutierrez-Sanchez, FJ; Balart, EF","Campos-Davila, L; Cruz-Escalona, VH; Galvan-Magana, F; Abitia-Cardenas, A; Gutierrez-Sanchez, FJ; Balart, EF",Fish assemblages in a Gulf of California marine reserve,BULLETIN OF MARINE SCIENCE,,"Fish assemblages at the Loreto Marine Reserve at Loreto Bay, Baja California Sur were studied from February 1997 to February 1998. We sampled a variety of habitats at eight sites. The most important species were determined according to abundance, frequency of occurrence, and weight. Specific richness, diversity, and evenness also were calculated. Cluster and canonical correspondence analyses were used to evaluate variance of environmental and ecological variables. Sixty-six fish species belonging to 36 families were collected during the study. The most common species were Mulloidichthys dentatus, Microlepidotus inornatus, Haemulon flaviguttatum, Caranx caballus, Scomber japonicus, and Scomberomorus sierra. Species richness was higher during the warm season. Cluster analysis produced three groups (57% similarity): Group 1 was dominated by S. sierra and Ariopsis platypogon; Group 2 was dominated by C. caballus, H. flaviguttatum, H. sexfasciatum, Kyphosus elegans, Lutjanus argentiventris, and M. dentatus; and Group 3 consisted of a fish assemblage with only a few species at the Juncalito Island location. The pattern of change in community structure at the different sites was not correlated with environmental parameters. Fish diversity of the Loreto Marine Reserve is intermediate with respect to other areas in the Gulf of California and other reef fish communities in the world, and our results provide baseline information for this reserve. However, quantitative studies on species densities and size structures, and on settlement and recruitment processes, are essential for creating appropriate reserve management plans.",12,2005,,WOS:000233743900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,no control outside or before the MPA
251,out,out,out,WoS,,J,"Bell, JJ; Okamura, B","Bell, JJ; Okamura, B",Low genetic diversity in a marine nature reserve: re-evaluating diversity criteria in reserve design,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,,"Little consideration has been given to the genetic composition of populations associated with marine reserves, as reserve designation is generally to protect specific species, communities or habitats. Nevertheless, it is important to conserve genetic diversity since it provides the raw material for the maintenance of species diversity over longer, evolutionary time-scales and may also confer the basis for adaptation to environmental change. Many current marine reserves are small in size and isolated to some degree (e.g. sea loughs and offshore islands). While such features enable easier management, they may have important implications for the genetic structure of protected populations, the ability of populations to recover from local catastrophes and the potential for marine reserves to act as sources of propagules for surrounding areas. Here, we present a case study demonstrating genetic differentiation, isolation, inbreeding and reduced genetic diversity in populations of the dogwhelk Nucella lapillus in Lough Hyne Marine Nature Reserve (an isolated sea lough in southern Ireland), compared with populations on the local adjacent open coast and populations in England, Wales and France. Our study demonstrates that this sea lough is isolated from open coast populations, and highlights that there may be long-term genetic consequences of selecting reserves on the basis of isolation and ease of protection.",37,2005,10.1098/rspb.2005.3051,WOS:000230203900012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,no mention of species richness or other usable biodiversity indicator
252,in,out,out,WoS,yes,J,"Chateau, O; Wantiez, L","Chateau, O; Wantiez, L",Comparison of coral reef fish communities between two fished and one protected reefs in New Caledonia South Lagoon Marine Park.,CYBIUM,,"The MPAs located within the New Caledonia South Lagoon Marine Park have been studied since their creation in 1989. Reef fish communities modifications within the MPAs are now well known but their interactions with unprotected areas still needs to be quantified. Prior to the study of reef fish movement patterns between MPAs and unprotected reefs, the present study was planed to compare the coral reef fish communities of two fished reefs (Crouy and Laregnere reefs) and one protected reef (Laregnere islet) within the Park. Twelve stations were sampled on each reef using underwater visual census techniques. Three point counts were completed at each station; one on the reef flat, one on the upper part of the reef slope and one on the lower part of the reef slope. Species richness, density and biomass of all edible species in the Pacific and of commercial species in New Caledonia were calculated. No significant difference occurred between reefs for edible fish and all three indices. Significant differences occurred for the commercial species, with higher values on the protected reef for all three indices. Species richness was 15% and 28% higher, density 65% and 107% higher and biomass 94% and 158% higher in the reserve than in the unprotected reefs. Significant differences occurred for the most valuable commercial families; Serranids, Siganids, commercial Acanthurids and commercial Labrids, which were also more important in the protected reef. These effects were less significant for the Scarids. Only few species, e.g. Chlorurus microrhinos, which is one of the most targeted parrotfish, have significant higher density and biomass in the protected area. Three species assemblages were identified using a Correspondence Analysis: one assemblage affected by cyclone Erica, one protected assemblage and one unprotected assemblage. A comparison with the results of a Canonical Correspondence Analysis showed that these assemblages were primarily related to reef status and secondarily to substrate characteristics. Protection measures were responsible for a modification of reef fish organisation despite a significant effect of habitat structure. The density of commercial species in fished areas near the protected area was higher than in the reserve before the protection was effective. These results and the relative stability of the protected community during 9 years support the hypothesis of significant interactions between protected reefs and nearby unprotected reefs. These results were used to plan a three years program to test fish movement patterns between these three reefs.",12,2005,,WOS:000230426100007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,the article was written in french
253,in,out,out,WoS,,S,"Link, J; Almeida, F; Valentine, P; Auster, P; Reid, R; Vitaliano, J","Link, J; Almeida, F; Valentine, P; Auster, P; Reid, R; Vitaliano, J",The effects of area closures on Georges Bank,BENTHIC HABITATS AND THE EFFECTS OF FISHING,,"In late 1994, substantial portions of Georges Bank were closed to commercial fishing to assist with stock rebuilding. These areas were Closed Area I (CAI), located on the western portion of the bank., and Closed Area II (CAII), on the eastern portion. After about 5 years of closure, the southern portion of CAII and the central portion of CAI, having exhibited substantial increases in biomass and density of sea scallops Placopecten magellanicus, were reopened to scallop fishing. Before the industry was allowed entry, we conducted surveys to monitor the recovery of benthic habitat and fauna inside both areas. Sampling sites were selected in a paired station design for an inside-outside comparison representative of major habitat types in each closed area; other stations were chosen to survey the remainder of the closed areas. At each station, we examined a suite of biotic and abiotic variables ranging from substrate type to benthos to nekton. Our results suggest few differences between the inside-outside paired stations in both closed areas for nekton and benthic species composition and species richness. Fish abundance and biomass were similar inside and outside the closed areas. However, individuals of species such as skates (Raja spp.), haddock Melanogrammus aeglefinus, and flounders (Pleuronectiformes) were generally larger inside than outside the closed areas. Additionally, habitat type was important in determining the distribution, abundance, biomass, size, and feeding ecology for some of the more benthic-oriented species studied. In CAI, the differences we observed in the suite of biotic metrics are likely a result of the high diversity of habitat types, with many of the habitat types composed of higher-relief material (e.g., cobble, gravel, etc.) in the region. The seabed in the southern portion of CAII is a relatively high-energy sand habitat of low to moderate complexity and has a relatively low vulnerability to trawling and dredging, which may explain why there were less pronounced differences in abundance or biomass across habitat types in that closed area as compared to CAI. Other parts of closed areas on the northeastern shelf may exhibit more obvious changes in the same biological metrics due to the presence of more complex habitats and increased vulnerability to bottom tending fishing gear. Those differences we observed for CAI and CAII may have implications for the population dynamics of commercially valuable benthic species, yet that question remains a major challenge.",17,2005,,WOS:000232152900027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,control areas were previously closed to fishing
254,in,out,out,WoS,,J,"Blyth, RE; Kaiser, MJ; Edwards-Jones, G; Hart, PJB","Blyth, RE; Kaiser, MJ; Edwards-Jones, G; Hart, PJB",Implications of a zoned fishery management system for marine benthic communities,JOURNAL OF APPLIED ECOLOGY,,"1. The impacts of trawls and dredges on marine benthic habitats and communities have been studied extensively, but mostly at small scales and over short time periods. To investigate the large-scale chronic impacts of towed fishing gears, zoned commercial fishery management systems allow comparison of habitats and communities between areas of seabed subjected to varying levels of towed-gear use.2. The Inshore Potting Agreement (IPA) was implemented in 1978 to restrict the use of towed gears in inshore areas that had traditionally been used by static-gear (pot and net) fishers. We used scallop dredges to sample benthic communities at sites within and adjacent to the IPA area that had been subjected to four different commercial fishing regimes since the inception of the system. These were: (i) towed gears only, (ii) annual, seasonal towed-gear use, (iii) temporary towed-gear use but reverting to static-gear use 18-24 months prior to sampling, and (iv) static gears only.3. There were no significant differences in the total species richness or biomass of benthic communities between sites under regimes (i) and (ii). There was significantly greater total species richness and biomass of benthic communities at sites under regimes (iii) and (iv) than at sites under regimes (i) and (ii). The benthic community biomass under regime (iv) was significantly greater than under all other regimes.4. The IPA has maintained benthic species that are important for the settlement and survival of others. The cessation of towed-gear fishing for a period of greater than 2 years would be necessary for benthic communities in areas adjacent to the IPA to recover such that they were indistinguishable from areas where towed gears had not been used.5. Synthesis and applications. Members of the fishing industry may object to the creation of permanent closed areas because harvestable stocks can move in space and time. This study indicates that zoned fishery management can allow some sectors of the fishing industry to retain access to fishery resources while protecting benthic species and habitats.",43,2004,10.1111/j.0021-8901.2004.00945.x,WOS:000224167700015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,no mention of MPA
255,out,out,out,WoS,,J,"La Mesa, G; Micalizzi, M; Giaccone, G; Vacchi, M","La Mesa, G; Micalizzi, M; Giaccone, G; Vacchi, M","Cryptobenthic fishes of the Ciclopi Islands marine reserve (central Mediterranean Sea): assemblage composition, structure and relations with habitat features",MARINE BIOLOGY,,"The fish assemblage of the Ciclopi Islands marine reserve, which is located along the eastern coast of Sicily (Central Mediterranean), was unknown until our study provided insight into the cryptobenthic fish assemblage inhabiting this integral reserve zone. Visual census surveys were periodically conducted along the littoral rocky shores of Lachea, the largest island of the Ciclopi archipelago. The fish assemblage, which comprised 20 species belonging to Blenniidae, Gobiidae, Tripterygiidae, Scorpaenidae and Gobiesocidae, was dominated by Scorpaena maderensis and Trypterigion delaisi. Species richness (S) did not show significant differences between the northern, eastern, southern and western island coasts, whereas both species diversity (H) and evenness (J) were significantly higher on the western coast than on the northern coast. The effect of the island coast on fish density was not significant with regard to the whole assemblage or to single species, except for S. maderensis and T. delaisi. The pattern of variation of assemblage parameters was mainly positively correlated with microhabitat variables, especially substratum composition and type of cover. The best predictors of fish total density were bottom slope, rugosity and substratum composition. Variations in relative species density were specified by a different combination of macro- and microhabitat variables. The density pattern of S. maderensis showed a positive relationship with depth. In T. delaisi, the influence of slope was interrelated to that of exposure to waves. This species preferentially inhabited flat habitat, sheltered from the open sea and covered by small boulders, but also more-exposed rockwalls. The population densities of Tripterygion melanurus and Lipophrys trigloides were negatively affected by depth, thus reflecting their preference for the upper infralittoral. T. melanurus was associated with a more complex habitat (stones and boulders), whereas L. trigloides was mainly censused on a narrow strip of solid rock between the waterline and 1 in depth.",29,2004,10.1007/s00227-004-1315-9,WOS:000223098200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,no control outside or before the MPA
256,in,out,out,WoS,,J,"Kaunda-Arara, B; Rose, GA","Kaunda-Arara, B; Rose, GA",Effects of Marine Reef National Parks on fishery CPUE in coastal Kenya,BIOLOGICAL CONSERVATION,,"The role of marine protected areas in conserving fish stocks and their potential influence on adjacent fisheries was studied at Malindi and Watamu Marine National Parks, Kenya (established in 1968). For most species catch per unit effort (CPUE) in traditional Dema traps fished across park boundaries was higher within the parks (up to an order of magnitude). However, a few species (e.g., the seagrass parrotfish, Leptoscarus uaigensis and the whitespotted rabbitfish, Siganus sutor, WSR) had higher seasonal CPUE outside the parks. Potential spillover of fishes from the parks to adjacent fished areas was tested with a logistic decay model of density gradients (CPUE) across park borders from fringing and patch reefs. A steep decay in CPUE off the Malindi patch reef suggested little spillover of most species. However, greater spillover was suggested off fringing reefs. Species differences were evident. The two most important commercial species showed different density gradients. Species diversity declined more abruptly off the fringing reefs. We conclude that although spillover of most species from the parks is limited, the most important commercial species exhibits significant spillover to adjacent fisheries and the Parks likely comprise important nursery and growth areas for other species. (C) 2003 Elsevier Ltd. All rights reserved.",62,2004,10.1016/j.biocon.2003.06.001,WOS:000221212000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,the study was not designed to assess the efficiency of MPA on biodiversity
257,out,out,out,WoS,,J,"Benkendorff, K; Davis, AR","Benkendorff, K; Davis, AR","Gastropod egg mass deposition on a temperate, wave-exposed coastline in New South Wales, Australia: implications for intertidal conservation",AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,,"1. The identification and protection of known breeding grounds is a high priority for the conservation of marine biodiversity. Here, we examine the intertidal habitats used by marine gastropods for the deposition of benthic egg masses along a wave-exposed coastline in New South Wales, Australia.2. A total of 200 surveys were conducted on 13 intertidal reefs. The egg masses of 46 species were identified, with a further eight distinct types recorded but remaining unidentified. Over half of the gastropods were found to deposit egg masses exclusively on the underside of boulders. Other intertidal substrata used for gastropod egg mass deposition included vertical and horizontal exposed rock surfaces, algal fronds and sand. Only eight species were found to attach their egg masses to more than one type of substratum.3. Twelve reefs were classified into three categories according to exposure to wave action and habitat diversity. The mean number of species found depositing egg masses was compared using a standard eight surveys from each site. Sub-maximally wave-exposed reefs with maximal habitat diversity were found to support a significantly higher species richness of gastropod egg masses, compared with maximally wave-exposed reefs with either maximal or sub-maximal habitat diversity (p = 0.000).4. Gastropods that deposit egg masses on the underside of boulders were more likely to be found on sub-maximally wave-exposed reefs, whereas species that deposit egg masses in all other microhabitats were equally likely to be found breeding on sub-maximally or maximally exposed reefs.5. Gastropods with pelagic larvae tended to occur at a greater number of sites than those that hatch post-metamorphosis. A significant difference was found between species grouped according to these two developmental modes for the mean number of sites at which egg masses were recorded (P = 0.008).6. Variation in the species richness of gastropods found depositing egg masses on different intertidal reefs appears to be influenced by the availability of suitable boulders and exposure to wave action. These factors should be taken into consideration during the selection of locations for intertidal protected areas. Copyright (C) 2004 John Wiley Sons, Ltd.",19,2004,10.1002/aqc.604,WOS:000222223100005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,assesment of biodiversity in a potential site for the implementation of marine protection areas
258,in,out,out,WoS,,J,"Garcia-Charton, JA; Perez-Ruzafa, A; Saanchez-Jerez, P; Bayle-Sempere, JT; Renones, O; Moreno, D","Garcia-Charton, JA; Perez-Ruzafa, A; Saanchez-Jerez, P; Bayle-Sempere, JT; Renones, O; Moreno, D","Multi-scale spatial heterogeneity, habitat structure, and the effect of marine reserves on Western Mediterranean rocky reef fish assemblages",MARINE BIOLOGY,,"A hierarchical sampling design, spanning five orders of magnitude (from 10s of metres to 100s of kilometres) was created in order to quantify the multi-scale spatial variability of visually censused rocky reef fish assemblages in the western Mediterranean Sea. Specifically, we tested the hypotheses that species abundance and the biomass of reef fish populations is higher within than outside marine reserves, and that a north-to-south geographical gradient of these variables exists. We also explored the relationship between the fish assemblage and habitat structure, as an environmental factor likely to account for an important part of the observed variability. The mixed analyses of variance revealed that total abundance and biomass, species richness and abundance and biomass of several target species reached higher average values within marine reserves. Nevertheless, some non-protected localities (e.g. Aguilas) harboured richer and more abundant fish assemblages than some marine reserves. In addition, regional variation, attributable to differences in local carrying capacity and hydroclimatic conditions, are also shown across the studied area. Moreover, the studied assemblage is patchy at small and/or intermediate spatial scales, considering both assemblage descriptors (total abundance and biomass, species richness), and the abundance and biomass of fish species and spatial categories. Detected patterns were different depending on the species and assemblage variables analysed. Differences in habitat structure account for a significant proportion of total variability of the studied variables, and are likely to be responsible for a large part of the observed differences, especially at small-to-intermediate spatial scales. Other factors-spatial variability in larval distribution, settlement and/or post-settlement survival-are discussed in order to explain the observed differences. We concluded that causes of the observed patchiness of Mediterranean reef fish assemblages are probably multiple. Long-term, multi-scale spatial and temporal monitoring actions, as well as process-oriented manipulative experiments are urgently needed in order to ascertain the relative importance of each factor.",198,2004,10.1007/s00227-003-1170-0,WOS:000187504900019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fished sites have different habitat than protected ones, and the sampling period is different. They can't be used as a control"
259,out,out,out,WoS,,J,"Lirman, D; Miller, MW","Lirman, D; Miller, MW",Modeling and monitoring tools to assess recovery status and convergence rates between restored and undisturbed coral reef habitats,RESTORATION ECOLOGY,,"Boating activities are an increasing source of physical damage to coral reefs worldwide. The damage caused by ship groundings can be significant and may result in a shift in reef structure and function. In this study we evaluate the status of two restoration projects established in 1995, 6 years after two freighters, the M/V Maitland and the M/V Elpis, ran aground on reefs of the Florida Keys National Marine Sanctuary. Our approach includes field monitoring in support of simulation model development to assess the effectiveness of the restoration efforts. A population model was developed for the coral Porites astreoides to project the convergence rates of coral abundance and population size structure between the restored and surrounding reference habitats. Coral communities are developing rapidly on the restoration structures. Species richness and abundance of the dominant coral, P. astreoides, were nearly indistinguishable between the restoration structures and reference habitats after only 6 years. However, although abundance and size structure of P. astreoides populations are rapidly approaching those of the reference habitats (a convergence in size structure within 10 years was simulated), maximum coral size will take twice as long to converge for this species. The sensitivity of the model to maximum recruitment rates highlights the importance of recruitment on the recovery rates of restored habitats, suggesting that special attention should be afforded to provide coral recruits with appropriate recruitment substrate at the time of restoration. Finally, the rates of convergence and, hence, the level of success of a restoration effort were shown to be influenced not only by the recruitment and survivorship rates of corals on the restoration structures but by the characteristics of the reference population as well. Accordingly, reference populations ought to be considered a moving target against which restoration success has to be measured dynamically. The simple, cost-effective, monitoring-modeling approach presented here can provide the necessary tools to assess the current status of a restoration effort and to project the time required for coral populations to resemble those found on undamaged reference habitats",36,2003,10.1046/j.1526-100X.2003.rec0286.x,WOS:000186531800006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,study of an active method of coral reef restoration
260,in,in,in,WoS,yes,J,"Walmsley, SF; White, AT","Walmsley, SF; White, AT","Influence of social, management and enforcement factors on the long-term ecological effects of marine sanctuaries",ENVIRONMENTAL CONSERVATION,,"Marine sanctuaries are increasingly being promoted as tools for conservation and fisheries management. This study investigates the effects of protection over 19 years on substrate composition and fish communities in four marine sanctuaries and corresponding non-sanctuary areas in the Philippines and examines the importance of community support, management measures and enforcement of regulations on these ecological effects. Between 1981 and 2000,, substrate cover variables were measured using line transects with scuba and snorkel surveys, and fish censuses (identification to family level) were conducted using scuba within a 500 m(2) area. Semi-structured interviews collected data on community support for the sanctuaries, and observations and interviews established management and enforcement aspects of the sanctuaries. Over time, all sanctuaries showed improvements, or maintenance of, ecological variables compared with pre-enforcement times, with maintenance of hard coral cover and average increases of 8.3% in fish species richness and 54.9% in fish abundance. In comparison, non-sanctuary areas showed maintenance of the status quo or declines in ecological variables. However hard coral cover, fish abundances and fish species richness showed significant declines as well as increases in sanctuary areas. Community, management and enforcement factors were significantly related to positive ecological trends in sanctuary areas; management and enforcement were related to a wider variety of ecological factors than community score. Community support was significantly related to an increase in hard coral cover in deep areas. Enforcement of regulations was significantly related to an increase in abundance of fishery target fish species in sanctuary areas, and simple management measures were significantly related to an increase in abundance of large predators. Supportive communities that voluntarily implemented sanctuary regulations, improved enforcement, and small discrete cohesive communities may have facilitated the process of building this community support. Well-enforced sanctuaries that showed an increase in abundance of target species may have contributed to the maintenance of fish yields in adjacent non-sanctuary areas. The effects of sanctuary implementation varied on a case-by-case basis, influenced by environmental, biological, physical and human factors. However, a combination of community support, management measures and enforcement of regulations contributed towards positive ecological trends in sanctuary areas.",62,2003,10.1017/S0376892903000407,WOS:000188812100009,field,BACI,1986,MPA,Apo,1,young,1985,FPA,fully,0.23,0.23,small,yes,Philippines,tropical,Asia,South China Sea,coral reef,,ecological,fish,,,,,state,,biodiversity,,species richness,Figure 5,positive,yes,number,CI,43.5,4,6,6.12244898,58.5,6,3.75,4.686523743,58.50,6.00,3.75,4.686523743,44.25,4,18.75,19.13265306,0.575437199,0.053828966,,,Before values were sampled in 1985
260,in,in,in,WoS,yes,J,"Walmsley, SF; White, AT","Walmsley, SF; White, AT","Influence of social, management and enforcement factors on the long-term ecological effects of marine sanctuaries",ENVIRONMENTAL CONSERVATION,,"Marine sanctuaries are increasingly being promoted as tools for conservation and fisheries management. This study investigates the effects of protection over 19 years on substrate composition and fish communities in four marine sanctuaries and corresponding non-sanctuary areas in the Philippines and examines the importance of community support, management measures and enforcement of regulations on these ecological effects. Between 1981 and 2000,, substrate cover variables were measured using line transects with scuba and snorkel surveys, and fish censuses (identification to family level) were conducted using scuba within a 500 m(2) area. Semi-structured interviews collected data on community support for the sanctuaries, and observations and interviews established management and enforcement aspects of the sanctuaries. Over time, all sanctuaries showed improvements, or maintenance of, ecological variables compared with pre-enforcement times, with maintenance of hard coral cover and average increases of 8.3% in fish species richness and 54.9% in fish abundance. In comparison, non-sanctuary areas showed maintenance of the status quo or declines in ecological variables. However hard coral cover, fish abundances and fish species richness showed significant declines as well as increases in sanctuary areas. Community, management and enforcement factors were significantly related to positive ecological trends in sanctuary areas; management and enforcement were related to a wider variety of ecological factors than community score. Community support was significantly related to an increase in hard coral cover in deep areas. Enforcement of regulations was significantly related to an increase in abundance of fishery target fish species in sanctuary areas, and simple management measures were significantly related to an increase in abundance of large predators. Supportive communities that voluntarily implemented sanctuary regulations, improved enforcement, and small discrete cohesive communities may have facilitated the process of building this community support. Well-enforced sanctuaries that showed an increase in abundance of target species may have contributed to the maintenance of fish yields in adjacent non-sanctuary areas. The effects of sanctuary implementation varied on a case-by-case basis, influenced by environmental, biological, physical and human factors. However, a combination of community support, management measures and enforcement of regulations contributed towards positive ecological trends in sanctuary areas.",62,2003,10.1017/S0376892903000407,WOS:000188812100009,field,BACI,1999,MPA,Balicasag,13,old,1986,FPA,fully,0.034,0.034,small,yes,Philippines,tropical,Asia,South China Sea,coral reef,,ecological,fish,,,,,co-managed,,biodiversity,,species richness,Figure 5,neutral,yes,number,CI,55.71428571,3,5,4.418496958,52.14285714,7,4.285714286,5.785170505,52.86,5.00,4.29,4.889361467,45,5,4.285714286,4.889361467,0.094680981,0.007927384,,,Before values were sampled in 1985
260,in,out,out,WoS,yes,J,"Walmsley, SF; White, AT","Walmsley, SF; White, AT","Influence of social, management and enforcement factors on the long-term ecological effects of marine sanctuaries",ENVIRONMENTAL CONSERVATION,,"Marine sanctuaries are increasingly being promoted as tools for conservation and fisheries management. This study investigates the effects of protection over 19 years on substrate composition and fish communities in four marine sanctuaries and corresponding non-sanctuary areas in the Philippines and examines the importance of community support, management measures and enforcement of regulations on these ecological effects. Between 1981 and 2000,, substrate cover variables were measured using line transects with scuba and snorkel surveys, and fish censuses (identification to family level) were conducted using scuba within a 500 m(2) area. Semi-structured interviews collected data on community support for the sanctuaries, and observations and interviews established management and enforcement aspects of the sanctuaries. Over time, all sanctuaries showed improvements, or maintenance of, ecological variables compared with pre-enforcement times, with maintenance of hard coral cover and average increases of 8.3% in fish species richness and 54.9% in fish abundance. In comparison, non-sanctuary areas showed maintenance of the status quo or declines in ecological variables. However hard coral cover, fish abundances and fish species richness showed significant declines as well as increases in sanctuary areas. Community, management and enforcement factors were significantly related to positive ecological trends in sanctuary areas; management and enforcement were related to a wider variety of ecological factors than community score. Community support was significantly related to an increase in hard coral cover in deep areas. Enforcement of regulations was significantly related to an increase in abundance of fishery target fish species in sanctuary areas, and simple management measures were significantly related to an increase in abundance of large predators. Supportive communities that voluntarily implemented sanctuary regulations, improved enforcement, and small discrete cohesive communities may have facilitated the process of building this community support. Well-enforced sanctuaries that showed an increase in abundance of target species may have contributed to the maintenance of fish yields in adjacent non-sanctuary areas. The effects of sanctuary implementation varied on a case-by-case basis, influenced by environmental, biological, physical and human factors. However, a combination of community support, management measures and enforcement of regulations contributed towards positive ecological trends in sanctuary areas.",62,2003,10.1017/S0376892903000407,WOS:000188812100009,field,CI,1999,MPA,Sumilon Island,,,2000,PPA,fully,0.024,0.024,small,no,Philippines,tropical,Asia,South China Sea,coral reef,,ecological,fish,,,,,state,,biodiversity,,species richness,Figure 5,positive,yes,number,CI,,,,,,,,,55.00,2.00,6.43,4.638455562,46.42857143,2,7.857142857,5.669223464,0.169418152,0.011011224,,,sanctuary re established only after data collection
261,out,out,out,WoS,,J,"Beger, M; Jones, GP; Munday, PL","Beger, M; Jones, GP; Munday, PL",Conservation of coral reef biodiversity: a comparison of reserve selection procedures for corals and fishes,BIOLOGICAL CONSERVATION,,"A range of different biodiversity-based selection methods for nature reserves has been tested for terrestrial environments, including those based on diversity hotspots, endemicity hotspots and complementarity. In this study, we investigate the utility of these approaches for a coral reef embayment. We compare coral and fish species richness in a random accumulation of reserve sites with (a) hotspots analysis, (b) stratified selection of hotspots, and (c) complementarity. Cumulative species-site curves indicated that complementarity maximized the rate of accumulation of species of both corals and fishes in reserves, while the hotspot approach performed moderately well. An equivalent number of reserve sites supported a greater proportion of the coral biodiversity when compared to fishes, reflecting the broader distribution of corals. Our results indicate that when choosing an indicator group as a proxy for representing overall diversity in a reserve network, the group with the greatest heterogeneity will provide the best results. Our findings also show that although a modest number of protected sites (20%) will incorporate much of the local diversity (>75%), species- specific approaches must be incorporated to target rare species. (C) 2002 Elsevier Science Ltd. All rights reserved.",75,2003,10.1016/S0006-3207(02)00249-5,WOS:000181368800005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biodiversity,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,the study is not designed to anderstand the impact of MPA
