ID,OUTabstract,OUTtext,outMA,source,PDF,Publication type,Authors,Authors Full Name,Title,Source Title,Conference Title,Abstract,"Times Cited, All Databases",PublicationYear,DOI,UT (Unique WOS ID),studytype,design,datayear,protection type,MPAname,MPAage,Age,MPAcreation,MPAprotection,FPAsize,MPAsize,Size,enforcement,country,climate,continent,ocean,ecosystem,taxon,species,target,predator,fishery,governance,stakeholder,mechanism,outcome,indicator,subindicator,data origin,direction,quantitative,unit,errortype,MPAAvalue,MPAA_samplesize,MPAAerror,MPAA_sd,controlA_value,controlA_samplesize,controlA_error,controlA_SD,errortype,MPAB_value,MPAB_samplesize,MPAB_error,MPAB_sd,controlB_value,controlB_samplesize,controlB_error,controlB_sd,ei,vei,comment
382,out,out,out,WoS,.,J,"McClanahan, TR; Mangi, S","McClanahan, TR; Mangi, S",Spillover of exploitable fishes from a marine park and its effect on the adjacent fishery,.,.,"The role of a marine protected area in enhancing local fisheries, through the emigration or spillover of exploitable fishes, was studied in a coral reef park (Mombasa Marine Park, Kenya) and fishery over a seven-year period during a time when the park's border changed and pull seines were eliminated. We measured catches before and after the park's establishment and during the management changes and compared these catches with the unmanaged side of the park. Additionally, we placed baited traps on both sides of the park over a full tidal cycle which allowed us to measure the spillover from the park compared to the deeper, rougher, and less fished reef edge. The total wet mass of catches per trap, the mean size of the trapped fish, and the number of fish species caught per trap declined as a function of the distance away from the park edge on both the southern and northern sides. However, this relationship was truncated on the unmanaged side which also had smaller catches, smaller fish, and fewer species than the managed side. Trap fishers on the managed side adapted to the spillover by increasing the traps per fisher, which had the effect of reducing the catch per trap. Tides and reef morphology also appeared to interact and influenced catches, but we found no relationships between catches and benthic substratum cover, which was usually dominated by seagrass and sand. Spillover from the deeper reef edge was evident for the managed but not the unmanaged side of the park, but may be due to differences in reef morphology interacting with tidal patterns rather than management. On the managed side, the park significantly increased the catch per fisher and catch per area by >50%, but even after the park's size was reduced, the total catch was reduced by similar to 30%. The reduced park was still similar to 50% of the total area. Consequently, the catch per area increase was insufficient to compensate for the lost area over this early period of the park's establishment. Spillover was greatest for the dominant fisheries species. These were moderately vagile species in the rabbitfish (Siganidae; herbivores), emperors (Lethrinidae; carnivores), and surgeonfish (Acanthuridae; herbivores) families, which had instantaneous emigration rates from the park to the reserve fishing ground of similar to0.5. Our field survey, combined with previous modeling studies, based on adult emigration rates from marine reserves, suggests that tropical fisheries dominated by rabbitfish, emperors, and surgeonfish should be enhanced by closed areas of similar to 10-15% of the total area. The optimal protected area may increase if larval export is important, but the predicted response should not be measurable for >10 years, beyond the length of our study, as breeding stock develop inside protected areas.",320,2000,10.1890/1051-0761(2000)010[1792:SOEFFA]2.0.CO;2,WOS:000165680300017,.,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,connectivity,.,.,.,.,.,.,.,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,benefits of MPA on fisheries
383,in,out,out,WoS,yes,J,"Cole, RG; Villouta, E; Davidson, RJ","Cole, RG; Villouta, E; Davidson, RJ",Direct evidence of limited dispersal of the reef fish Parapercis colias (Pinguipedidae) within a marine reserve and adjacent fished areas,.,.,"1. Spillover of organisms from marine reserves may augment adjacent areas, and is often cited as an important reason for the establishment of marine protected areas. Spillover is dependent on residence or limited dispersal of organisms resulting in an increase in their abundance and size within a marine reserve.2. To investigate movement (i.e. spillover versus residence) we tagged and released 90 blue cod Parapercis colias (Pinguipedidae) at each of four sites, two in and two adjacent to Long Island-Kokomohua Marine Reserve, Marlborough Sounds, New Zealand. The study was done 4-5 years after establishment of the no-rake reserve.3. Abundances of blue cod were similar in and out of the marine reserve, but mean estimated size was 4 cm larger in the reserve than at fished sites.4. Fewer tag resights were made in the reserve than at fished sites, and lagged blue cod were resighted at greater depths in the reserve than at fished sites.5. Most resights (75% for fished sites, 73% for reserve sites) were made within 100 m of the tagging sites, and the number of resights declined through time, though tagged individuals were resighted up to 31 months after tagging.6. The lower number of tag resights at reserve sites, despite the lack of extraction, is consistent with some blue cod at reserve sites moving longer distances than those at fished sites.7. The greater size of individuals in the reserve and limited dispersal of a proportion of the population show that survivorship of blue cod is increased within marine reserves.8. Computer simulations based on measured dispersals indicate that even marine reserves of a few hundred metres long-shore extent have the potential to supplement fished populations nearby.9. These data provide direct evidence of limited dispersal of the most common edible reef fish in the Marlborough Sounds. Blue cod will grow to larger sizes in marine reserves and via spillover will become available to fishers in adjacent areas of contiguous coast. Copyright (C) 2000 John Wiley & Sons, Ltd.",45,2000,10.1002/1099-0755(200011/12)10:6<421::AID-AQC423>3.0.CO;2-E,WOS:000165945800003,field,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,connectivity,.,.,.,.,.,.,.,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,movement behaviour
330,in,in,out,WoS,yes,J,"Garcia-Charton, J. A.; Perez-Ruzafa, A.; Marcos, C.; Claudet, J.; Badalamenti, F.; Benedetti-Cecchi, L.; Falcon, J. M.; Milazzo, M.; Schembri, P. J.; Stobart, B.; Vandeperre, F.; Brito, A.; Chemello, R.; Dimech, M.; Domenici, P.; Guala, I.; Le Direach, L.; Maggi, E.; Planes, S.","Garcia-Charton, J. A.; Perez-Ruzafa, A.; Marcos, C.; Claudet, J.; Badalamenti, F.; Benedetti-Cecchi, L.; Falcon, J. M.; Milazzo, M.; Schembri, P. J.; Stobart, B.; Vandeperre, F.; Brito, A.; Chemello, R.; Dimech, M.; Domenici, P.; Guala, I.; Le Direach, L.; Maggi, E.; Planes, S.","Effectiveness of European Atlanto-Mediterranean MPAs: Do they accomplish the expected effects on populations, communities and ecosystems?",.,.,"The success of MPAs in conserving fishing resources and protecting marine biodiversity relies strongly on how well they meet their planned (or implicit) management goals. From a review of empirical studies aiming at assessing the ecological effects of Mediterranean and Macaronesian MPAs, we conclude that establishing an MPA is successful for (i) increasing the abundance/biomass, (ii) increasing the proportion of larger/older individuals, and (iii) enhancing the fecundity of commercially harvested populations; also, MPAs demonstrated to be effective for (iv) augmenting local fishery yields through biomass exportation from the protected area, and (v) inducing shifts in fish assemblage structure by increasing the dominance of large predator species. However, the attraction for tourism and diving due to ecological benefits of protection can cause damages likely to reverse some of the MPA effects. Other expected effects are more subject to uncertainty, and hence need more research, such as (vi) causing density-dependent changes in life history traits and (vii) protecting the recruitment of commercially important species, (viii) protecting marine biodiversity (including genetic diversity), (ix) causing ecosystem-wide effects such as trophic cascades, and (x) increasing community and ecosystem stability, thus promoting resilience and faster recovery from disturbance. Meta-anatysis of data arising from these case studies are used to establish the overall effect of MPAs, and its relationship to MPA features, such as size of no-take area or time since protection. Based on the review and the meta-analyses, specific recommendations are provided for MPA management, regarding the establishment of goals and objectives, site selection, MPA design and zoning, planning, and monitoring. Finally, a series of recommendations for MPA research are offered to drive future research in MPA issues in the Mediterranean and Macaronesia. (c) 2008 Elsevier GmbH. All rights reserved.",117,2008,10.1016/j.jnc.2008.09.007,WOS:000262208400002,review,mix,mix,MPA,mix,mix,,mix,mix,mix,mix,,NA,mix,mix,mix,mix,mix,mix,mix,mix,mix,.,.,.,connectivity,.,recruitment,recruitment,NA,positive,no,NA,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,OutMA because not quantitative
384,in,in,out,WoS,yes,J,"Planes, S; Galzin, R; Rubies, AG; Goni, R; Harmelin, JG; Le Direach, L; Lenfant, P; Quetglas, A","Planes, S; Galzin, R; Rubies, AG; Goni, R; Harmelin, JG; Le Direach, L; Lenfant, P; Quetglas, A",Effects of marine protected areas on recruitment processes with special reference to Mediterranean littoral ecosystems,.,.,"Although site-attached fish can be expected to increase in abundance in marine protected areas (MPAs), there is little known about recruitment effects. The present work reviews concepts and field evidence for enhancement of recruitment of species in MPAs, focusing geographically on the Mediterranean littoral because of its long history of intensive fishery exploitation, but drawing on evidence from studies on recruitment processes in general on MPAs both in the Mediterranean and elsewhere. We considered recruitment as the process of a fish being added to the local population. The general questions of interest are whether the increase in biomass of species protected in MPAs has an effect on recruitment in the MPAs or in neighbouring areas, and, on competition and predation effects on new recruits. A flow diagram of the effects of MPA status on recruitment is developed and employed to identify the relevant processes. The diagram incorporates three levels of factors: (1) characteristics of MPAs (location, size, habitat type, oceanography and level of protection); (2) life stages of species protected in MPAs relevant to recruitment (eggs, larvae, settlers and juveniles); and (3) fundamental processes of dispersal/movement, predation and competition. From this conceptual diagram, the following main components of the recruitment process were identified and used to structure the review: (1) relationship between the ecology of pelagic stages and the design, location and oceanographic regime of MPAs; (2) effects of protection in MPAs from fishery exploitation of nursery habitats on settlement success; and (3) effects of protection on survival of settlers and juveniles from competition and predation. We found an exceptionally low number of studies specifically addressing recruitment processes in MPAs. This was particularly the case in in hat concerns the relationship between larval ecology and the characteristics and oceanographic regime of MPAs. The effectiveness of MPAs in promoting recruitment mainly depends on the locations and on sizes of the MPAs in relation to the reproductive biology and larval ecology of the species concerned. The locations and sizes of MPAs in turn depend on MPA objectives, whether the purpose is to protect entire life cycles, the juveniles, or to increase egg production and larval export. The assessment of the relationship between the protection of nursery habitats and settlement success indicates that the magnitude of the effects of protection depends on whether the recruitment of the species involved is restricted to a narrowly-defined set of environmental conditions or, on the contrary, can occur in diverse environments, including areas beyond the influence of the MPAs. Thus, the locations of MPAs determine the habitats which are protected and, consequently, the species, the settlement of which will be favoured. For Mediterranean shallow-water species, the nearshore zone encompasses most of the essential nursery habitats for protection. Recruitment studies conducted in MPAs in the north-western Mediterranean have showed no differences in survival of newly-settled littoral fish between MPAs and the areas outside of them. Conversely, for older recruits, mortality was found to be higher inside MPAs, probably due to the increased abundance and size of large predators. This study highlights the almost total absence of studies addressing even the most elementary. questions of recruitment in the specific context of MPAs.",73,2000,10.1017/S0376892900000175,WOS:000089515000006,review,mix,mix,mix,mix,mix,,mix,mix,mix,mix,,mix,mix,mix,mix,mix,mix,mix,mix,mix,mix,.,.,.,connectivity,.,recruitment,recruitment,NA,ambiguous,no,NA,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,"very good review, to use for redaction; info on why recruitment may not be enhanced in MPAs (increased predation)"
385,in,out,out,WoS,yes,J,"Jennings, S","Jennings, S",Patterns and prediction of population recovery in marine reserves,.,.,"Marine reserves (no-take zones) are widely recommended as conservation and fishery management tools. One potential benefit of marine reserves is that they can reduce fishing mortality. This can lead to increases in the abundance of spawners, providing insurance against recruitment failure and maintaining or enhancing yields in fished areas. This paper considers the factors that influence recovery following marine reserve protection, describes patterns of recovery in numbers and biomass, and suggests how recovery rates can be predicted. Population recovery is determined by initial population size, the intrinsic rate of population increase r, and the degree of compensation (increases in recruits per spawner as spawner abundance falls) or depensation (lower than expected recruitment at low abundance, Allee effect) in the spawner-recruit relationship. Within a reserve, theoretical recovery rates are further modified by metapopulation structure and the success of individual recruitment events. Recovery also depends on the extent of reductions in fishing mortality (F) as determined by the relationship between patterns of movement, migration, and density-dependent habitat use (buffer effect) in relation to the size, shape and location of the reserve. The effects of reductions in F on population abundance have been calculated using a variety of models that incorporate transfer rates between the reserve and fished areas, fishing mortality outside the reserve and life history parameters of the population. These models give useful indications of increases in production and biomass (as yield per recruit and spawners per recruit respectively) due to protection, but do not address recruitment. Many reserves are very small in relation to the geographical range of fish or invertebrate populations. In these reserves it may be impossible to distinguish recovery due to population growth from that due to redistribution. Mean rates of recovery can be predicted from r, but the methods are data intensive. This is ironic when marine reserves are often favoured for management or conservation in data-poor situations where conventional stock assessment is impossible. In these data-poor situations, it may be possible to predict recovery rates from very low population sizes by using maximum body size or age at maturity as simple correlates of the intrinsic rate of natural increase.",163,2000,10.1023/A:1016619102955,WOS:000168058800004,model,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,connectivity,.,.,.,.,.,.,.,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,no control
386,in,in,out,WoS,yes,J,"Epstein, N; Bak, RPM; Rinkevich, B","Epstein, N; Bak, RPM; Rinkevich, B",Implementation of a small-scale no-use zone policy in a reef ecosystem: Eilat's reef lagoon six years later,.,.,"A small-scale, no-use zone policy has been implemented since 1992 at Eilat's Coral Nature Reserve (Northern Red Sea). Six years later, the status of this closed-to-the-public reef area was compared to two nearby open-to-the-public sites, by evaluating populations of the scleractinian coral Stylophora pistillata in the strolling zone (0.5-1.5 m depth). Results from the open sites show that: (1) Live coral cover was three times lower than at the closed site; (2) numbers of small colonies (recruits) were significantly higher than in the closed site, while numbers of medium and large size colonies (geometric mean radius, (r) over bar > 4.1 cm) per m(2) were significantly lower; (3) maximum (r) over bar was almost half than that in the closed site (9.6 cm versus 16.7 cm); (4) average number of broken colonies was three times higher than in the closed site, (5) significantly fewer colonies were partially dead. The latter result may reflect senescence processes in the large colonies of the closed site. Although colony breakage is reduced, it appears that the no-use zone policy is not sufficient for protecting small reef areas. The intense exploitation of Eilat's coral reef by the tourist industry requires' in addition to the conventional protective measures, the initiation of novel management solutions such as reef restoration by sexual and asexual recruits.",31,1999,10.1007/s003380050207,WOS:000084275100006,field,CI,1998,MPA,Coral Beach Reserve,NA,,NA,PPA,NA,NA,,NA,Israel,temperate,Asia,Red Sea,coral reef,invertebrate,Stylophora pistillata,unfished,no,.,.,.,connectivity,.,recruitment,recruitment,"""population analysis"" in Results",negative,yes,density of small colonies per m^2,.,.,.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,,,VARIANCE NOT AVAILABLE ON RECRUITMENT DATA
387,in,in,out,WoS,yes,J,"Wallace, SS","Wallace, SS","Evaluating the effects of three forms of marine reserve on northern abalone populations in British Columbia, Canada",.,.,"Marine reserves have been suggested ns tools for assisting the management of fisheries by protecting vulnerable marine species from overexploitation. Although there is a theoretical basis for believing that marine reserves may serve as management tools, there are few marine reserves in the world in which to test their effectiveness. My research evaluated three forms of marine reserve on the south coast of Vancouver Island,, British Columbia, Canada, I used northern abalone (Haliotis kamtschatkana), a severely depleted shellfish in this region, ns an indicator of the effectiveness of the reserves Abalone populations in eight sites receiving different degrees of spatial protection were counted and measured ill situ during the spring of 1996 and 1997 In all sites with enforced harvest closures, populations of abalone were greater, and one site with nearly 40 years of protection had on average much larger (older) abalone. Reproductive output, as a function of abundance and size, was also greater in the enforced reserve areas. Larval dispersal from reserves, and hence the benefit to exploited areas, was not formally surveyed. Nevertheless, the results of my study, combined with knowledge of present abalone populations, life history, and regional hydrodynamics, suggest that establishment of reserves is justified in the absence of perfect knowledge of larval dispersal.",38,1999,10.1046/j.1523-1739.1999.98117.x,WOS:000081771200021,field,CI,1996-1997,MPA,Juan de Fuca,NA,,NA,NA,NA,NA,,NA,Canada,temperate,North America,Pacific,kelp,invertebrate,Haliotis kamtschatkana,fished,no,.,.,.,connectivity,.,reproductive potential,mean fecundity,table 2,ambiguous,yes,10^6 eggs per abalone,NA,0.985,2,NA,0.28991378,0.77,1,NA,NA,.,.,.,.,.,.,.,.,.,,,VARIANCE NOT AVAILABLE MAIL SENT TO AUTHORS
387,in,out,.,WoS,yes,J,"Wallace, SS","Wallace, SS","Evaluating the effects of three forms of marine reserve on northern abalone populations in British Columbia, Canada",.,.,"Marine reserves have been suggested ns tools for assisting the management of fisheries by protecting vulnerable marine species from overexploitation. Although there is a theoretical basis for believing that marine reserves may serve as management tools, there are few marine reserves in the world in which to test their effectiveness. My research evaluated three forms of marine reserve on the south coast of Vancouver Island,, British Columbia, Canada, I used northern abalone (Haliotis kamtschatkana), a severely depleted shellfish in this region, ns an indicator of the effectiveness of the reserves Abalone populations in eight sites receiving different degrees of spatial protection were counted and measured ill situ during the spring of 1996 and 1997 In all sites with enforced harvest closures, populations of abalone were greater, and one site with nearly 40 years of protection had on average much larger (older) abalone. Reproductive output, as a function of abundance and size, was also greater in the enforced reserve areas. Larval dispersal from reserves, and hence the benefit to exploited areas, was not formally surveyed. Nevertheless, the results of my study, combined with knowledge of present abalone populations, life history, and regional hydrodynamics, suggest that establishment of reserves is justified in the absence of perfect knowledge of larval dispersal.",38,1999,10.1046/j.1523-1739.1999.98117.x,WOS:000081771200021,field,CI,1996-1997,gravity,Juan de Fuca,NA,,NA,NA,NA,NA,,NA,Canada,temperate,North America,Pacific,kelp,invertebrate,Haliotis kamtschatkana,fished,no,,,,connectivity,,.,mean fecundity,table 2,NA,yes,APMD * mean fecundity,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,unrelevant indicator
388,out,out,out,WoS,.,J,"Mouillot, D; Culioli, JM; Lepretre, A; Tomasini, JA","Mouillot, D; Culioli, JM; Lepretre, A; Tomasini, JA","Dispersion statistics and sample size estimates for three fish species (Symphodus ocellatus, Serranus scriba and Diplodus annularis) in the Lavezzi Islands Marine Reserve (South Corsica, Mediterranean Sea)",.,.,"For the correct management of the future International Marine Park of Bonifacio, a sampling strategy must be adopted to follow the population fluctuations of certain species of fish. This sampling will be carried out by SCUBA visual census using the fixed point method. The information to be gleaned using this method will include estimates of biomass. These data will subsequently be used to perform both spatial comparisons between sites and temporal comparisons over periods of several years. In order to reveal the existence of statistically significant differences, the sampling strategy adopted must allow accurate means to be obtained which possess relatively low coefficients of variability. The calculation of this optimum sampling depends on the spatial distribution of the species examined. The Taylor law (s(2) = a x (x) over bar(b)), which represents a much utilized mean-variance relationship, will be used to compare the aggregation of three species of fish (Symphodus ocellatus, Serranus scriba and Diplodus annularis) on two different substrate types (Posidonia oceanica meadows and rocks) and for four sites in the Lavezzi Islands. The goodness of fit of this law to the biomass data will allow an optimum sampling strategy to be determined for each species with coefficients of variability of 10 and 25%.",18,1999,10.1046/j.1439-0485.1999.00064.x,WOS:000081494500003,.,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,connectivity,.,.,.,.,.,.,.,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,no control
389,in,out,out,WoS,yes,J,"Guenette, S; Pitcher, TJ","Guenette, S; Pitcher, TJ",An age-structured model showing the benefits of marine reserves in controlling overexploitation,.,.,"Previous modelling of areas closed to fishing (marine reserves) has generally employed non-dynamic models and has not included biological factors such as stock-recruitment and weight-fecundity relations. These models predicted that a marine reserve would result in a decrease in fishery yield, an increase in spawning biomass and that movements of fish across the reserve boundaries could reduce its benefits. We utilised an age-structured model based on an Atlantic cod population that included more realistic reproductive factors. We compared a Reserve regime that contained a reserve with a No-reserve regime in which the usual fishery management tools were used. As exploitation rate increased, the relative recruitment and spawners biomass decreased in the No-reserve regime. Larger reserves resulted in more robust recruitment and biomass of spawners. At low exploitation rates, marine reserves resulted in smaller yields. However, when the exploitation rate was larger than the rate which gives the maximum sustainable yield, the biomass of female spawners was maintained at a higher level in the Reserve regime and hence the yield did not collapse. Faster rate of movement of fish decreased these advantages, but the higher spawners biomass and level of recruitment still provided advantages for the Reserve regime. Moreover, even for highly mobile fish, our model suggests that a fish stock protected with a marine reserve would be more resilient to exploitation than when managed without. However, a model realistic spatially and temporally would be necessary to assess the usefulness of marine reserves to prevent overexploitation of migrating fish. (C) 1999 Elsevier Science B.V. All rights reserved.",94,1999,10.1016/S0165-7836(98)00173-8,WOS:000078378500006,model,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,connectivity,.,.,.,.,.,.,.,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,model; not relevant
390,out,out,out,WoS,.,B,"Bruckner, AW","Bruckner, AW",The status of coral reef restoration: Ecological costs and environmental benefits,.,.,"Coral reefs around the world are experiencing an unprecedented decline of live coral from a combination of natural and anthropogenic stresses. With a heightened awareness of the economic, ecological and aesthetic importance of reefs highlighted by the International Year of the Reef campaign, progress is being made toward the development of sustainable coral reef ecosystems. The emphasis has been in research and monitoring to detect changes and identify factors contributing to the decline, increased public education and awareness, and the establishment of marine protected areas. Attempts to reverse the present trend of reef decline have focused almost exclusively on reducing the damage from boat anchors through the establishment of mooring buoys, and the restoration of reefs following ship groundings. Remedial action for ship groundings seeks to accelerate natural recovery of damaged areas, through righting and reattachment of broken corals, removal of reef rubble and stabilization of unconsolidated reef material, and reinforcement of the reef structure. Coral losses associated with hurricanes, disease outbreaks and chronic pollution and sedimentation are of greater significance and pose greater challenges for restoration. These impacts may encompass entire reef tracts, affecting large numbers of corals, including the largest corals, which may be several hundred years old and which provide a major source of new coral recruits. Degraded coral reefs exhibit natural recovery only once the source of insult is eliminated, however this process may require several decades. Natural recovery can be enhanced by eliminating disease from affected corals, by transplanting living coral fragments into degraded areas, and by offering artificial substrates as a framework for natural colonization. Transplantation of adult corals from distant reefs is labor and cost intensive, and may cause significant damage to the source reef; in addition, there is the potential to introduce new diseases to the rehabilitated area. Viable alternatives include the use of juvenile and cultured corals. Juvenile corals are especially promising, as they require no specialized rearing equipment, they can be removed in large numbers at a lower cost and with little impact to the source reef, and they retain a high genetic variability. Researchers are experimenting with potential artificial substrates which can be used to attach juvenile corals to stimulate natural colonization Coral larvae recognize specific chemical signals that induce settlement from the plankton and metamorphosis to the adult form. Flypaper containing these signal molecules has been developed and tested as a potential means of reseeding degraded reefs. Another alternative involves attaching juvenile corals to a limestone material precipitated in situ through electrolysis, utilizing the chemical signals released by the juveniles to promote additional colonization. Continuing research, building on a growing knowledge of coral biology and hypothesis-driven field experiments, holds the promise of developing practical applications in coral reef ecosystem management and rehabilitation that will help ensure the sustainability of these priceless resources.",0,1998,.,WOS:000084418300111,.,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,connectivity,.,.,.,.,.,.,.,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,not relevant
391,out,out,out,WoS,.,J,"Wantiez, L; Thollot, P; Kulbicki, M","Wantiez, L; Thollot, P; Kulbicki, M",Effects of marine reserves on coral reef fish communities from five islands in New Caledonia,.,.,"The effect of marine reserve protection on coral reef fish communities was studied on five islands located in the southwest lagoon of New Caledonia. Commercial fish communities and Chaetodontidae, sampled before fishing prohibition and after five years of protection, were compared. Reference stations were also sampled to assess variability in unprotected communities on the same time scale. The hypothesis that marine reserves protect and develop fish stocks was confirmed. Species richness, density and biomass of fish on the protected reefs increased respectively by 67%, 160% and 246%. This increase was statistically significant, whereas the reference stations showed only a small increase in density. There were significant increases in the species richness, density and biomass of the major exploited fish families (Serranidae, Lutjanidae, Lethrinidae, Mullidae, Labridae, Scaridae, Siganidae and Acanthuridae) and also of the Chaetodontidae. No significant increase in the mean lengths of fishes was noted among the main species, with the exception of one species of Siganid. Size structure changed for most of the main species, as the proportion of small individuals increased after five years of protection. Detrended correspondance analysis indicated that marine reserve protection was the most important determinant of the fish community structure. The second determinant was the position along an inshore-offshore gradient. Marine reserve protection resulted in an increase in the relative abundance and species richness of large edible species within the assemblages.",109,1997,10.1007/s003380050077,WOS:000071018900003,.,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,connectivity,.,.,.,.,.,.,.,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,not about effect on MPA on connectivity but on abundance etc
392,in,out,out,WoS,yes,J,"Russ, GR; Alcala, AC","Russ, GR; Alcala, AC",Marine reserves: Rates and patterns of recovery and decline of large predatory fish,.,.,"A major objective of the use of marine reserves in management of coral reef fisheries is protection of a critical spawning stock biomass to ensure recruitment supply to fished areas via larval dispersal. However, very little empirical evidence exists on the rates and patterns of increase of density and biomass of target species following the closure of a coral reef or part of a reef, nor on how quickly any gains potentially useful to fisheries can be lost if reserves are subsequently opened to fishing. This paper presents empirical evidence derived from the visual monitoring of density and biomass of large predatory coral reef fish (Serranidae (Epinephelinae), Lutjanidae, Lethrinidae and Carangidae as a group) in two small marine reserves and at two control sites in the Philippines from 1983 to 1993. At one reserve (Sumilon) a complex history of management allowed seven measurements of density and biomass at durations of reserve protection ranging from -2 (i.e., fished for 2 yr) to 9 yr. At the second reserve (Apo), seven measurements were taken at durations of reserve protection ranging from 1 to 11 yr. Density of large predators provided an excellent indicator of the effects of marine reserve protection and fishing. Density decreased significantly twice when the Sumilon reserve was opened to fishing (1985, 1993), and increased significantly three times following durations of marine reserve protection of 5 yr (Sumilon reserve and nonreserve sites, 1987-1991) and >6 yr (Apo reserve beyond 1988). Density of large predators at the Apo nonreserve site (open to fishing) did not change significantly, remaining low throughout the study. Significant positive linear correlations of mean density of large predators with years of reserve protection were observed at both reserves. The rates of increase were 1.15 and 0.72 fish 1000 m(-2). yr(-1) at Sumilon and Apo reserves, respectively, with mean density ranges of approximate to 4-17 fish/1000 m(2) (-2 to 9 yr of protection) at Sumilon and 0.5-9.5 fish/1000 m(2) (1-11 yr of protection) at Apo. The pattern of increase of mean biomass with years of reserve protection was more curvilinear than that of mean density, particularly at Sumilon, where a slow increase was observed in the first 3-5 yr (reflecting delayed recruitment and a natural delay to the period of maximum individual mass growth), followed by an increasing rate over the next 4 yr. Mean biomass ranges were approximate to 1.5-18 kg/1000 m(2) (-2 to 9 yr of protection) at Sumilon and 1-10.5 kg/ 1000 m(2) (1-11 yr of protection) at Apo. At Sumilon reserve, 2 and 1.5 yr of unregulated fishing, respectively, eliminated density and biomass gains accumulated over 5 and 9 yr of marine reserve protection.",216,1996,10.2307/2269497,WOS:A1996UZ41200038,.,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,connectivity,.,.,.,.,.,.,.,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,too indirect measures of connectivity
393,in,out,out,WoS,yes,J,"Nakin, M. D. V.; McQuaid, C. D.","Russ, GR; Alcala, AC","Do marine reserves export adult fish biomass? Evidence from Apo Island, central Philippines",.,.,"A frequent expectation of the use of marine reserves in management of coral reef fisheries is maintenance or enhancement of yields to areas adjacent to reserves by adult (post-settlement) movements from reserve to fished areas (the so-called 'spillover effect'). Demonstration of this effect has been rare. This paper reports on some circumstantial evidence derived from underwater visual census monitoring of densities of large predatory coral reef fish [Serranidae (Epinephelinae), Lutjanidae, Lethrinidae and Carangidae as a group] inside and adjacent to a small marine reserve at Apo Island in the central Philippines over a 10 yr period (1983 to 1993). The marine reserve (sanctuary) at Apo Island was established in 1982 and was protected from fishing for the duration of the study. The non-reserve area was open to fishing by up to 200 municipal fishers using traditional fishing gear (bamboo traps, hooks and lines, gill nets and spears). Significant positive correlations of both mean density and species richness of large predatory fish with duration of reserve protection (from 1 to 11 yr) were observed in both the reserve and non-reserve areas surveyed. The minimum distance from the boundary of the reserve to the non-reserve area surveyed was 200 m. During the first 8 yr of reserve protection combined, the density of large predatory fish at distances 200 to 300, 300 to 400 and 400 to 500 m from the reserve boundary did not differ significantly from an even distribution (chi-squared test, p > 0.05). During the period of 9 to 11 yr of protection combined, there was a significantly higher density of these fish in the area closest to the reserve (i.e. in the 200 to 300 m area, chi-squared test, p < 0.05). This visual census data is consistent with a proposed model of adult fish export from the reserve to the non-reserve areas. Along with interview data collected in 1986 and 1992 that showed that fishers were unanimous that their yields had increased since the reserve was implemented, this study provides evidence for export of adult fish from reserve to fished areas.",272,1996,10.3354/meps132001,WOS:A1996UD22300001,.,.,.,.,.,.,,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,connectivity,.,.,.,.,.,.,.,,.,,.,.,.,.,,,.,,.,,.,.,.,.,,,,too indirect measures of connectivity
