ID,PDF,OUTabstract,OUTtext,outMA,Authors,Author.Full.Names,Title,Abstract,citation,year,source,datayear,studytype,design,COMP,protection,Creation,Age,Size,degradation,country,continent,climate,ocean,ecosystem,species,mechanism,outcome,indicator,strength,direction,quantitative,data origin,unit,error type,BeforeMPAvalue,BeforeMPA_samplesize,BeforeMPAerrorRaw,BeforeMPA_SD,BeforeControlvalue,BeforeControl_samplesize,BeforeControlerrorRaw,BeforeControlSD, AfterMPAvalue,AfterMPA_samplesize,AfterMPAerrorRaw,AfterMPA_SD, AfterControlvalue,AfterControl_samplesize,AfterControlerrorRaw,AfterControl_SD,ei,vei,comment
283,,out,out,out,"Fu, HF; Zhang, YM; Ao, XH; Wang, WQ; Wang, M","Fu, Haifeng; Zhang, Yamian; Ao, Xinghai; Wang, Wenqing; Wang, Mao","High surface elevation gains and prediction of mangrove responses to sea-level rise based on dynamic surface elevation changes at Dongzhaigang Bay, China","Mangrove forest responses to sea-level rise (SLR) are likely misestimated in many studies because current assessment methods often assume a constant rate of surface elevation change along the intertidal profile. Most studies also neglect the ecogeomorphic feedback process known to accelerate soil building with SLR. Here, an empirical, dynamic model that accounts for the above processes is constructed for the intertidal zone of a mangrove bay in Hainan, China. The model allows us to explore the response of a tide-dominated mangrove forest to different rates of SLR. Rod surface elevation table-marker horizon (RSET-MH) data (2015-2018) indicate rather high rates of surface accretion (13.3-57.9 mm yr(-1)) and surface elevation changes (7.9-35.5 mm yr(-1)). Surface accretion and surface elevation change decreased exponentially with increasing ground elevation. Our model showed that SLR (at rates of 4 and 16 mm yr(-1)) would not lead to the loss of mangrove cover but that it could alter mangrove species zonation along the intertidal profile by 2100 due to a rich sediment supply and ecogeomorphic feedback. Importantly, rapid SLR and landward barriers can pose a considerable threat to the high-intertidal community by causing increased inundation of the high-intertidal zone, subsequent shifts in species zones, and the loss of mangrove biological and structural diversity along the intertidal profile. Overall, this study predicts probabilities of habitat suitability for mangrove species under SLR and expands our current understanding of the impacts of SLR on tide-dominated mangrove forests in sediment-rich systems. Incorporation of extensive, long-term RSET data into this kind of dynamic model could contribute to the better prediction of mangrove responses to SLR at large scales in the future. (C) 2019 Elsevier B.V. All rights reserved.",2,2019,WoS,,model,,absolute,,,,,,,,,,mangrove,,coastal protection,elevation,sea level rise,,positive,,,,,,,,,,,,,,,,,,,,,,,
284,,in,out,out,"Kumara, MP; Jayatissa, LP; Krauss, KW; Phillips, DH; Huxham, M","Kumara, M. P.; Jayatissa, L. P.; Krauss, K. W.; Phillips, D. H.; Huxham, M.","High mangrove density enhances surface accretion, surface elevation change, and tree survival in coastal areas susceptible to sea-level rise","Survival, growth, aboveground biomass accumulation, sediment surface elevation dynamics and nitrogen accumulation in sediments were studied in experimental treatments planted with four different densities (6.96, 3.26, 1.93 and 0.95 seedlings m(-2)) of the mangrove Rhizophora mucronata in Puttalam Lagoon, Sri Lanka. Measurements were taken over a period of 1,171 days and were compared with those from unplanted controls. Trees at the lowest density showed significantly reduced survival, whilst measures of individual tree growth did not differ among treatments. Rates of surface sediment accretion (means +/- A SE) were 13.0 (+/- 1.3), 10.5 (+/- 0.9), 8.4 (+/- 0.3), 6.9 (+/- 0.5) and 5.7 (+/- 0.3) mm year(-1) at planting densities of 6.96, 3.26, 1.93, 0.95, and 0 (unplanted control) seedlings m(-2), respectively, showing highly significant differences among treatments. Mean (+/- SE) rates of surface elevation change were much lower than rates of accretion at 2.8 (+/- 0.2), 1.6 (+/- 0.1), 1.1 (+/- 0.2), 0.6 (+/- 0.2) and -0.3 (+/- 0.1) mm year(-1) for 6.96, 3.26, 1.93, 0.95, and 0 seedlings m(-2), respectively. All planted treatments accumulated greater nitrogen concentrations in the sediment compared to the unplanted control. Sediment %N was significantly different among densities which suggests one potential causal mechanism for the facilitatory effects observed: high densities of plants potentially contribute to the accretion of greater amounts of nutrient rich sediment. While this potential process needs further research, this study demonstrated how higher densities of mangroves enhance rates of sediment accretion and surface elevation processes that may be crucial in mangrove ecosystem adaptation to sea-level rise. There was no evidence that increasing plant density evoked a trade-off with growth and survival of the planted trees. Rather, facilitatory effects enhanced survival at high densities, suggesting that managers may be able to take advantage of high plantation densities to help mitigate sea-level rise effects by encouraging positive sediment surface elevation.",67,2010,WoS,,field,,absolute,,,,,,,,,,mangrove,,coastal protection,elevation,sea level rise,,positive,,,,,,,,,,,,,,,,,,,,,,,
285,,in,out,out,"Tai, A; Hashimoto, A; Oba, T; Kawai, K; Otsuki, K; Nagasaka, H; Saita, T","Tai, Akira; Hashimoto, Akihiro; Oba, Takuya; Kawai, Kazuki; Otsuki, Kazuaki; Nagasaka, Hiromitsu; Saita, Tomonori","Growth of Mangrove Forests and the Influence on Flood Disaster at Amami Oshima Island, Japan","Mangrove is the generic name for plants growing on tropical and subtropical tidal flats. The mangrove is used for many things, including disaster protecting land from high waves and tides and tsunamis, cleaning rivers and drainage containing soil and sand, and providing a variety of organisms with living space. Climate change and rising sea levels are threatening the future of the mangrove. Developing effective ways to conserve mangroves is thus needed, but more must be known about how the mangrove's ecology and how it develops. It has been pointed out, for example, that mangroves increased flooding by the Sumiyo River in Amami Oshima. We studied ways to develop the mangrove at the Sumiyo River mouth in Amami Oshima and its influence in local flooding, finding that the current mangrove forest had little influence on flooding and that sediment deposition accelerating in Sumiyo Bay due to a sea dike could enlarge the mangrove forest in future.",1,2015,WoS,,field,,absolute,,,,,,,,,,mangrove,,coastal protection,wave,wave attenuation,storm,,,,,,,,,,,,,,,,,,,,,,,,
286,,out,out,out,"Hiraishi, Harada",,Greenbelt tsunami prevention in South Pacific region. Report of the Port and Airport Research Institute,,,2003,other,,model,,absolute,,,,,,,,,,mangrove,,coastal protection,wave,wave attenuation,tsunami,positive,,,,,,,,,,,,,,,,,,,,,,,
287,,out,out,out,"Beetham, E; Kench, PS; Popinet, S","Beetham, Edward; Kench, Paul S.; Popinet, Stephane",Future Reef Growth Can Mitigate Physical Impacts of Sea-Level Rise on Atoll Islands,"We present new detail on how future sea-level rise (SLR) will modify nonlinear wave transformation processes, shoreline wave energy, and wave driven flooding on atoll islands. Frequent and destructive wave inundation is a primary climate-change hazard that may render atoll islands uninhabitable in the near future. However, limited research has examined the physical vulnerability of atoll islands to future SLR and sparse information are available to implement process-based coastal management on coral reef environments. We utilize a field-verified numerical model capable of resolving all nonlinear wave transformation processes to simulate how future SLR will modify wave dissipation and overtopping on Funafuti Atoll, Tuvalu, accounting for static and accretionary reef adjustment morphologies. Results show that future SLR coupled with a static reef morphology will not only increase shoreline wave energy and overtopping but will fundamentally alter the spectral composition of shoreline energy by decreasing the contemporary influence of low-frequency infragravity waves. Business-as-usual emissions (RCP 8.5) will result in annual wave overtopping on Funafuti Atoll by 2030, with overtopping at high tide under mean wave conditions occurring from 2090. Comparatively, vertical reef accretion in response to SLR will prevent any significant increase in shoreline wave energy and mitigate wave driven flooding volume by 72%. Our results provide the first quantitative assessment of how effective future reef accretion can be at mitigating SLR-associated flooding on atoll islands and endorse active reef conservation and restoration for future coastal protection.",27,2017,WoS,,model,,absolute,,,,,,,,,,coral reef,,coastal protection,wave,wave attenuation,wind,,,,,,,,,,,,,,,,,,,,,,,,
288,yes,in,out,out,"Sutton-Grier, AE; Wowk, K; Bamford, H","Sutton-Grier, Ariana E.; Wowk, Kateryna; Bamford, Holly","Future of our coasts: The potential for natural and hybrid infrastructure to enhance the resilience of our coastal communities, economies and ecosystems","There is substantial evidence that natural infrastructure (i.e., healthy ecosystems) and combinations of natural and built infrastructure (hybrid approaches) enhance coastal resilience by providing important storm and coastal flooding protection, while also providing other benefits. There is growing interest in the U.S., as well as around the world, to use natural infrastructure to help coastal communities become more resilient to extreme events and reduce the risk of coastal flooding. Here we highlight strengths and weaknesses of the coastal protection benefits provided by built infrastructure, natural ecosystems, and the innovative opportunities to combine the two into hybrid approaches for coastal protection. We also examine some case studies where hybrid approaches are being implemented to improve coastal resilience as well as some of the policy challenges that can make implementation of these approaches more difficult, The case studies we examine are largely in the U.S. but also include a couple of international examples as well. Based on this analysis, we conclude that coastal communities and other decision makers need better information in order to incorporate ecosystem protection and restoration into coastal resilience planning efforts. As additional projects are developed, it is important to capitalize on every opportunity to learn more about the cost of natural and hybrid infrastructure projects, the value of the storm and erosion protection benefits provided, and the full suite of co-benefits provided by healthy coastal ecosystems. We highlight top priorities for research, investment in, and application of natural and hybrid approaches. These data are critical to facilitate adoption of these approaches in planning and decision-making at all levels to enhance the resilience of our coasts. (C) 2015 The Authors. Published by Elsevier Ltd.",181,2015,WoS,,review,,absolute,,,,,,,,,,mangrove,,coastal protection,wave,wave attenuation,storm,positive,,,,,,,,,,,,,,,,,,,,,,,
288,yes,in,out,out,"Sutton-Grier, AE; Wowk, K; Bamford, H","Sutton-Grier, Ariana E.; Wowk, Kateryna; Bamford, Holly","Future of our coasts: The potential for natural and hybrid infrastructure to enhance the resilience of our coastal communities, economies and ecosystems","There is substantial evidence that natural infrastructure (i.e., healthy ecosystems) and combinations of natural and built infrastructure (hybrid approaches) enhance coastal resilience by providing important storm and coastal flooding protection, while also providing other benefits. There is growing interest in the U.S., as well as around the world, to use natural infrastructure to help coastal communities become more resilient to extreme events and reduce the risk of coastal flooding. Here we highlight strengths and weaknesses of the coastal protection benefits provided by built infrastructure, natural ecosystems, and the innovative opportunities to combine the two into hybrid approaches for coastal protection. We also examine some case studies where hybrid approaches are being implemented to improve coastal resilience as well as some of the policy challenges that can make implementation of these approaches more difficult, The case studies we examine are largely in the U.S. but also include a couple of international examples as well. Based on this analysis, we conclude that coastal communities and other decision makers need better information in order to incorporate ecosystem protection and restoration into coastal resilience planning efforts. As additional projects are developed, it is important to capitalize on every opportunity to learn more about the cost of natural and hybrid infrastructure projects, the value of the storm and erosion protection benefits provided, and the full suite of co-benefits provided by healthy coastal ecosystems. We highlight top priorities for research, investment in, and application of natural and hybrid approaches. These data are critical to facilitate adoption of these approaches in planning and decision-making at all levels to enhance the resilience of our coasts. (C) 2015 The Authors. Published by Elsevier Ltd.",181,2015,WoS,,review,,absolute,,,,,,,,,,mangrove,,coastal protection,wave,wave attenuation,tsunami,positive,,,,,,,,,,,,,,,,,,,,,,,
288,yes,in,out,out,"Sutton-Grier, AE; Wowk, K; Bamford, H","Sutton-Grier, Ariana E.; Wowk, Kateryna; Bamford, Holly","Future of our coasts: The potential for natural and hybrid infrastructure to enhance the resilience of our coastal communities, economies and ecosystems","There is substantial evidence that natural infrastructure (i.e., healthy ecosystems) and combinations of natural and built infrastructure (hybrid approaches) enhance coastal resilience by providing important storm and coastal flooding protection, while also providing other benefits. There is growing interest in the U.S., as well as around the world, to use natural infrastructure to help coastal communities become more resilient to extreme events and reduce the risk of coastal flooding. Here we highlight strengths and weaknesses of the coastal protection benefits provided by built infrastructure, natural ecosystems, and the innovative opportunities to combine the two into hybrid approaches for coastal protection. We also examine some case studies where hybrid approaches are being implemented to improve coastal resilience as well as some of the policy challenges that can make implementation of these approaches more difficult, The case studies we examine are largely in the U.S. but also include a couple of international examples as well. Based on this analysis, we conclude that coastal communities and other decision makers need better information in order to incorporate ecosystem protection and restoration into coastal resilience planning efforts. As additional projects are developed, it is important to capitalize on every opportunity to learn more about the cost of natural and hybrid infrastructure projects, the value of the storm and erosion protection benefits provided, and the full suite of co-benefits provided by healthy coastal ecosystems. We highlight top priorities for research, investment in, and application of natural and hybrid approaches. These data are critical to facilitate adoption of these approaches in planning and decision-making at all levels to enhance the resilience of our coasts. (C) 2015 The Authors. Published by Elsevier Ltd.",181,2015,WoS,,review,,absolute,,,,,,,,,,shell reef,,coastal protection,erosion,sea level rise,,positive,,,,,,,,,,,,,,,,,,,,,,,
288,yes,in,out,out,"Sutton-Grier, AE; Wowk, K; Bamford, H","Sutton-Grier, Ariana E.; Wowk, Kateryna; Bamford, Holly","Future of our coasts: The potential for natural and hybrid infrastructure to enhance the resilience of our coastal communities, economies and ecosystems","There is substantial evidence that natural infrastructure (i.e., healthy ecosystems) and combinations of natural and built infrastructure (hybrid approaches) enhance coastal resilience by providing important storm and coastal flooding protection, while also providing other benefits. There is growing interest in the U.S., as well as around the world, to use natural infrastructure to help coastal communities become more resilient to extreme events and reduce the risk of coastal flooding. Here we highlight strengths and weaknesses of the coastal protection benefits provided by built infrastructure, natural ecosystems, and the innovative opportunities to combine the two into hybrid approaches for coastal protection. We also examine some case studies where hybrid approaches are being implemented to improve coastal resilience as well as some of the policy challenges that can make implementation of these approaches more difficult, The case studies we examine are largely in the U.S. but also include a couple of international examples as well. Based on this analysis, we conclude that coastal communities and other decision makers need better information in order to incorporate ecosystem protection and restoration into coastal resilience planning efforts. As additional projects are developed, it is important to capitalize on every opportunity to learn more about the cost of natural and hybrid infrastructure projects, the value of the storm and erosion protection benefits provided, and the full suite of co-benefits provided by healthy coastal ecosystems. We highlight top priorities for research, investment in, and application of natural and hybrid approaches. These data are critical to facilitate adoption of these approaches in planning and decision-making at all levels to enhance the resilience of our coasts. (C) 2015 The Authors. Published by Elsevier Ltd.",181,2015,WoS,,review,,absolute,,,,,,,,,,shell reef,,coastal protection,elevation,sea level rise,,positive,,,,,,,,,,,,,,,,,,,,,,,
288,yes,in,out,out,"Sutton-Grier, AE; Wowk, K; Bamford, H","Sutton-Grier, Ariana E.; Wowk, Kateryna; Bamford, Holly","Future of our coasts: The potential for natural and hybrid infrastructure to enhance the resilience of our coastal communities, economies and ecosystems","There is substantial evidence that natural infrastructure (i.e., healthy ecosystems) and combinations of natural and built infrastructure (hybrid approaches) enhance coastal resilience by providing important storm and coastal flooding protection, while also providing other benefits. There is growing interest in the U.S., as well as around the world, to use natural infrastructure to help coastal communities become more resilient to extreme events and reduce the risk of coastal flooding. Here we highlight strengths and weaknesses of the coastal protection benefits provided by built infrastructure, natural ecosystems, and the innovative opportunities to combine the two into hybrid approaches for coastal protection. We also examine some case studies where hybrid approaches are being implemented to improve coastal resilience as well as some of the policy challenges that can make implementation of these approaches more difficult, The case studies we examine are largely in the U.S. but also include a couple of international examples as well. Based on this analysis, we conclude that coastal communities and other decision makers need better information in order to incorporate ecosystem protection and restoration into coastal resilience planning efforts. As additional projects are developed, it is important to capitalize on every opportunity to learn more about the cost of natural and hybrid infrastructure projects, the value of the storm and erosion protection benefits provided, and the full suite of co-benefits provided by healthy coastal ecosystems. We highlight top priorities for research, investment in, and application of natural and hybrid approaches. These data are critical to facilitate adoption of these approaches in planning and decision-making at all levels to enhance the resilience of our coasts. (C) 2015 The Authors. Published by Elsevier Ltd.",181,2015,WoS,,review,,absolute,,,,,,,,,,shell reef,,coastal protection,wave,wave attenuation,storm,positive,,,,,,,,,,,,,,,,,,,,,,,
288,yes,in,out,out,"Sutton-Grier, AE; Wowk, K; Bamford, H","Sutton-Grier, Ariana E.; Wowk, Kateryna; Bamford, Holly","Future of our coasts: The potential for natural and hybrid infrastructure to enhance the resilience of our coastal communities, economies and ecosystems","There is substantial evidence that natural infrastructure (i.e., healthy ecosystems) and combinations of natural and built infrastructure (hybrid approaches) enhance coastal resilience by providing important storm and coastal flooding protection, while also providing other benefits. There is growing interest in the U.S., as well as around the world, to use natural infrastructure to help coastal communities become more resilient to extreme events and reduce the risk of coastal flooding. Here we highlight strengths and weaknesses of the coastal protection benefits provided by built infrastructure, natural ecosystems, and the innovative opportunities to combine the two into hybrid approaches for coastal protection. We also examine some case studies where hybrid approaches are being implemented to improve coastal resilience as well as some of the policy challenges that can make implementation of these approaches more difficult, The case studies we examine are largely in the U.S. but also include a couple of international examples as well. Based on this analysis, we conclude that coastal communities and other decision makers need better information in order to incorporate ecosystem protection and restoration into coastal resilience planning efforts. As additional projects are developed, it is important to capitalize on every opportunity to learn more about the cost of natural and hybrid infrastructure projects, the value of the storm and erosion protection benefits provided, and the full suite of co-benefits provided by healthy coastal ecosystems. We highlight top priorities for research, investment in, and application of natural and hybrid approaches. These data are critical to facilitate adoption of these approaches in planning and decision-making at all levels to enhance the resilience of our coasts. (C) 2015 The Authors. Published by Elsevier Ltd.",181,2015,WoS,,review,,absolute,,,,,,,,,,coral reef,,coastal protection,erosion,sea level rise,,positive,,,,,,,,,,,,,,,,,,,,,,,
288,yes,in,out,out,"Sutton-Grier, AE; Wowk, K; Bamford, H","Sutton-Grier, Ariana E.; Wowk, Kateryna; Bamford, Holly","Future of our coasts: The potential for natural and hybrid infrastructure to enhance the resilience of our coastal communities, economies and ecosystems","There is substantial evidence that natural infrastructure (i.e., healthy ecosystems) and combinations of natural and built infrastructure (hybrid approaches) enhance coastal resilience by providing important storm and coastal flooding protection, while also providing other benefits. There is growing interest in the U.S., as well as around the world, to use natural infrastructure to help coastal communities become more resilient to extreme events and reduce the risk of coastal flooding. Here we highlight strengths and weaknesses of the coastal protection benefits provided by built infrastructure, natural ecosystems, and the innovative opportunities to combine the two into hybrid approaches for coastal protection. We also examine some case studies where hybrid approaches are being implemented to improve coastal resilience as well as some of the policy challenges that can make implementation of these approaches more difficult, The case studies we examine are largely in the U.S. but also include a couple of international examples as well. Based on this analysis, we conclude that coastal communities and other decision makers need better information in order to incorporate ecosystem protection and restoration into coastal resilience planning efforts. As additional projects are developed, it is important to capitalize on every opportunity to learn more about the cost of natural and hybrid infrastructure projects, the value of the storm and erosion protection benefits provided, and the full suite of co-benefits provided by healthy coastal ecosystems. We highlight top priorities for research, investment in, and application of natural and hybrid approaches. These data are critical to facilitate adoption of these approaches in planning and decision-making at all levels to enhance the resilience of our coasts. (C) 2015 The Authors. Published by Elsevier Ltd.",181,2015,WoS,,review,,absolute,,,,,,,,,,coral reef,,coastal protection,wave,wave attenuation,storm,positive,,,,,,,,,,,,,,,,,,,,,,,
288,yes,in,out,out,"Sutton-Grier, AE; Wowk, K; Bamford, H","Sutton-Grier, Ariana E.; Wowk, Kateryna; Bamford, Holly","Future of our coasts: The potential for natural and hybrid infrastructure to enhance the resilience of our coastal communities, economies and ecosystems","There is substantial evidence that natural infrastructure (i.e., healthy ecosystems) and combinations of natural and built infrastructure (hybrid approaches) enhance coastal resilience by providing important storm and coastal flooding protection, while also providing other benefits. There is growing interest in the U.S., as well as around the world, to use natural infrastructure to help coastal communities become more resilient to extreme events and reduce the risk of coastal flooding. Here we highlight strengths and weaknesses of the coastal protection benefits provided by built infrastructure, natural ecosystems, and the innovative opportunities to combine the two into hybrid approaches for coastal protection. We also examine some case studies where hybrid approaches are being implemented to improve coastal resilience as well as some of the policy challenges that can make implementation of these approaches more difficult, The case studies we examine are largely in the U.S. but also include a couple of international examples as well. Based on this analysis, we conclude that coastal communities and other decision makers need better information in order to incorporate ecosystem protection and restoration into coastal resilience planning efforts. As additional projects are developed, it is important to capitalize on every opportunity to learn more about the cost of natural and hybrid infrastructure projects, the value of the storm and erosion protection benefits provided, and the full suite of co-benefits provided by healthy coastal ecosystems. We highlight top priorities for research, investment in, and application of natural and hybrid approaches. These data are critical to facilitate adoption of these approaches in planning and decision-making at all levels to enhance the resilience of our coasts. (C) 2015 The Authors. Published by Elsevier Ltd.",181,2015,WoS,,review,,absolute,,,,,,,,,,marsh,,coastal protection,erosion,sea level rise,,positive,,,,,,,,,,,,,,,,,,,,,,,
288,yes,in,out,out,"Sutton-Grier, AE; Wowk, K; Bamford, H","Sutton-Grier, Ariana E.; Wowk, Kateryna; Bamford, Holly","Future of our coasts: The potential for natural and hybrid infrastructure to enhance the resilience of our coastal communities, economies and ecosystems","There is substantial evidence that natural infrastructure (i.e., healthy ecosystems) and combinations of natural and built infrastructure (hybrid approaches) enhance coastal resilience by providing important storm and coastal flooding protection, while also providing other benefits. There is growing interest in the U.S., as well as around the world, to use natural infrastructure to help coastal communities become more resilient to extreme events and reduce the risk of coastal flooding. Here we highlight strengths and weaknesses of the coastal protection benefits provided by built infrastructure, natural ecosystems, and the innovative opportunities to combine the two into hybrid approaches for coastal protection. We also examine some case studies where hybrid approaches are being implemented to improve coastal resilience as well as some of the policy challenges that can make implementation of these approaches more difficult, The case studies we examine are largely in the U.S. but also include a couple of international examples as well. Based on this analysis, we conclude that coastal communities and other decision makers need better information in order to incorporate ecosystem protection and restoration into coastal resilience planning efforts. As additional projects are developed, it is important to capitalize on every opportunity to learn more about the cost of natural and hybrid infrastructure projects, the value of the storm and erosion protection benefits provided, and the full suite of co-benefits provided by healthy coastal ecosystems. We highlight top priorities for research, investment in, and application of natural and hybrid approaches. These data are critical to facilitate adoption of these approaches in planning and decision-making at all levels to enhance the resilience of our coasts. (C) 2015 The Authors. Published by Elsevier Ltd.",181,2015,WoS,,review,,absolute,,,,,,,,,,marsh,,coastal protection,wave,wave attenuation,storm,positive,,,,,,,,,,,,,,,,,,,,,,,
297,,out,out,out,"Gilbertson, NM; Adams, TP; Burrows, MT","Gilbertson, Nora M.; Adams, Thomas P.; Burrows, Michael T.",From marshes to coastlines: A metric for local and national scale identification of high-value habitat for coastal protection,"Saltmarshes and mudflats provide many valuable services to society, including coastal protection. Previous studies have established the nonlinearity of wave attenuation with habitat width, and variation with vegetation type. However, spatial variation in the level of coastal protection has not been quantified on a national scale. Spatial distribution and fine (50 m) scale structure of saltmarsh habitat at a national scale was combined with calculations of wave fetch at a 200 m scale. Effective wave exposure as a result of wave attenuation over habitat was calculated for areas of coastline within 5 km of habitat areas. Effective wave exposure was combined with data layers on building and farmland locations in order to assess relative protection provision. A metric of coastal protection was calculated for the entire coastline of England and Wales, based on the proximity of human infrastructure and farmland. In scaling existing local and regional data on coastal protection to a national level, we may examine how coastal protection varies regionally and provide a criterion for coastal ecosystem managers to select marshes critical for conservation. Our index shows greatest protection of human infrastructure by marshes in the east and south of the UK, where saltmarshes are on relatively open coastlines with nearby built-up areas and agriculture.",0,2020,WoS,,model,,absolute,,,,,,,,,,marsh,,coastal protection,wave,wave attenuation,wind,,,,,,,,,,,,,,,,,,,,,,,,
298,,in,out,out,"Sanchez-Nunez, DA; Pineda, JEM; Osorio, AF","Alejandro Sanchez-Nunez, David; Mancera Pineda, Jose Ernesto; Osorio, Andres F.",From local-to global-scale control factors of wave attenuation in mangrove environments and the role of indirect mangrove wave attenuation,"Wave dissipation by drag forces is considered the dominant wave transformation process in fringe mangroves even though other process may be present. Furthermore, mangrove loss generates vertical erosion and changes in the nearshore profile that can affect wave breaking, whereas changes in vegetation density owing to species composition or disturbances may affect drag dissipation. The aim of this study is to identify local and global geographical control factors of wave attenuation in mangrove environments and to assess the effect of nearshore profile modifications by mangrove loss on wave breaking dissipation. Bottom wave attenuation from breaking and shoaling, the total wave energy attenuation rate, and wave reflection were estimated using modeling, pressure sensors, and reflection coefficients, respectively, at sites with contrasting wave power, bathymetric slope changes, vegetation density, and logging disturbance. Wave breaking changes by mangrove loss were estimated using wave evolution modeling under three successive slope increments by 0.7% in two background mangrove nearshore profiles. The wave energy attenuation rate at the study sites was affected by incident wave height (28-76%), epiphytic oyster presence, vegetation density, tidal inundation (41-55%), and wave reflection from cliffs. The last two variables explained the wave attenuation rate variability at a cliffed study site (61-70%), whereas the last three variables explained the wave attenuation rate variability on a global scale (92%). Wave attenuation rates by vegetation and bottom friction were underestimated (2-59% from global scale data) when wave shoaling was not considered. The wave energy increased or moved further inland in unvegetated scenarios in comparison with vegetated shores. In addition to drag forces, mangroves can promote wave attenuation by inducing friction, wave breaking, and wave reflection from prop-roots epiphytic organisms, shallow nearshore profiles, and cliffed edges, respectively.",0,2020,WoS,,field,,absolute,,,,,,,,,,mangrove,,coastal protection,wave,wave attenuation,,,,,,,,,,,,,,,,,,,,,,,,,
299,yes,in,out,out,"Morris, RL; Konlechner, TM; Ghisalberti, M; Swearer, SE","Morris, Rebecca L.; Konlechner, Teresa M.; Ghisalberti, Marco; Swearer, Stephen E.",From grey to green: Efficacy of eco-engineering solutions for nature-based coastal defence,"Climate change is increasing the threat of erosion and flooding along coastlines globally. Engineering solutions (e.g. seawalls and breakwaters) in response to protecting coastal communities and associated infrastructure are increasingly becoming economically and ecologically unsustainable. This has led to recommendations to create or restore natural habitats, such as sand dunes, saltmarsh, mangroves, seagrass and kelp beds, and coral and shellfish reefs, to provide coastal protection in place of (or to complement) artificial structures. Coastal managers are frequently faced with the problem of an eroding coastline, which requires a decision on what mitigation options are most appropriate to implement. A barrier to uptake of nature-based coastal defence is stringent evaluation of the effectiveness in comparison to artificial protection structures. Here, we assess the current evidence for the efficacy of nature-based vs. artificial coastal protection and discuss future research needs. Future projects should evaluate habitats created or restored for coastal defence for cost-effectiveness in comparison to an artificial structure under the same environmental conditions. Cost-benefit analyses should take into consideration all ecosystem services provided by nature-based or artificial structures in addition to coastal protection. Interdisciplinary research among scientists, coastal managers and engineers is required to facilitate the experimental trials needed to test the value of these shoreline protection schemes, in order to support their use as alternatives to artificial structures. This research needs to happen now as our rapidly changing climate requires new and innovative solutions to reduce the vulnerability of coastal communities to an increasingly uncertain future.",72,2018,WoS,,review,,absolute,,,,,,,,,,mangrove,,coastal protection,erosion,sea level rise,,positive,,,,,,,,,,,,,,,,,,,,,,,
299,yes,in,out,out,"Morris, RL; Konlechner, TM; Ghisalberti, M; Swearer, SE","Morris, Rebecca L.; Konlechner, Teresa M.; Ghisalberti, Marco; Swearer, Stephen E.",From grey to green: Efficacy of eco-engineering solutions for nature-based coastal defence,"Climate change is increasing the threat of erosion and flooding along coastlines globally. Engineering solutions (e.g. seawalls and breakwaters) in response to protecting coastal communities and associated infrastructure are increasingly becoming economically and ecologically unsustainable. This has led to recommendations to create or restore natural habitats, such as sand dunes, saltmarsh, mangroves, seagrass and kelp beds, and coral and shellfish reefs, to provide coastal protection in place of (or to complement) artificial structures. Coastal managers are frequently faced with the problem of an eroding coastline, which requires a decision on what mitigation options are most appropriate to implement. A barrier to uptake of nature-based coastal defence is stringent evaluation of the effectiveness in comparison to artificial protection structures. Here, we assess the current evidence for the efficacy of nature-based vs. artificial coastal protection and discuss future research needs. Future projects should evaluate habitats created or restored for coastal defence for cost-effectiveness in comparison to an artificial structure under the same environmental conditions. Cost-benefit analyses should take into consideration all ecosystem services provided by nature-based or artificial structures in addition to coastal protection. Interdisciplinary research among scientists, coastal managers and engineers is required to facilitate the experimental trials needed to test the value of these shoreline protection schemes, in order to support their use as alternatives to artificial structures. This research needs to happen now as our rapidly changing climate requires new and innovative solutions to reduce the vulnerability of coastal communities to an increasingly uncertain future.",72,2018,WoS,,review,,absolute,,,,,,,,,,seagrass,,coastal protection,erosion,sea level rise,,positive,,,,,,,,,,,,,,,,,,,,,,,
